pre_village,pre_district,pre_cluster,GPS-Altitude,hhh_age,Land_size_agriculture,Time_to_collect_Water_for_Household_use_Minutes,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield,cohort
KYES-NYAMIRAMBI,KANUNGU,KYESHERO,1336.7,47.0,0.5,40.0,80.0,,14.0,,,,,,,,70.0,2022
KYES-KAKUREIJO,KANUNGU,KYESHERO,1261.1,55.0,0.75,40.0,58.0,,,,,,,,,,,2022
MUKO-KANYAMISINGA,KANUNGU,MUKONO,1421.7,39.0,1.75,10.0,,,,,,,,,,,,2022
RUTU-KYEIJANGA,KANUNGU,RUTUGUNDA,1708.4,52.0,1.975,30.0,,,,,,,,,,30.0,3.0,2022
MUKO-BUHOMA,KANUNGU,MUKONO,1414.9,39.0,0.65,10.0,,,,,,,,,,12.0,,2022
RUTU-KANYANKYENDE,KANUNGU,RUTUGUNDA,1477.6,47.0,0.25,60.0,21.0,,,,,,,,,,,2022
RUTU-RUTOOMA,KANUNGU,RUTUGUNDA,1468.0,56.0,0.13,20.0,,,,,,,,,,,,2022
RUTU-KATUNGU,KANUNGU,RUTUGUNDA,1526.6,38.0,3.8,40.0,,,,,,,,,,50.0,,2022
KYES-BWERONDE,KANUNGU,KYESHERO,1347.6,45.0,2.8,10.0,30.0,,,,120.0,,,,,,,2022
KYES-KATIBA,KANUNGU,KYESHERO,1471.5,50.0,1.475,60.0,140.0,,,,,,,,,20.0,,2022
MUKO-MUKONGORO,KANUNGU,MUKONO,1578.7,39.0,0.25,90.0,,,,,,,,,,10.0,100.0,2022
MUKO-RUBONA,KANUNGU,MUKONO,1562.3,75.0,2.9,180.0,,,,,,,,,,,1000.0,2022
KYES-KYESHERO CENTRAL,KANUNGU,KYESHERO,1333.7,50.0,1.975,60.0,65.0,,,,,100.0,,,,5.0,,2022
KYES-NYAKISHOJWA,KANUNGU,KYESHERO,1218.1,54.0,0.0,60.0,,,,,,,,,,,,2022
MUKO-IRAARO,KANUNGU,MUKONO,1261.5,39.0,0.1,40.0,,,,,,,,,,,,2022
KYES-KAKUREIJO,KANUNGU,KYESHERO,1233.3,38.0,0.0,10.0,,,,,,,,,,,,2022
MUKO-MUKONGORO,KANUNGU,MUKONO,1465.2,60.0,1.975,120.0,,,,,,,,,,,1.0,2022
MUKO-KANYASHANDE,KANUNGU,MUKONO,1376.1,55.0,0.0,60.0,,,,,,,,,,,,2022
MUKO-KANYASHANDE,KANUNGU,MUKONO,1411.1,85.0,1.5,30.0,,,,,,,,,,24.0,80.0,2022
MUKO-BUHOMA,KANUNGU,MUKONO,1442.5,42.0,0.8,20.0,,,,,,,,,,60.0,,2022
RUTU-KATUNGU,KANUNGU,RUTUGUNDA,1514.8,34.0,0.3,40.0,,,,,,,,,,40.0,0.0,2022
KYES-KASHENYI,KANUNGU,KYESHERO,1238.4,25.0,1.475,60.0,,,,,,,,,,120.0,,2022
MUKO-IRAARO,KANUNGU,MUKONO,1371.1,29.0,1.4,45.0,,,,,,,,,,0.0,,2022
KYES-BWERONDE,KANUNGU,KYESHERO,1272.0,35.0,0.65,15.0,50.0,,,,,,,,,,25.0,2022
RUTU-KYEIJANGA,KANUNGU,RUTUGUNDA,1507.3,60.0,0.975,50.0,70.0,,,,,,,,,,,2022
KYES-KATIBA,KANUNGU,KYESHERO,1424.7,38.0,0.75,180.0,105.0,,,,,108.0,,,,,40.0,2022
MUKO-KANYAMISINGA,KANUNGU,MUKONO,1415.9,40.0,0.4,30.0,,,,,,,,36.0,,,,2022
MUKO-MUKONGORO,KANUNGU,MUKONO,1498.6,33.0,0.975,120.0,70.0,,,,70.0,,,,,5.0,30.0,2022
MUKO-KYUMBUGUCHU,KANUNGU,MUKONO,1355.2,32.0,0.25,20.0,,,,,,,,,,,,2022
KYES-MBOHA,KANUNGU,KYESHERO,1320.1,50.0,1.35,30.0,71.0,,24.0,,60.0,40.0,,,,,0.0,2022
RUTU-KYEIJANGA,KANUNGU,RUTUGUNDA,1476.6,44.0,0.975,20.0,100.0,,,,,,,,,,,2022
KYES-NYAMIRAMBI,KANUNGU,KYESHERO,1314.6,28.0,0.4,45.0,,,,,,,,,,,60.0,2022
MUKO-NKWENDA,KANUNGU,MUKONO,1475.2,30.0,1.88,40.0,,,,,30.0,,,4.0,,,,2022
RUTU-RUTOOMA,KANUNGU,RUTUGUNDA,1472.3,38.0,0.0,60.0,27.0,,,,,,,,,60.0,,2022
MUKO-IRAARO,KANUNGU,MUKONO,1480.0,78.0,5.8,60.0,,,,,,,,,,80.0,120.0,2022
RUTU-RUTOORO,KANUNGU,RUTUGUNDA,1482.4,45.0,0.25,60.0,16.0,,,,,,,,,,,2022
RUTU-KYEIJANGA,KANUNGU,RUTUGUNDA,1496.0,41.0,0.25,10.0,,,,,,,,,,,,2022
KYES-NYAMIRAMBI,KANUNGU,KYESHERO,1313.9,30.0,0.4,60.0,,,,,,,,,,,150.0,2022
KYES-KATIBA,KANUNGU,KYESHERO,1417.1,65.0,0.25,60.0,,,,,,,,,,100.0,,2022
KYES-NYAMIRAMBI,KANUNGU,KYESHERO,1304.0,32.0,0.1,45.0,,,,,,,,,,15.0,,2022
MUKO-KANYAMISINGA,KANUNGU,MUKONO,1412.0,55.0,0.75,30.0,,,,,,,,,,,,2022
RUTU-RUTOOMA,KANUNGU,RUTUGUNDA,1470.7,45.0,0.25,120.0,,,,,,,,,,50.0,,2022
MUKO-KANYAMISINGA,KANUNGU,MUKONO,1427.3,34.0,0.75,30.0,,,,,,31.0,,,,,,2022
KYES-KYESHERO CENTRAL,KANUNGU,KYESHERO,1265.1,80.0,0.475,15.0,,,,,,,,,,48.0,,2022
KYES-NYAKISHOJWA,KANUNGU,KYESHERO,1220.1,34.0,0.0,60.0,,,,,,,,,,,,2022
MUKO-NKWENDA,KANUNGU,MUKONO,1493.4,34.0,0.6000000000000001,5.0,,,,,,,,,,,,2022
KYES-KYESHERO CENTRAL,KANUNGU,KYESHERO,1312.0,24.0,2.975,60.0,75.0,,,,,,,,,15.0,3.0,2022
MUKO-KYUMBUGUCHU,KANUNGU,MUKONO,1388.1,22.0,0.75,10.0,,,,,,170.0,,,,,,2022
MUKO-NKWENDA,KANUNGU,MUKONO,1478.5,36.0,1.0,60.0,,,,,,,,,,,,2022
MUKO-MUKONGORO,KANUNGU,MUKONO,1511.5,32.0,1.975,40.0,140.0,,,,70.0,,,,,,,2022
RUTU-RUTOORO,KANUNGU,RUTUGUNDA,1472.0,40.0,0.25,30.0,23.0,,,,,,,,,20.0,12.0,2022
MUKO-RUBONA,KANUNGU,MUKONO,1591.7,32.0,0.4,180.0,,,,,,,,,,,0.0,2022
MUKO-NKWENDA,KANUNGU,MUKONO,1453.2,35.0,0.25,10.0,29.0,,,,,,,9.0,,,,2022
KYES-BWERONDE,KANUNGU,KYESHERO,1291.5,60.0,0.9,20.0,,,,,,144.0,,,,,100.0,2022
RUTU-RUTOORO,KANUNGU,RUTUGUNDA,1465.9,42.0,0.0,30.0,,,,,,,,,,36.0,,2022
RUTU-BUHAMBA,KANUNGU,RUTUGUNDA,1474.1,58.0,1.75,80.0,85.0,,,,78.0,,,,,,,2022
MUKO-KANYAMISINGA,KANUNGU,MUKONO,1495.1,35.0,1.75,30.0,,,,,,,,,,6.0,,2022
KYES-KASHENYI,KANUNGU,KYESHERO,1530.1,52.0,0.0,180.0,,,,,,,,,,,,2022
KYES-NYAKISHOJWA,KANUNGU,KYESHERO,1225.5,60.0,0.43000000000000005,60.0,65.0,,,,,,,,,35.0,30.0,2022
KYES-NYAMIRAMBI,KANUNGU,KYESHERO,1337.4,58.0,1.85,40.0,100.0,,,,,,,,,,,2022
KYES-KAKUREIJO,KANUNGU,KYESHERO,1269.8,33.0,0.25,20.0,30.0,,,,,,,,,,,2022
MUKO-NYAKEINA,KANUNGU,MUKONO,1378.1,54.0,0.25,50.0,,,,,,,,,,,,2022
KYES-NYAKISHOJWA,KANUNGU,KYESHERO,1236.6,80.0,0.9,60.0,60.0,,,30.0,,,,9.0,,40.0,8.0,2022
KYES-KATIBA,KANUNGU,KYESHERO,1499.1,45.0,0.0,180.0,,,,,,,,,,,24.0,2022
RUTU-RUTOOMA,KANUNGU,RUTUGUNDA,1457.8,36.0,0.75,120.0,,,,,,,,,,40.0,,2022
KYES-KAKUREIJO,KANUNGU,KYESHERO,1268.0,42.0,4.75,30.0,,,,,,,,,,,,2022
RUTU-KANYANKYENDE,KANUNGU,RUTUGUNDA,1518.4,30.0,0.0,15.0,10.0,,,,5.0,,,,,0.0,,2022
MUKO-MUKONGORO,KANUNGU,MUKONO,1800.6,54.0,0.975,120.0,,,,,,55.0,,,,5.0,30.0,2022
KYES-KASHENYI,KANUNGU,KYESHERO,1397.3,60.0,1.75,90.0,,,,,,,,,,,,2022
KYES-KYESHERO CENTRAL,KANUNGU,KYESHERO,1286.5,43.0,2.475,3.0,,,,,,,,,,,,2022
MUKO-NYAKEINA,KANUNGU,MUKONO,1456.0,35.0,2.3,180.0,11.0,,,,35.0,,,,,,,2022
MUKO-MUKONGORO,KANUNGU,MUKONO,1567.4,65.0,0.025000000000000022,60.0,45.0,,,,,,,,,,,2022
RUTU-BUHAMBA,KANUNGU,RUTUGUNDA,1461.1,78.0,2.975,20.0,50.0,,,,110.0,,,,,72.0,,2022
MUKO-KYUMBUGUCHU,KANUNGU,MUKONO,1451.7,47.0,1.975,60.0,85.0,,,,,,,,,,,2022
KYES-KYESHERO CENTRAL,KANUNGU,KYESHERO,1292.0,45.0,2.975,60.0,60.0,,,,,90.0,,,,15.0,5.0,2022
MUKO-NYAKEINA,KANUNGU,MUKONO,1451.3,40.0,1.75,90.0,,,,,,,,,,,,2022
KYES-KAKUREIJO,KANUNGU,KYESHERO,1277.6,36.0,0.0,30.0,,,,,,,,,,,0.0,2022
MUKO-NKWENDA,KANUNGU,MUKONO,1573.7,62.0,0.75,60.0,132.0,,,,,,,,,,,2022
RUTU-KATUNGU,KANUNGU,RUTUGUNDA,1497.1,74.0,0.3999999999999999,40.0,,,,,,,,,,200.0,,2022
RUTU-MABAARE,KANUNGU,RUTUGUNDA,1636.6,84.0,0.49999999999999994,30.0,,,0.5,,,,,1.25,,30.0,20.0,2022
KYES-NYAKISHOJWA,KANUNGU,KYESHERO,1207.2,30.0,0.15,30.0,80.0,,,,,,,,,15.0,15.0,2022
MUKO-KANYAMISINGA,KANUNGU,MUKONO,1409.7,47.0,1.63,30.0,,,,,,,,,,,,2022
KYES-KYESHERO CENTRAL,KANUNGU,KYESHERO,1307.3,62.0,1.975,30.0,65.0,,,,,,,,,10.0,5.0,2022
KYES-BWERONDE,KANUNGU,KYESHERO,1303.1,29.0,0.45,20.0,,,,,,,,,,,120.0,2022
RUTU-MABAARE,KANUNGU,RUTUGUNDA,1404.6,22.0,0.5,10.0,20.0,,,,45.0,,,1.5,,,25.0,2022
MUKO-KYUMBUGUCHU,KANUNGU,MUKONO,1484.5,63.0,1.975,30.0,95.0,,,,,,,,,20.0,2.0,2022
MUKO-KANYASHANDE,KANUNGU,MUKONO,1375.6,40.0,0.0,30.0,,,,,,,,,,,,2022
KYES-NYAMIRAMBI,KANUNGU,KYESHERO,1302.0,36.0,0.5,120.0,,,,,,,,,8.0,,160.0,2022
KYES-KYESHERO CENTRAL,KANUNGU,KYESHERO,1284.3,48.0,1.975,30.0,70.0,,,,,,,,,15.0,5.0,2022
MUKO-NKWENDA,KANUNGU,MUKONO,1429.2,32.0,6.75,20.0,,,,,,,,,,2.0,,2022
MUKO-NYAKEINA,KANUNGU,MUKONO,1394.1,66.0,5.75,30.0,,,,,80.0,70.0,,,,,,2022
RUTU-NKAMBA,KANUNGU,RUTUGUNDA,1389.6,40.0,0.88,40.0,24.0,,4.0,,57.0,,,3.5,,50.0,50.0,2022
KYES-NYAMIRAMBI,KANUNGU,KYESHERO,1296.1,53.0,4.8,60.0,120.0,,,,,,,19.0,,,,2022
RUTU-NKAMBA,KANUNGU,RUTUGUNDA,1413.8,61.0,1.875,30.0,80.0,,9.0,,,,,8.0,,60.0,,2022
RUTU-MABAARE,KANUNGU,RUTUGUNDA,1483.2,67.0,0.2,30.0,,,,,,,,,,30.0,20.0,2022
RUTU-KITONGO,KANUNGU,RUTUGUNDA,1480.1,65.0,2.55,60.0,,,,,,,,18.0,,80.0,100.0,2022
MUKO-MUKONGORO,KANUNGU,MUKONO,1530.2,25.0,2.975,60.0,31.0,,,,,,,,,15.0,1.0,2022
RUTU-NKAMBA,KANUNGU,RUTUGUNDA,1354.9,52.0,0.88,10.0,55.0,,,,,,,,,50.0,480.0,2022
KYES-KASHENYI,KANUNGU,KYESHERO,1468.7,50.0,1.25,180.0,,,,,,,,,,,40.0,2022
MUKO-KANYASHANDE,KANUNGU,MUKONO,1429.5,38.0,2.0,30.0,,,,,,,,,,,,2022
MUKO-KASHEBEYA,KANUNGU,MUKONO,1405.2,28.0,0.2,40.0,,,,,,,,,,96.0,100.0,2022
MUKO-NYAKEINA,KANUNGU,MUKONO,1374.1,43.0,0.88,40.0,75.0,,19.0,,50.0,,,,,,,2022
RUTU-KITONGO,KANUNGU,RUTUGUNDA,1458.9,65.0,1.9,45.0,,,,,,,,,,200.0,100.0,2022
MUKO-KANYASHANDE,KANUNGU,MUKONO,1412.0,25.0,2.5,60.0,,,,,,,,,,70.0,60.0,2022
KYES-KYESHERO CENTRAL,KANUNGU,KYESHERO,1289.4,35.0,1.975,30.0,60.0,,,,,,,,,15.0,5.0,2022
RUTU-BUHAMBA,KANUNGU,RUTUGUNDA,1436.0,34.0,0.7,30.0,,,,,,,,,,200.0,,2022
MUKO-KANYAMISINGA,KANUNGU,MUKONO,1372.9,35.0,0.4,15.0,,,,,,,,,,,,2022
KYES-NYAKISHOJWA,KANUNGU,KYESHERO,1239.3,30.0,0.15,50.0,40.0,,,,,100.0,,,23.0,30.0,10.0,2022
RUTU-RUTOORO,KANUNGU,RUTUGUNDA,1515.3,35.0,0.0,60.0,25.0,,,,,,,,,120.0,30.0,2022
RUTU-KATUNGU,KANUNGU,RUTUGUNDA,1499.3,48.0,0.9,60.0,40.0,,,,,,,,,50.0,20.0,2022
MUKO-KANYAMISINGA,KANUNGU,MUKONO,1388.1,32.0,4.85,10.0,,,,,,,,11.0,,,,2022
MUKO-BUHOMA,KANUNGU,MUKONO,1460.2,26.0,0.375,10.0,,,,,,,,,,26.0,,2022
RUTU-RUTOOMA,KANUNGU,RUTUGUNDA,1467.5,68.0,0.0,30.0,,,,,,,,,,80.0,,2022
MUKO-KYUMBUGUCHU,KANUNGU,MUKONO,1628.9,35.0,1.975,60.0,50.0,,,,,,,,,10.0,,2022
MUKO-NYAKEINA,KANUNGU,MUKONO,1398.8,35.0,2.75,60.0,44.0,,,,87.0,29.0,,,,10.0,,2022
KYES-BWERONDE,KANUNGU,KYESHERO,1308.7,43.0,1.8,15.0,,,140.0,,200.0,,,3.0,,6.0,,2022
RUTU-NKAMBA,KANUNGU,RUTUGUNDA,1486.6,38.0,0.1875,60.0,25.0,,1.25,,,,,2.5,,20.0,,2022
MUKO-KYUMBUGUCHU,KANUNGU,MUKONO,1440.9,50.0,0.75,10.0,145.0,,,,,,,,,,,2022
MUKO-KASHEBEYA,KANUNGU,MUKONO,1374.5,54.0,0.38,30.0,,,,,,200.0,,4.0,,,,2022
MUKO-IRAARO,KANUNGU,MUKONO,1360.5,42.0,0.8,20.0,14.0,,2.0,,,,,,,,,2022
MUKO-KASHEBEYA,KANUNGU,MUKONO,1394.4,35.0,0.8,30.0,55.0,,,,,,,3.5,,20.0,150.0,2022
RUTU-KANYANKYENDE,KANUNGU,RUTUGUNDA,1431.5,35.0,0.75,10.0,148.0,,,,,,,,,,,2022
MUKO-MUKONGORO,KANUNGU,MUKONO,1558.2,27.0,1.975,120.0,85.0,,,,,,,,,15.0,2.0,2022
RUTU-BUHAMBA,KANUNGU,RUTUGUNDA,1442.6,45.0,2.0,30.0,95.0,,,,160.0,,,,,,,2022
KYES-KAKUREIJO,KANUNGU,KYESHERO,1223.1,53.0,0.5,30.0,100.0,,,,,130.0,,,,,80.0,2022
MUKO-KASHEBEYA,KANUNGU,MUKONO,1420.1,55.0,1.9,60.0,30.0,,,,,,,,,180.0,70.0,2022
KYES-KATIBA,KANUNGU,KYESHERO,1546.0,36.0,0.225,30.0,,,20.0,,,,,,,,,2022
RUTU-NKAMBA,KANUNGU,RUTUGUNDA,1325.3,29.0,0.63,30.0,40.0,,,,,,,,,70.0,72.0,2022
MUKO-MUKONO,KANUNGU,MUKONO,1398.6,55.0,2.8,60.0,45.0,,,,,,,,,80.0,30.0,2022
MUKO-MUKONO,KANUNGU,MUKONO,1343.3,40.0,0.1,15.0,,,,,,,,,,,,2022
MUKO-RUBONA,KANUNGU,MUKONO,1553.1,29.0,3.9,120.0,,,,,,,,15.0,,40.0,100.0,2022
RUTU-BUHAMBA,KANUNGU,RUTUGUNDA,1432.7,42.0,1.3,30.0,,,,,,,,,,80.0,,2022
KYES-KAKUREIJO,KANUNGU,KYESHERO,1238.0,59.0,0.28,60.0,50.0,,,,,,,,,,,2022
RUTU-KANYANKYENDE,KANUNGU,RUTUGUNDA,1463.0,36.0,0.65,60.0,125.0,,,,,,,,,10.0,0.0,2022
KYES-MBOHA,KANUNGU,KYESHERO,1311.8,54.0,1.75,10.0,,,,,,,,,,,,2022
MUKO-BUHOMA,KANUNGU,MUKONO,1461.5,42.0,0.45,40.0,48.0,,,,,,,,,100.0,60.0,2022
RUTU-RUTOORO,KANUNGU,RUTUGUNDA,1494.8,37.0,0.75,30.0,35.0,,,,,,,,,,,2022
RUTU-KATUNGU,KANUNGU,RUTUGUNDA,1505.4,30.0,0.9,45.0,90.0,,,,,,,,,65.0,,2022
MUKO-BUHOMA,KANUNGU,MUKONO,1451.3,46.0,0.8,5.0,95.0,,2.0,,,,,5.0,,12.0,10.0,2022
RUTU-MABAARE,KANUNGU,RUTUGUNDA,1450.9,31.0,0.88,10.0,50.0,,,,75.0,,,4.0,,8.0,,2022
RUTU-KITONGO,KANUNGU,RUTUGUNDA,1361.5,52.0,0.9,50.0,35.0,,,,,,,5.5,,60.0,200.0,2022
RUTU-BUHAMBA,KANUNGU,RUTUGUNDA,1442.5,74.0,3.75,10.0,120.0,,,,300.0,,,,,36.0,50.0,2022
KYES-BWERONDE,KANUNGU,KYESHERO,1316.8,48.0,2.8,20.0,17.0,,303.0,,,,,,98.0,15.0,200.0,2022
KYES-NYAMIRAMBI,KANUNGU,KYESHERO,1297.2,40.0,0.15,30.0,,,,,,,,,,7.0,,2022
MUKO-KASHEBEYA,KANUNGU,MUKONO,1409.6,26.0,0.9,40.0,74.0,,,,,,,,,80.0,90.0,2022
RUTU-KATUNGU,KANUNGU,RUTUGUNDA,1543.6,47.0,0.4,60.0,130.0,,,,,,,,,40.0,20.0,2022
MUKO-KASHEBEYA,KANUNGU,MUKONO,1443.5,67.0,0.4,120.0,,,,,,,,,,90.0,80.0,2022
RUTU-KATUNGU,KANUNGU,RUTUGUNDA,1491.1,64.0,1.3,60.0,45.0,,,,,,,3.0,,80.0,20.0,2022
MUKO-KANYASHANDE,KANUNGU,MUKONO,1402.6,41.0,3.5,30.0,,,2.0,,,100.0,,,,50.0,150.0,2022
KYES-NYAKISHOJWA,KANUNGU,KYESHERO,1229.1,54.0,3.3,60.0,,,,,,,,,,20.0,100.0,2022
MUKO-NKWENDA,KANUNGU,MUKONO,1476.3,48.0,6.6,10.0,75.0,,30.0,,60.0,,,36.0,80.0,,,2022
MUKO-KASHEBEYA,KANUNGU,MUKONO,1420.3,78.0,0.30000000000000004,40.0,65.0,,2.5,,160.0,,,3.0,,10.0,30.0,2022
RUTU-KITONGO,KANUNGU,RUTUGUNDA,1475.8,71.0,0.95,120.0,250.0,,,,,,,,,80.0,70.0,2022
MUKO-MUKONO,KANUNGU,MUKONO,0.0,82.0,1.85,60.0,,,,,,,,,,150.0,,2022
KYES-NYAMIRAMBI,KANUNGU,KYESHERO,1297.8,76.0,2.35,35.0,,,,,,,,,,100.0,150.0,2022
KYES-MBOHA,KANUNGU,KYESHERO,1328.4,35.0,1.9,15.0,17.0,,,,19.0,,,,,0.0,0.0,2022
RUTU-KANYANKYENDE,KANUNGU,RUTUGUNDA,1472.2,54.0,0.75,40.0,4.0,,,,,,,,,,,2022
RUTU-MABAARE,KANUNGU,RUTUGUNDA,1444.5,49.0,1.8,30.0,80.0,,4.0,,110.0,,,2.0,,30.0,,2022
KYES-BWERONDE,KANUNGU,KYESHERO,1302.7,46.0,1.8,5.0,22.0,,1.0,,110.0,70.0,,2.0,,6.0,50.0,2022
KYES-NYAKISHOJWA,KANUNGU,KYESHERO,1246.0,55.0,1.85,45.0,55.0,,,,,45.0,,,,0.0,200.0,2022
MUKO-MUKONO,KANUNGU,MUKONO,1343.2,60.0,0.35,10.0,,,,,,,,,,,,2022
MUKO-NYAKEINA,KANUNGU,MUKONO,1393.1,63.0,2.25,60.0,,,,,,,,,,50.0,,2022
MUKO-NKWENDA,KANUNGU,MUKONO,1483.1,28.0,2.5,30.0,63.0,,,,,,,14.0,,,,2022
RUTU-MABAARE,KANUNGU,RUTUGUNDA,1397.8,82.0,0.65,15.0,,,,,,,,,,120.0,60.0,2022
KYES-BWERONDE,KANUNGU,KYESHERO,1271.5,50.0,0.65,6.0,25.0,,,,,,,,,,50.0,2022
RUTU-KATUNGU,KANUNGU,RUTUGUNDA,1461.2,60.0,4.25,10.0,115.0,,,,,,,,,,,2022
MUKO-RUBONA,KANUNGU,MUKONO,1578.8,32.0,0.85,120.0,,,,,,,,,,,,2022
KYES-KATIBA,KANUNGU,KYESHERO,1441.1,23.0,1.0,30.0,350.0,,,,250.0,,,,,,,2022
KYES-KYESHERO CENTRAL,KANUNGU,KYESHERO,1247.5,41.0,1.75,15.0,250.0,,,,400.0,,,,,,,2022
KYES-KASHENYI,KANUNGU,KYESHERO,1519.4,27.0,0.225,60.0,400.0,,,,,,,,,,,2022
RUTU-KATUNGU,KANUNGU,RUTUGUNDA,1519.3,38.0,1.6,60.0,120.0,,,,100.0,,,,,150.0,20.0,2022
KYES-MBOHA,KANUNGU,KYESHERO,1298.7,51.0,0.33000000000000007,10.0,70.0,,,,6.0,,,,,,,2022
RUTU-KYEIJANGA,KANUNGU,RUTUGUNDA,1444.4,35.0,2.25,40.0,95.0,,,,50.0,,,,,192.0,400.0,2022
MUKO-IRAARO,KANUNGU,MUKONO,1406.9,27.0,2.9,120.0,,,,,,,,,,60.0,120.0,2022
MUKO-KASHEBEYA,KANUNGU,MUKONO,1498.0,56.0,0.65,120.0,100.0,,,,,110.0,,,,150.0,60.0,2022
KYES-KAKUREIJO,KANUNGU,KYESHERO,1248.2,37.0,6.5,5.0,,,,,,,,,,,1400.0,2022
RUTU-KANYANKYENDE,KANUNGU,RUTUGUNDA,1472.9,50.0,0.30000000000000004,30.0,75.0,,,,70.0,,,,,,0.0,2022
MUKO-BUHOMA,KANUNGU,MUKONO,1440.3,31.0,6.8,3.0,190.0,,,,,110.0,,7.0,,,,2022
RUTU-KITONGO,KANUNGU,RUTUGUNDA,1444.6,26.0,1.55,70.0,140.0,,,,368.0,,,11.0,,100.0,0.0,2022
KYES-NYAMIRAMBI,KANUNGU,KYESHERO,1233.2,41.0,3.8,40.0,,,,,,,,,,120.0,500.0,2022
MUKO-KASHEBEYA,KANUNGU,MUKONO,1387.1,73.0,1.65,40.0,60.0,,,,68.0,90.0,,,,8.0,50.0,2022
RUTU-NKAMBA,KANUNGU,RUTUGUNDA,1457.3,44.0,1.65,30.0,65.0,,,,,,,,,78.0,100.0,2022
KYES-BWERONDE,KANUNGU,KYESHERO,1316.5,67.0,0.3,10.0,12.0,,,,200.0,90.0,,2.0,,10.0,180.0,2022
MUKO-KYUMBUGUCHU,KANUNGU,MUKONO,1400.4,40.0,1.0,10.0,,,,,,,,,,,,2022
RUTU-KATUNGU,KANUNGU,RUTUGUNDA,1566.5,36.0,0.3,60.0,95.0,,,,,,,,,100.0,30.0,2022
MUKO-BUHOMA,KANUNGU,MUKONO,1409.7,36.0,0.9,5.0,,,,,,,,,,150.0,,2022
KYES-NYAKISHOJWA,KANUNGU,KYESHERO,1219.6,43.0,0.8,10.0,100.0,,,,,,,,,80.0,,2022
MUKO-RUBONA,KANUNGU,MUKONO,1628.7,48.0,1.9,100.0,,,,,,,,22.0,,150.0,100.0,2022
RUTU-MABAARE,KANUNGU,RUTUGUNDA,1363.6,47.0,4.8,45.0,60.0,,9.0,,75.0,,,10.0,,240.0,100.0,2022
RUTU-RUTOORO,KANUNGU,RUTUGUNDA,1492.9,38.0,1.0,60.0,,,,,,,,,,120.0,120.0,2022
MUKO-KASHEBEYA,KANUNGU,MUKONO,1409.6,47.0,0.125,30.0,100.0,,10.0,,,,,3.5,,6.0,50.0,2022
RUTU-BUHAMBA,KANUNGU,RUTUGUNDA,1417.8,59.0,2.0,10.0,200.0,,,,70.0,,,,,336.0,80.0,2022
MUKO-BUHOMA,KANUNGU,MUKONO,1451.5,56.0,1.8,5.0,,,250.0,,,,,,80.0,10.0,40.0,2022
KYES-BWERONDE,KANUNGU,KYESHERO,1272.8,48.0,0.4,60.0,,,,,,40.0,,,,,80.0,2022
RUTU-NKAMBA,KANUNGU,RUTUGUNDA,1474.7,64.0,0.9,120.0,45.0,,,,,,,,,96.0,80.0,2022
RUTU-KITONGO,KANUNGU,RUTUGUNDA,1483.5,42.0,2.0,60.0,380.0,,,,,,,,,,,2022
MUKO-MUKONO,KANUNGU,MUKONO,1404.1,54.0,2.75,10.0,65.0,,21.0,,60.0,,,,,240.0,,2022
MUKO-IRAARO,KANUNGU,MUKONO,1510.1,37.0,2.85,240.0,,,0.0,,,,,,,240.0,200.0,2022
RUTU-MABAARE,KANUNGU,RUTUGUNDA,1452.0,31.0,0.15,30.0,120.0,,,,100.0,,,,,200.0,,2022
RUTU-MABAARE,KANUNGU,RUTUGUNDA,1474.2,39.0,0.65,15.0,40.0,,,,45.0,,,,,200.0,,2022
MUKO-RUBONA,KANUNGU,MUKONO,1561.1,24.0,0.8,120.0,,,,,,,,,,250.0,20.0,2022
RUTU-KATUNGU,KANUNGU,RUTUGUNDA,1499.9,34.0,1.4,30.0,,,,,,,,,,300.0,400.0,2022
MUKO-BUHOMA,KANUNGU,MUKONO,1409.8,78.0,1.9,5.0,,,,,,,,,,180.0,,2022
KYES-NYAMIRAMBI,KANUNGU,KYESHERO,1315.3,63.0,4.8,30.0,130.0,,46.0,,,,,7.0,27.0,70.0,400.0,2022
RUTU-NKAMBA,KANUNGU,RUTUGUNDA,1450.1,63.0,0.9,20.0,220.0,,,,,,,,,400.0,100.0,2022
KYES-KAKUREIJO,KANUNGU,KYESHERO,1226.1,45.0,1.0,40.0,,,,,,,,,,,,2022
KYES-BWERONDE,KANUNGU,KYESHERO,1296.5,86.0,4.75,15.0,170.0,,14.0,,380.0,140.0,,8.0,,130.0,160.0,2022
RUTU-MABAARE,KANUNGU,RUTUGUNDA,1410.5,52.0,2.8,60.0,450.0,,12.0,,450.0,,,9.0,,60.0,250.0,2022
RUTU-RUTOOMA,KANUNGU,RUTUGUNDA,1467.7,30.0,1.5,60.0,46.0,,,,,,,,,480.0,,2022
KYES-KASHENYI,KANUNGU,KYESHERO,1632.7,33.0,1.475,60.0,320.0,,,,170.0,,,,,,,2022
RUTU-NKAMBA,KANUNGU,RUTUGUNDA,1483.7,45.0,1.4,2.0,70.0,,,,25.0,,,,,240.0,200.0,2022
