pre_village,GPS-Altitude,hhh_age,Land_size_agriculture,Time_to_collect_Water_for_Household_use_Minutes,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield,cohort
Kyeijanga,1502.7250000000001,45.5,1.3375000000000001,33.5,80.0,,,,50.0,,,,,77.33333333333333,167.66666666666666,2022.0
Kyenjojo_I,1045.025,46.333333333333336,0.90625,30.625,129.75,,,,285.0,110.0,,,,32.53333333333333,170.0,2022.0
Kyenjojo_Ii,1036.675,50.166666666666664,0.6687500000000001,22.208333333333332,101.3529411764706,9.0,100.0,,112.85714285714286,,,,,104.6086956521739,131.75,2022.0
Kyeshero Central,1286.0538461538463,46.38461538461539,1.7644230769230769,37.92307692307692,88.75,,,,400.0,95.0,,,,41.44444444444444,37.166666666666664,2022.0
Kyozi,1162.1633333333334,42.93333333333333,1.7583333333333333,22.833333333333332,111.73913043478261,,2.533333333333333,181.66666666666666,126.07142857142857,149.0,,4.0,83.5,15.0,245.2941176470588,2022.0
Kyumbuguchu,1420.6916666666666,36.416666666666664,0.8954166666666667,25.833333333333332,93.75,,,,,170.0,,3.25,,15.0,2.0,2022.0
Lake_Nakuwa,1053.7323529411765,49.11764705882353,1.4107142857142858,71.08823529411765,86.42857142857143,,49.333333333333336,,253.42857142857142,57.25,,4.5,,16.714285714285715,,2022.0
Mabaare,1442.7333333333333,50.75,1.4566666666666668,26.666666666666668,119.11111111111111,,6.375,,128.57142857142858,360.0,,4.625,,207.0909090909091,110.625,2022.0
Mahasa,1388.7916666666667,53.75,2.2916666666666665,94.16666666666667,208.0,7.0,,,240.83333333333334,,,,,18.0,0.6666666666666666,2022.0
Marashaniro,1612.3083333333334,38.833333333333336,2.3833333333333333,51.25,136.25,,2.0,,55.0,,,3.5,,221.33333333333334,130.55555555555554,2022.0
Mashoho,1877.2916666666667,39.0,0.5666666666666667,38.333333333333336,92.0,9.75,,200.0,,,,8.0,,5.333333333333333,,2022.0
Matiri,1312.6916666666666,38.75,0.3333333333333333,58.75,108.0,,,,86.0,,,6.666666666666667,,31.0,18.333333333333332,2022.0
Mayanga_A,1519.7083333333333,47.0,1.0560416666666665,30.416666666666668,73.0,,,,,,,,,58.55555555555556,136.36363636363637,2022.0
Mayanga_B,0.0,50.916666666666664,0.6158333333333333,52.083333333333336,57.0,,,,,,,,,55.666666666666664,,2022.0
Mayanga_C,1554.1916666666666,45.75,1.0833333333333333,45.0,80.0,,,,,,,,,50.083333333333336,2.0,2022.0
Mayanga_D,1556.3666666666668,58.916666666666664,0.35000000000000003,91.25,180.0,,,,,,,,,40.0,80.0,2022.0
Mboha,1311.7749999999999,49.416666666666664,1.3775000000000002,26.25,53.4,,24.0,,31.25,50.0,,,,3.5,0.0,2022.0
Mikonebiiri_A,1311.3875,42.625,1.1238095238095238,24.791666666666668,108.0,10.0,7.0,,138.33333333333334,,,,,178.45,154.58333333333334,2022.0
Mikonebiiri_B,1324.5,46.233333333333334,1.1116666666666668,31.5,112.48,16.545454545454547,7.5,,120.0909090909091,,,,50.0,78.75,243.75,2022.0
Mizirandu,1345.9666666666667,53.166666666666664,1.6791666666666665,36.25,176.66666666666666,8.0,5.9375,,203.45454545454547,,,10.644444444444444,,21.0,12.833333333333334,2022.0
Mparo A,1323.175,49.333333333333336,1.6541666666666668,46.916666666666664,205.25,15.666666666666666,,,250.41666666666666,,,,,30.454545454545453,18.571428571428573,2022.0
Mparo B,1345.6499999999999,43.5,3.408333333333333,51.666666666666664,163.58333333333334,7.75,8.333333333333334,,86.33333333333333,,,15.181818181818182,,25.7,15.2,2022.0
Mparo C,1315.1166666666666,49.166666666666664,1.2291666666666667,45.833333333333336,81.45454545454545,3.0533333333333332,2.0,,250.0,,,44.0,,15.375,19.333333333333332,2022.0
Mugombwa,1154.6333333333334,52.0,1.4916666666666665,63.125,146.0,6.0,8.625,,221.9,,,5.0,346.6666666666667,81.5,238.30769230769232,2022.0
Muhabura,1352.0727272727272,49.63636363636363,0.2863636363636364,34.09090909090909,103.27272727272727,9.0,,,213.0,,,,,16.6,2.0,2022.0
Mukibungo_Mushanje,2189.7833333333333,42.833333333333336,1.6524999999999999,159.16666666666666,125.75,5.875,,80.0,,,,6.35,,4.5,,2022.0
Mukihita,1990.8708333333334,51.458333333333336,1.655,55.708333333333336,225.0,285.0,,,,,,17.90909090909091,,20.714285714285715,,2022.0
Mukirwa,1957.8583333333333,47.5,1.4083333333333332,30.833333333333332,153.75,23.0,,,,,,4.318181818181818,,32.142857142857146,0.0,2022.0
Mukitagata,1860.3545454545456,45.54545454545455,1.5727272727272728,28.181818181818183,241.36363636363637,,,260.0,,,,100.5,,25.0,,2022.0
Mukitojo,2072.072727272727,47.18181818181818,0.8181818181818182,30.90909090909091,125.625,11.333333333333334,,,,,,2.75,,5.833333333333333,,2022.0
Muko,2220.3083333333334,38.583333333333336,0.5583333333333333,32.916666666666664,66.0,,,,,,,4.1,,6.5,,2022.0
Mukole,1122.9083333333333,50.666666666666664,1.3145833333333334,47.083333333333336,234.375,,3.0,,380.0,,,13.333333333333334,155.0,38.333333333333336,80.0,2022.0
Mukongoro,1538.676923076923,41.53846153846154,1.205769230769231,73.84615384615384,69.5,,2.5,,70.0,55.0,,,,10.0,23.857142857142858,2022.0
Mukono,1062.6583333333333,52.666666666666664,1.9333333333333333,32.333333333333336,44.666666666666664,,21.0,,36.5,,,16.0,,213.33333333333334,277.5,2022.0
Mukwisi,1364.8333333333333,56.0,2.341666666666667,47.083333333333336,202.22222222222223,5.625,,,206.0,,,,75.0,0.0,,2022.0
Mumpalo,1970.7333333333333,55.166666666666664,1.55,18.75,150.72727272727272,10.0,,,,,,8.142857142857142,,26.0,,2022.0
Munyonyi_1,1459.3,42.96666666666667,0.88,37.1,135.72,19.952380952380953,,,314.7647058823529,,28.0,17.333333333333332,115.0,72.9047619047619,117.91666666666667,2022.0
Munyonyi_2A,1332.81,48.266666666666666,1.365,35.5,143.4,7.75,4.0,,130.57692307692307,,,15.0,,126.75862068965517,174.07407407407408,2022.0
Munyonyi_2B,1376.7,45.96666666666667,1.7948275862068965,28.5,105.45454545454545,5.333333333333333,100.0,,109.0,,16.5,,50.0,85.95833333333333,176.0,2022.0
Munyonyi_3,1266.6033333333332,47.36666666666667,0.8866071428571428,34.833333333333336,86.94444444444444,6.666666666666667,,,58.333333333333336,,,6.0,,126.34615384615384,121.66666666666667,2022.0
Munyonyi_4,1331.5791666666667,45.416666666666664,0.982608695652174,42.75,127.3529411764706,8.6,6.0,,55.0,,,4.0,70.0,89.04761904761905,371.5,2022.0
Munyonyi_5,1347.2533333333333,46.8,1.0166666666666666,23.0,135.54545454545453,31.833333333333332,2.25,,314.35714285714283,65.0,,6.0,95.0,89.0,121.5,2022.0
Murago,2208.58,54.7,0.893,25.0,109.85714285714286,,,130.0,,,,3.0833333333333335,,13.6,,2022.0
Murambi,691.775,52.75,0.8333333333333334,36.666666666666664,68.33333333333333,,,,,,,1.875,,69.0909090909091,92.0,2022.0
Murambi_Rurehe,793.625,51.166666666666664,0.8333333333333334,34.583333333333336,101.875,,,,25.0,,,2.3333333333333335,,78.33333333333333,72.5,2022.0
Murandamo,2206.93,59.4,1.423,28.5,123.125,10.5,,,100.0,,,6.5,,7.5,,2022.0
Murandi,1994.2250000000001,47.25,0.93125,47.916666666666664,144.375,2.5,,286.0,,,,15.428571428571429,,10.777777777777779,,2022.0
Murubangye,2134.0545454545454,52.54545454545455,1.1545454545454545,64.0909090909091,120.5,,,75.0,,,,84.2,,19.285714285714285,,2022.0
Murubaya,2038.1499999999999,44.416666666666664,2.0658333333333334,51.666666666666664,182.91666666666666,,,,,,,5.791666666666667,,30.0,,2022.0
Murugarama,2186.2166666666667,50.5,1.1325,52.5,117.33333333333333,13.0,,,,,,6.083333333333333,,8.0,,2022.0
Muruhinga,1966.7272727272727,47.72727272727273,0.6946818181818182,25.181818181818183,148.16666666666666,8.0,,,,,,8.0,,4.75,,2022.0
Mushanje,2193.641666666667,48.75,1.7891666666666666,64.58333333333333,98.5,5.0,,,,66.66666666666667,,6.083333333333333,,5.75,,2022.0
Mushebeya,2035.8083333333334,50.083333333333336,0.39999999999999997,73.75,57.5,9.0,,,,,,3.8333333333333335,,2.4444444444444446,,2022.0
Mushongati,2205.225,60.25,0.6458333333333334,65.83333333333333,60.916666666666664,,,,,22.0,,4.375,,6.666666666666667,,2022.0
Mushunga_Bwanda,1631.2,61.333333333333336,0.975,27.599999999999998,45.25,,4.5,,,,,3.125,,86.66666666666667,58.4,2022.0
Musirwe,2075.5333333333333,47.083333333333336,1.0625,61.25,181.5,,,,,,,5.722222222222222,,17.0,43.333333333333336,2022.0
Mutaaba,2073.65,40.0,0.7524500000000001,35.0,105.75,,,,,,,,,,,2022.0
Muziku,2038.3384615384616,45.23076923076923,0.3423076923076923,78.07692307692308,94.16666666666667,,,,,,,2.5833333333333335,,7.75,,2022.0
Mwefuzo,1980.8454545454545,57.0,1.5409090909090908,26.272727272727273,256.6363636363636,,,,,,,13.0,,20.333333333333332,,2022.0
Mwizinga,1978.0166666666667,50.416666666666664,1.1916666666666667,28.083333333333332,287.0833333333333,17.0,,220.0,,,,,,30.0,,2022.0
Nabweyo,983.0666666666667,38.233333333333334,2.119565217391304,61.96666666666667,65.0,,13.2,,415.6470588235294,143.5,,,140.0,21.0,,2022.0
Nakawa,1028.7549999999999,47.8,1.2964285714285713,34.85,115.0,,,200.0,774.5454545454545,200.0,,,,10.25,,2022.0
Nakisenyi,1028.246875,50.75,1.330769230769231,82.28125,87.0,,24.833333333333332,,250.47619047619048,93.16666666666667,,43.0,41.0,40.833333333333336,,2022.0
Namirembe,1089.7833333333333,39.666666666666664,1.15625,39.583333333333336,,,,,,,,,,20.0,,2022.0
Namugongo A,1155.1583333333333,48.666666666666664,2.0,33.333333333333336,282.5,,,,241.25,,,,,10.0,0.0,2022.0
Namugongo B,1038.3,52.72727272727273,1.481818181818182,31.363636363636363,195.71428571428572,,3.6875,,320.0,,,5.25,166.66666666666666,38.888888888888886,33.333333333333336,2022.0
Namugongo C,1128.6499999999999,48.125,1.1375,62.5,164.75,,3.75,,196.14285714285714,,,2.6,60.75,36.0,125.0,2022.0
Namukoko,1047.9878787878788,47.60606060606061,1.3758064516129032,44.93939393939394,144.5,,4.5,,480.90909090909093,129.25,,11.75,,38.0,,2022.0
Nansohera_A,1037.9941176470588,46.23529411764706,1.0925925925925926,39.588235294117645,116.75,,13.0,,415.7142857142857,146.66666666666666,,8.333333333333334,,62.857142857142854,,2022.0
Nansohera_B,1045.7250000000001,46.166666666666664,1.011764705882353,76.25,34.0,,5.5,,396.0,238.5,,5.0,,57.5,,2022.0
Ncumbi,1311.95,54.833333333333336,1.55,35.0,96.81818181818181,6.58,9.76,,138.85714285714286,,,8.05,58.0,15.5,18.285714285714285,2022.0
Ndeeba_A,1096.5227272727273,44.27272727272727,0.9375,77.95454545454545,147.22222222222223,,,,137.27272727272728,,,3.0,300.0,46.0,31.875,2022.0
Ndeeba_B,1080.081818181818,41.27272727272727,1.1590909090909092,50.31818181818182,161.05,,10.0,,153.1578947368421,350.0,,,,29.416666666666668,34.0,2022.0
Ndeego,1977.8642857142856,40.42857142857143,1.4392857142857143,18.214285714285715,95.36363636363636,6.8125,,,,,,4.722222222222222,,,,2022.0
Ngasiire,2368.169230769231,48.0,1.1215384615384616,133.84615384615384,186.76923076923077,10.5,,,,,,5.8076923076923075,,12.666666666666666,,2022.0
Nkamba,1429.4299999999998,49.3,1.48525,36.2,71.9,,4.75,,41.0,,,4.666666666666667,,144.4,154.0,2022.0
Nkwenda,1482.4083333333335,43.916666666666664,4.098333333333334,30.416666666666668,91.5,,30.0,,58.333333333333336,80.0,,19.8,55.0,2.0,,2022.0
Ntaraga,1209.878846153846,46.69230769230769,0.6641025641025641,70.25641025641026,296.97727272727275,,,,353.3333333333333,,,,,,,2022.0
Ntungamo_Rurehe,1684.3466666666668,48.93333333333333,1.26,57.333333333333336,23.166666666666668,,,,,,,2.0,,78.33333333333333,53.6,2022.0
Nyabirehe_Kihembe,1117.6599999999999,49.63333333333333,1.4275862068965517,30.966666666666665,95.27586206896552,,2.0,83.0,91.25,180.0,,5.666666666666667,92.4,12.5,104.54545454545455,2022.0
Nyabubare_I,1097.8466666666668,50.3,1.3839285714285714,35.666666666666664,136.0,3.6,3.8333333333333335,,72.5,,,3.0,230.0,163.86206896551724,204.28571428571428,2022.0
Nyabubare_Ii,1087.23,50.4,1.02,47.333333333333336,102.19047619047619,,7.5,,70.0,,,13.0,179.66666666666666,94.12,705.5263157894736,2022.0
Nyabutembe,1666.1333333333332,57.083333333333336,1.8125,25.666666666666668,85.375,,,,,,,,,50.416666666666664,58.5,2022.0
Nyabwegyereka  B,1135.5416666666667,52.333333333333336,1.1608333333333334,39.166666666666664,226.33333333333334,,7.25,,250.0,,,5.2,131.25,40.0,37.57142857142857,2022.0
Nyabwegyereka_A,1173.94,51.7,1.6125,62.5,261.6666666666667,,,,,,,,,,152.0,2022.0
Nyabwenga,1309.0583333333334,44.333333333333336,0.3,32.916666666666664,169.0,7.55,,,277.5,,,,48.75,20.0,15.166666666666666,2022.0
Nyakabingo_A,1197.7181818181818,53.0,1.1136363636363635,44.54545454545455,313.2857142857143,,,,145.0,,,,,17.5,0.0,2022.0
Nyakabingo_B,1173.3583333333333,53.666666666666664,2.2083333333333335,47.916666666666664,250.8,7.0,30.0,,233.16666666666666,,,,135.0,55.166666666666664,0.0,2022.0
Nyakabungo_Kashasha,2109.525,53.916666666666664,0.9858333333333333,20.416666666666668,95.25,9.0,,,,83.0,,5.318181818181818,,7.0,,2022.0
Nyakagongo,1413.65,61.9,1.25,32.5,206.5,4.8,10.15,,219.66666666666666,,,,,10.333333333333334,10.5,2022.0
Nyakagorogoro,1987.2333333333333,51.583333333333336,0.9991666666666666,59.166666666666664,100.9090909090909,7.0,,,,,,5.0,,4.333333333333333,,2022.0
Nyakagyera,1179.0916666666665,48.708333333333336,1.4375,47.916666666666664,102.55,12.0,7.25,,44.0,60.0,,,56.25,61.0,112.0,2022.0
Nyakagyera_Iraramira,612.3249999999999,44.0,1.4008333333333332,57.333333333333336,71.6,,,,,,,2.0,,,,2022.0
Nyakahama,1306.3166666666666,47.083333333333336,2.0,50.0,103.71428571428571,,,,161.25,,,,,40.0,21.5,2022.0
Nyakaina,1146.625,43.583333333333336,0.5625,41.0,172.5,2.5,,,97.85714285714286,,,,,44.0,50.0,2022.0
Nyakanengo,842.8416666666667,49.833333333333336,0.75,51.25,110.3,,,,36.666666666666664,,,5.1,,38.18181818181818,81.42857142857143,2022.0
Nyakanengo_Kakari,1004.2444444444445,48.111111111111114,1.3583333333333334,28.88888888888889,158.1818181818182,,,,109.0,,,,,139.55555555555554,117.14285714285714,2022.0
Nyakarambi_I,1014.5684210526315,43.63157894736842,1.151388888888889,25.526315789473685,136.07692307692307,,2.0,,81.42857142857143,,,,,129.2941176470588,120.0,2022.0
Nyakarambi_Ii,1016.088888888889,47.074074074074076,1.2055555555555555,38.333333333333336,131.42857142857142,14.0,4.5,,67.28571428571429,,,,,77.8125,268.3333333333333,2022.0
Nyakasharara_Kihembe,1122.7066666666665,47.86666666666667,2.36551724137931,26.966666666666665,99.875,,8.555555555555555,,138.57142857142858,80.0,,,88.18181818181819,35.0,269.51851851851853,2022.0
Nyakashema_A,1158.1083333333333,36.75,1.2458333333333333,27.5,258.3333333333333,,,,,,,,,50.0,102.5,2022.0
Nyakashema_B,1174.375,53.333333333333336,1.3229166666666667,32.916666666666664,238.0,8.0,5.5,,352.5,,,7.0,,33.75,66.66666666666667,2022.0
Nyakasozi B,1181.9916666666666,52.083333333333336,2.2395833333333335,58.333333333333336,,,,,,,,,,,52.0,2022.0
Nyakatookye,1804.5833333333333,50.666666666666664,1.53125,71.91666666666667,76.875,,,,30.0,,,3.0,,72.5,51.875,2022.0
Nyakatooma_A,1011.1999999999999,48.333333333333336,1.0416666666666667,47.5,62.77777777777778,,,,,,,2.75,,38.285714285714285,5.833333333333333,2022.0
Nyakatooma_B,843.8153846153847,61.46153846153846,1.2523076923076923,48.46153846153846,127.77777777777777,,,,,80.0,,2.0,,50.833333333333336,91.0,2022.0
Nyakeina,1402.4416666666666,46.083333333333336,1.6416666666666666,57.083333333333336,41.0,,19.0,,58.166666666666664,49.5,,,,30.0,,2022.0
Nyakinengo,1687.3833333333332,46.25,1.25,35.0,177.5,,,,,115.0,,,,38.583333333333336,45.0,2022.0
Nyakishenyi,1959.69,44.7,0.889475,55.5,262.1111111111111,,,110.0,,,,8.75,,5.0,,2022.0
Nyakishojwa,1220.35,48.5,0.6816666666666666,51.25,64.28571428571429,,,30.0,,72.5,,9.0,23.0,31.428571428571427,60.5,2022.0
Nyamabare_Ikumba,2117.6846153846154,42.46153846153846,0.7686923076923077,83.07692307692308,92.27272727272727,6.0,,,,,,19.428571428571427,,9.0,,2022.0
Nyamatembe_Kacerere,2149.2083333333335,40.083333333333336,0.7873333333333333,21.25,152.33333333333334,3.0,,,,,,4.05,,12.5,20.0,2022.0
Nyameka,1157.375,44.333333333333336,1.0645833333333334,55.208333333333336,142.6,4.875,,,103.75,,,,170.0,145.83333333333334,166.95652173913044,2022.0
Nyamicucu_Mugyera,2333.0499999999997,59.666666666666664,0.8491666666666666,165.0,81.75,4.0,,120.0,,,,4.7,,7.0,,2022.0
Nyamirama_Rugarama,1095.4583333333333,47.75,1.3695652173913044,30.541666666666668,96.17647058823529,,27.125,,25.0,,,,280.0,45.0,213.33333333333334,2022.0
Nyamirambi,1307.1083333333333,46.75,1.7333333333333334,48.75,107.5,,30.0,,,,,13.0,17.5,62.4,212.85714285714286,2022.0
Nyamirima,1303.175,50.25,0.8958333333333334,48.75,113.36363636363636,25.0,7.8,,135.66666666666666,,,10.0,,12.0,,2022.0
Nyamitanga,773.9250000000001,43.75,3.7458333333333336,35.0,246.0,6.0,4.0,,82.0,110.0,,7.0,123.33333333333333,110.0,37.5,2022.0
Nyandongo_1A,1274.5125,41.166666666666664,0.6791666666666667,49.375,127.86666666666666,21.7,1.5,,138.83333333333334,,,4.0,60.0,78.4,58.0,2022.0
Nyandongo_1B,1307.8958333333333,47.5,1.0166666666666666,68.75,76.84210526315789,11.0,,,79.0,,,,,53.55555555555556,22.5,2022.0
Nyandongo_2,1273.1625000000001,46.083333333333336,0.84375,32.5,124.5625,13.25,4.25,,391.1111111111111,,,2.0,,77.35,167.5,2022.0
Nyandongo_3,1350.575,48.25,1.0208333333333333,54.458333333333336,122.22222222222223,14.428571428571429,,,177.33333333333334,,,,,145.91304347826087,150.0,2022.0
Nyarubambi_2,2060.0333333333333,48.5,2.0625,34.166666666666664,220.9090909090909,6.625,,151.66666666666666,,,,7.3,,29.0,,2022.0
Nyarubare,0.0,51.666666666666664,0.8770833333333333,25.416666666666668,156.66666666666666,,,,107.5,,,,60.0,48.57142857142857,132.5,2022.0
Nyarugaragara,1984.25,47.416666666666664,1.6666666666666667,51.666666666666664,188.33333333333334,10.5,,,,,,4.818181818181818,,8.333333333333334,,2022.0
Nyaruhanga,1103.4333333333334,47.666666666666664,1.3158333333333334,61.666666666666664,106.66666666666667,,3.6666666666666665,,110.0,,,3.6666666666666665,105.0,28.181818181818183,58.0,2022.0
Nyaruhanga_Kakari,992.885,51.95,1.01,19.65,143.6153846153846,10.5,,,225.0,,,,70.0,173.875,130.0,2022.0
Nyaruhita,1662.3416666666665,58.583333333333336,0.935,55.25,72.25,,,,,,,,,82.0,73.33333333333333,2022.0
Nyarurambi_1,2140.233333333333,52.5,1.1608333333333334,27.833333333333332,151.875,,,,,,,3.9285714285714284,,3.8,,2022.0
Nyarushija,2036.9666666666665,47.166666666666664,2.0733333333333333,24.166666666666668,208.08333333333334,9.2,,,,,,7.25,,8.25,,2022.0
Nyarutuntu,727.1750000000001,44.416666666666664,0.35916666666666663,61.25,34.8,,,,33.0,,,5.0,,60.0,45.666666666666664,2022.0
Nyaruzigati,1343.7250000000001,58.416666666666664,2.0908333333333333,42.083333333333336,186.58333333333334,13.5625,51.388888888888886,,233.63636363636363,,,7.279999999999999,47.5,25.818181818181817,34.8,2022.0
Nyaruzinga_A,898.4666666666667,38.25,0.7416666666666667,50.416666666666664,52.833333333333336,,,,,,,1.6666666666666667,20.0,16.333333333333332,70.0,2022.0
Nyaruzinga_B,1525.1916666666666,53.916666666666664,2.8766625,45.833333333333336,76.55555555555556,,,,,,,,,71.9090909090909,117.33333333333333,2022.0
Nyaruzinga_C,1495.3,53.416666666666664,3.0625,37.083333333333336,215.0,,,,,,,,,48.666666666666664,94.9,2022.0
Nyolo,1042.3272727272729,42.515151515151516,1.706551724137931,62.86363636363637,39.416666666666664,,42.833333333333336,80.0,171.75,115.0,,48.375,,22.181818181818183,,2022.0
Omububare,1402.25,47.666666666666664,0.9583333333333334,27.916666666666668,61.875,,3.0,,,,,1.4,,39.375,18.0,2022.0
Omukajagiro,1764.7250000000001,46.166666666666664,0.7908125,37.916666666666664,131.2,,,,75.0,,15.0,,,84.22222222222223,75.0,2022.0
Omumwino,1710.2749999999999,52.5,1.308125,46.666666666666664,62.0,,,,,,,,,65.0,52.5,2022.0
Omwibare,1680.0,49.583333333333336,0.9291666666666667,51.666666666666664,96.83333333333333,,3.75,,79.5,,,7.625,,69.58333333333333,61.0,2022.0
Quarters_A,2015.7083333333333,48.666666666666664,1.529,54.333333333333336,270.45454545454544,15.0,,,,,,15.875,,13.0,,2022.0
Quarters_B,2023.7599999999998,57.7,1.129,42.0,181.7,13.0,,,,,,5.1,,,,2022.0
Rubanga,1648.925,60.5,1.4316666666666666,41.25,90.0,,,,,,,,,,100.0,2022.0
Rubirizi,0.0,49.666666666666664,1.0816666666666668,59.166666666666664,62.0,,,,100.0,72.5,,,,58.0,,2022.0
Rubona,1567.8333333333333,38.833333333333336,1.8083333333333333,123.75,,,,,,,,18.5,,137.85714285714286,264.44444444444446,2022.0
Rugarama,1178.7133333333334,49.1,1.6189285714285713,25.866666666666667,104.68181818181819,,7.222222222222222,130.0,108.84615384615384,,,,78.85714285714286,30.0,189.0909090909091,2022.0
Rugarama_I,991.0291666666667,43.0,1.16875,24.375,123.92857142857143,,,105.0,443.6666666666667,,,,,94.77272727272727,65.0,2022.0
Rugarama_Rurehe,1261.6708333333333,48.541666666666664,0.8937499999999999,59.166666666666664,51.31578947368421,27.0,1.4,,15.0,,,8.375,56.5,43.57142857142857,39.75,2022.0
Rugarrama_Ii,1030.9125,48.375,0.8333333333333334,47.5,104.5909090909091,8.75,22.0,,235.71428571428572,37.5,,9.625,117.0,62.30769230769231,114.28571428571429,2022.0
Rugorogoro,1282.3500000000001,54.583333333333336,2.064583333333333,42.083333333333336,63.0,,5.0,,35.0,,,9.6,,61.083333333333336,95.55555555555556,2022.0
Ruhunga,1039.6464285714285,39.357142857142854,1.059090909090909,61.607142857142854,90.0,,6.5,,412.5,85.0,,9.5,,47.5,200.0,2022.0
Ruhungu,2033.6727272727273,44.18181818181818,0.5727272727272728,63.63636363636363,103.75,,,,,,,5.25,,14.4,0.5,2022.0
Rukarara,1095.6999999999998,41.38709677419355,1.5183333333333333,32.29032258064516,110.74074074074075,,3.0,176.0,96.22222222222223,121.33333333333333,,13.5,57.714285714285715,20.25,124.44444444444444,2022.0
Rukore_Kagunga,2137.2083333333335,46.0,0.7229166666666668,102.5,157.27272727272728,17.0,,323.3333333333333,50.0,,,5.833333333333333,,7.7,,2022.0
Rumbugu_A,1644.1583333333335,54.916666666666664,1.0374999999999999,68.33333333333333,137.5,,,,103.0,,,21.5,,87.5,51.25,2022.0
Rumbugu_B,1634.0249999999999,52.166666666666664,0.94,44.166666666666664,93.45454545454545,,3.2,,,105.0,,4.045454545454546,,53.333333333333336,130.0,2022.0
Runyinya_A,645.5916666666667,49.5,1.6812500000000001,43.75,110.0,,2.7,,120.0,,,4.9375,,55.166666666666664,107.91666666666667,2022.0
Runyinya_B,1556.9333333333334,55.166666666666664,1.5233333333333334,75.66666666666667,101.66666666666667,,,,,,,,,35.0,,2022.0
Rushayu,2434.9307692307693,38.07692307692308,0.6698461538461539,159.69230769230768,77.22222222222223,7.8999999999999995,,,,,,9.0,,6.0,,2022.0
Rusheeshe,1671.4363636363635,45.90909090909091,0.7881818181818182,21.454545454545453,74.44444444444444,,2.0,,54.333333333333336,125.0,,4.2,,126.66666666666667,162.0,2022.0
Rusheregyeyi_A,1535.625,52.666666666666664,1.325,95.0,119.6,,2.0,,,,,7.0,300.0,77.5,94.58333333333333,2022.0
Rusheregyeyi_B,1547.6000000000001,44.833333333333336,1.7916666666666667,73.75,107.85714285714286,,3.0,,,,,2.0,300.0,55.625,118.0,2022.0
Rusongora,911.8166666666666,57.666666666666664,1.3083333333333333,57.5,188.0,5.0,,,249.0,,,,,22.4,4.0,2022.0
Rusoro,1059.11,45.93333333333333,1.4293103448275863,48.0,116.0909090909091,12.0,3.5,,128.33333333333334,76.5,,,76.25,146.15384615384616,192.15384615384616,2022.0
Rutengyengyere,2212.75,45.833333333333336,1.2583333333333333,32.083333333333336,164.9,9.333333333333334,,,,,,7.0,,36.0,,2022.0
Rutondo,1046.0,46.583333333333336,1.4739583333333333,49.375,135.47619047619048,30.0,2.0,,642.5,,,,97.33333333333333,158.94117647058823,276.9230769230769,2022.0
Rutooma,1288.6823717948719,48.42628205128205,1.9158333333333333,43.84615384615385,161.06666666666666,,4.714285714285714,,304.44444444444446,75.0,,5.428571428571429,,94.07407407407408,54.44444444444444,2022.0
Rutooma_A,1360.5916666666667,50.833333333333336,1.4783333333333333,42.5,47.57142857142857,,2.3333333333333335,,,,,2.1666666666666665,,,20.0,2022.0
Rutooma_B_Rurehe,1581.925,56.833333333333336,1.825,28.5,137.66666666666666,,,,,,,,,55.0,67.42857142857143,2022.0
Rutooma_C,1430.5666666666666,49.333333333333336,1.1041666666666667,35.416666666666664,54.44444444444444,,,,,,,1.75,,48.75,40.4,2022.0
Rutooma_Kacerere,2120.4500000000003,51.583333333333336,1.09625,33.25,165.0,7.25,,,,,,19.0,,12.833333333333334,0.0,2022.0
Rutooro,1486.1833333333334,47.833333333333336,0.98,35.666666666666664,48.166666666666664,,2.0,,60.0,,,4.0,,179.33333333333334,74.4,2022.0
Rwabahundane,2213.3333333333335,52.666666666666664,0.5283333333333333,91.33333333333333,191.63636363636363,25.75,,,160.0,,,5.0,,8.0,,2022.0
Rwabituju,1052.7166666666667,39.75,1.3229166666666667,100.83333333333333,86.57142857142857,,,,38.5,,,,,0.0,0.0,2022.0
Rwaburegyera,2020.3166666666666,41.0,0.46249999999999997,50.416666666666664,126.0,,,,,,,4.7,,7.7272727272727275,,2022.0
Rwakaroro,2034.0583333333334,54.5,1.7625,32.5,111.44444444444444,,,140.0,,,,3.3,,9.833333333333334,,2022.0
Rwakituurwa,0.0,48.5,2.2729166666666667,37.5,77.9,,10.666666666666666,,62.2,,,10.1,,44.25,115.55555555555556,2022.0
Rwamahingura,1669.5333333333335,56.333333333333336,1.0708333333333333,19.583333333333332,135.83333333333334,,,,,,,4.75,,23.333333333333332,,2022.0
Rwamugomera,1289.4333333333334,47.166666666666664,0.9791666666666666,85.0,119.83333333333333,11.0,8.666666666666666,,158.41666666666666,,,13.022222222222222,,33.18181818181818,25.571428571428573,2022.0
Rwamureera,1270.0083333333334,59.0,1.5416666666666667,37.666666666666664,84.75,,,,,,,,,48.25,67.57142857142857,2022.0
Rwamusharira,582.6,49.833333333333336,0.9016666666666667,39.833333333333336,97.25,,,,,,,,,95.0,,2022.0
