garlic_kgs_organic_pesticides,ginger_kgs_organic_pesticides,plastic_tanks_120_ltrs_liquid_manure,sacks_liquid_manure,hoes_tools,spades_tools,pick_axes_tools,forked_hoes_tools,pangas_tools,wheelbarrows_tools,trowels_tools,watering_cans_tools,spray_pumps_tools,Beans_seeds,Maize_seeds,Soyabean_seeds,Gnuts_seeds,Irish Potatoes_seeds,GPS-Altitude,Land_size_agriculture,Time_to_collect_Water_for_Household_use_Minutes,Beans_total_yield,Cassava_total_yield,Maize_total_yield,Sweet_potatoes_total_yield,Food_banana_total_yield,Coffee_total_yield
0.363128492,0.363128492,0.067039106,0.07394684739244604,0.118186653,0.118186653,0.118186653,0.118186653,0.118186653,0.022346369,0.0,0.118186653,0.0,4.0,4.0,0.0,0.0,0.0,1905.55,1.3455,88.33333333333333,153.11111111111111,0.0,0.0,7.857142857142857,23.33333333333333,0.0
0.038461538,0.038461538,0.038461538,0.038461538,0.288461538,0.192307692,0.096153846,0.096153846,0.096153846,0.019230769,0.0,0.288461538,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.048192771,0.048192771,0.183326968,0.183326968,0.183326968,0.183326968,0.0,0.024096386,0.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,1864.7666666666669,1.0560416666666663,86.5,151.375,0.0,70.0,7.0,78.33333333333333,70.0
0.5,0.5,0.039215686,0.039215686,0.224719101,0.187265918,0.0,0.0,0.039215686,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,883.6083333333332,0.6458333333333334,35.0,123.5,0.0,90.0,0.0,61.36363636363637,50.0
0.0,0.0,0.028985507,0.028985507,0.098456956,0.098456956,0.098456956,0.098456956,0.098456956,0.028985507,0.098456956,0.0,0.0,3.0,0.0,3.0,3.0,0.0,1526.5166666666669,1.3458333333333332,48.333333333333336,135.0,3.75,60.0,15.0,114.71428571428572,30.0
0.0,0.0,0.076923077,0.076923077,0.177865613,0.177865613,0.118577075,0.158102767,0.0,0.0,0.0,0.192307692,0.115384615,4.0,2.0,0.0,4.0,0.0,1346.5,1.4541666666666666,39.583333333333336,47.7,4.0,365.0,3.25,116.44444444444444,87.77777777777777
0.5,0.5,0.063492063,0.063492063,0.224719101,0.187265918,0.0,0.0,0.063492063,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,1458.9583333333333,0.8541666666666666,25.83333333333333,129.75,0.0,7.0,2.0,49.0,44.0
0.359375,0.359375,0.0625,0.125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,3.0,3.0,3.0,3.0,0.0,1055.2821428571428,1.608,88.42857142857143,61.25,42.0,322.0,4.363663261689577,11.444444444444445,0.0
0.358974359,0.358974359,0.102564103,0.07394684739244604,0.051282051,0.051282051,0.051282051,0.051282051,0.051282051,0.051282051,0.051282051,0.051282051,0.102564103,3.0,3.0,0.0,0.0,0.0,2137.208333333333,0.7229166666666668,102.5,157.27272727272728,0.0,50.0,5.833333333333333,7.7,0.0
0.341614907,0.341614907,0.02484472,0.02484472,0.095423158,0.095423158,0.095423158,0.095423158,0.095423158,0.02484472,0.099378882,0.099378882,0.02484472,4.0,3.0,0.0,4.0,0.0,1299.6363636363635,1.6054545454545457,42.72727272727273,400.7142857142857,10.0,1300.0,0.0,26.666666666666668,5.0
0.357142857,0.357142857,0.131868132,0.07394684739244604,0.116238521,0.116238521,0.116238521,0.116238521,0.116238521,0.043956044,0.0,0.116238521,0.0,4.0,4.0,0.0,0.0,0.0,2007.9,0.1958333333333333,78.08333333333333,141.75,0.0,0.0,4.363663261689577,40.0,0.0
0.2042780748,0.2042780748,0.041472071,0.0457501457999999,0.222826087,0.176042461,0.0919388468,0.1172553024,0.0124031008,0.0269375857999999,0.0,0.2793392719999999,0.0314388756,3.4,0.0,0.0,3.5,0.0,1259.9875000000002,1.6906249999999998,37.5,105.0,0.0,0.0,8.0,135.71428571428572,30.0
0.0,0.0,0.028571429,0.057142857,0.167064439,0.119331742,0.119331742,0.119331742,0.0,0.028571429,0.0,0.190930788,0.0,4.0,0.0,2.0,4.0,0.0,1410.475,1.2083333333333333,44.0,50.90909090909091,1.0,0.0,1.7,36.0,1.8
0.363636364,0.363636364,0.072727273,0.07394684739244604,0.072727273,0.036363636,0.036363636,0.036363636,0.036363636,0.036363636,0.036363636,0.036363636,0.072727273,3.0,3.0,0.0,0.0,0.0,2095.2727272727275,1.554545454545455,75.0,92.54545454545456,0.0,0.0,6.0,6.6,0.0
0.5,0.5,0.021052632,0.042105263,0.168954593,0.168954593,0.168954593,0.168954593,0.105596621,0.042105263,0.0,0.168421053,0.042105263,4.0,0.0,3.0,3.0,0.0,606.2727272727273,0.8863636363636364,39.09090909090909,68.75,3.5,0.0,3.0,0.0,4.8
0.357894737,0.357894737,0.084210526,0.168421053,0.063157895,0.042105263,0.042105263,0.042105263,0.063157895,0.042105263,0.084210526,0.042105263,0.063157895,3.0,3.0,3.0,0.0,0.0,1042.6541666666667,0.6547619047619048,51.5,68.8,7.25,394.8421052631579,3.8333333333333335,11.625,160.0
0.357798165,0.357798165,0.036697248,0.073394495,0.128440367,0.110091743,0.091743119,0.110091743,0.165137615,0.055045872,0.036697248,0.146788991,0.055045872,4.0,4.0,4.0,4.0,0.0,1459.3,0.88,37.1,135.72,0.0,314.7647058823529,17.333333333333332,72.9047619047619,117.91666666666669
0.353658537,0.353658537,0.048780488,0.097560976,0.036585366,0.036585366,0.036585366,0.036585366,0.036585366,0.024390244,0.036585366,0.048780488,0.024390244,3.0,3.0,0.0,3.0,0.0,1288.682371794872,1.9158333333333333,43.84615384615385,161.06666666666666,4.714285714285714,304.44444444444446,5.428571428571429,94.07407407407408,54.44444444444444
0.361702128,0.361702128,0.085106383,0.170212766,0.085106383,0.042553191,0.021276596,0.021276596,0.042553191,0.021276596,0.042553191,0.042553191,0.021276596,3.0,3.0,3.0,0.0,0.0,1039.6464285714285,1.059090909090909,61.60714285714285,90.0,6.5,412.5,9.5,47.5,200.0
0.339622642,0.339622642,0.150943396,0.07394684739244604,0.037735849,0.037735849,0.037735849,0.037735849,0.037735849,0.075471698,0.037735849,0.037735849,0.075471698,3.0,3.0,0.0,0.0,0.0,2034.925,1.60625,40.0,189.0,0.0,0.0,10.333333333333334,20.0,0.0
0.25,0.25,0.0579072755,0.0579072755,0.2402467355,0.181767203,0.147520628,0.147520628,0.0392156865,0.048561481,0.0,0.2742412035,0.0588235295,3.0,0.0,3.0,3.0,0.0,1824.6333333333332,0.925,22.58333333333333,0.0,0.0,0.0,4.363663261689577,36.27272727272727,0.0
0.710743802,0.710743802,0.066115702,0.132231405,0.115702479,0.115702479,0.099173554,0.099173554,0.099173554,0.082644628,0.099173554,0.132231405,0.033057851,4.0,4.0,4.0,0.0,0.0,1010.7041666666668,1.1434782608695653,15.041666666666666,234.11764705882356,7.0,199.0,0.0,223.25,218.57142857142856
0.363636364,0.363636364,0.036363636,0.036363636,0.054545455,0.036363636,0.018181818,0.018181818,0.036363636,0.036363636,0.0,0.036363636,0.036363636,3.0,3.0,3.0,3.0,0.0,1680.0,0.9291666666666668,51.66666666666666,96.83333333333331,3.75,79.5,7.625,69.58333333333333,61.0
0.037735849,0.037735849,0.0734501345,0.0734501345,0.4063065389999999,0.3119669165,0.1833807184999999,0.1833807184999999,0.0943396225,0.0367250675,0.0,0.4200051695,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.6575,32.5,104.125,3.0,0.0,7.285714285714286,61.3,4.0
0.0,0.0,0.069364162,0.07394684739244604,0.098142252,0.098142252,0.098142252,0.098142252,0.098142252,0.023121387,0.0,0.098142252,0.0,3.0,3.0,0.0,0.0,0.0,2394.3250000000003,0.9479166666666666,280.8333333333333,180.375,0.0,0.0,4.363663261689577,10.0,0.0
0.358695652,0.358695652,0.043478261,0.086956522,0.130434783,0.108695652,0.086956522,0.108695652,0.163043478,0.065217391,0.032608696,0.152173913,0.065217391,4.0,4.0,4.0,4.0,0.0,1311.3875,1.1238095238095238,24.791666666666668,108.0,7.0,138.33333333333334,0.0,178.45,154.58333333333334
0.3574938574999999,0.3574938574999999,0.0674310675,0.188916189,0.0522795525,0.0306852305,0.0306852305,0.0306852305,0.0306852305,0.0472290469999999,0.012121212,0.044198744,0.0472290469999999,3.0,3.0,3.0,3.0,0.0,1179.0916666666665,1.4375,47.91666666666666,102.55,7.25,44.0,0.0,61.0,112.0
0.009009009,0.009009009,0.054054054,0.054054054,0.221975583,0.144144144,0.09009009,0.0,0.09009009,0.036036036,0.0,0.177580466,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.031746032,0.031746032,0.10124575,0.10124575,0.10124575,0.10124575,0.0,0.015873016,0.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,1047.6888888888889,2.572222222222222,69.44444444444444,139.83333333333334,0.0,91.0,11.0,145.5,220.0
0.358381503,0.358381503,0.046242775,0.092485549,0.069364162,0.069364162,0.069364162,0.057803468,0.057803468,0.046242775,0.034682081,0.069364162,0.023121387,4.0,4.0,0.0,4.0,0.0,1123.05,2.035,34.833333333333336,95.55172413793105,6.181818181818182,110.9090909090909,7.666666666666667,27.818181818181817,230.74074074074076
0.024691358,0.024691358,0.049382716,0.074074074,0.225776105,0.225776105,0.112888053,0.112888053,0.0,0.024691358,0.0,0.271604938,0.074074074,4.0,0.0,0.0,4.0,0.0,1580.4,1.2950000000000002,48.5,83.75,11.0,0.0,0.0,177.0,50.0
0.350515464,0.350515464,0.041237113,0.082474227,0.072164948,0.041237113,0.041237113,0.030927835,0.041237113,0.041237113,0.030927835,0.051546392,0.041237113,3.0,3.0,3.0,3.0,0.0,1042.3272727272729,1.706551724137931,62.86363636363637,39.41666666666666,42.833333333333336,171.75,4.363663261689577,22.181818181818183,0.0
0.364197531,0.364197531,0.049382716,0.049382716,0.112431432,0.112431432,0.112431432,0.112431432,0.112431432,0.049382716,0.0,0.12345679,0.049382716,3.0,2.0,0.0,3.0,0.0,922.0,2.230555555555556,36.11111111111112,85.75,2.5,0.0,6.833333333333333,58.333333333333336,47.0
0.354166667,0.354166667,0.0625,0.166666667,0.0625,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.020833333,0.041666667,3.0,3.0,0.0,0.0,0.0,1995.22,0.845,24.0,75.3,0.0,0.0,13.375,17.88888888888889,0.0
0.25,0.25,0.050632911,0.050632911,0.185430464,0.185430464,0.185430464,0.185430464,0.0,0.0,0.0,0.17721519,0.050632911,5.0,4.0,0.0,5.0,0.0,1388.4545454545455,2.161363636363636,22.0,274.375,11.0,1300.0,0.0,24.0,5.0
0.35483871,0.35483871,0.129032258,0.07394684739244604,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.064516129,0.032258065,0.032258065,0.064516129,3.0,3.0,0.0,0.0,0.0,1964.5083333333328,1.3666666666666665,27.166666666666668,150.9090909090909,0.0,0.0,4.35,9.5,0.0
0.358208955,0.358208955,0.059701493,0.23880597,0.059701493,0.029850746,0.029850746,0.029850746,0.029850746,0.029850746,0.029850746,0.029850746,0.059701493,3.0,3.0,0.0,0.0,0.0,2015.4166666666667,2.0166666666666666,58.75,172.83333333333334,0.0,0.0,4.95,3.0,0.0
0.366666667,0.366666667,0.066666667,0.07394684739244604,0.066666667,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.066666667,3.0,3.0,0.0,0.0,0.0,2073.65,0.7524500000000001,35.0,105.75,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.039215686,0.078431373,0.143626571,0.143626571,0.143626571,0.143626571,0.0,0.039215686,0.0,0.170556553,0.0,4.0,2.0,0.0,4.0,0.0,571.1500000000001,0.9791666666666666,62.5,81.66666666666667,0.0,0.0,2.0,42.5,147.14285714285714
0.02739726,0.02739726,0.054794521,0.082191781,0.225776105,0.225776105,0.112888053,0.112888053,0.0,0.02739726,0.0,0.273972603,0.082191781,4.0,0.0,0.0,4.0,0.0,1488.5,1.96875,17.5,90.75,0.0,77.5,5.375,235.7142857142857,23.25
0.0,0.0,0.0,0.0,0.140350877,0.140350877,0.140350877,0.140350877,0.0,0.029850746,0.0,0.187134503,0.029850746,4.0,0.0,4.0,3.0,0.0,1597.2166666666665,1.06183125,64.16666666666667,97.875,0.0,0.0,3.0,84.22222222222223,67.5
0.008403361,0.008403361,0.050420168,0.050420168,0.221975583,0.13318535,0.084033613,0.0,0.084033613,0.033613445,0.0,0.168067227,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.361538462,0.361538462,0.030769231,0.061538462,0.069230769,0.069230769,0.069230769,0.053846154,0.053846154,0.030769231,0.038461538,0.069230769,0.015384615,4.0,4.0,0.0,4.0,0.0,1103.2,1.4017241379310343,26.766666666666666,119.0,11.22222222222222,116.4,4.363663261689577,28.33333333333333,188.07142857142856
0.354679803,0.354679803,0.039408867,0.078817734,0.02955665,0.02955665,0.02955665,0.02955665,0.02955665,0.019704433,0.02955665,0.039408867,0.019704433,3.0,3.0,0.0,0.0,0.0,2087.7583333333337,1.7208333333333332,44.16666666666666,186.58333333333331,0.0,0.0,5.375,29.0,0.0
0.0,0.0,0.051282051,0.051282051,0.248281977,0.248281977,0.248281977,0.248281977,0.0,0.025641026,0.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,1845.3583333333331,1.8316666666666668,62.5,159.22222222222223,3.0,97.25,9.5,91.25,100.0
0.351351351,0.351351351,0.054054054,0.108108108,0.108108108,0.094594595,0.121621622,0.121621622,0.094594595,0.027027027,0.0,0.108108108,0.135135135,3.0,3.0,3.0,3.0,0.0,1273.1625,0.84375,32.5,124.5625,4.25,391.1111111111111,2.0,77.35,167.5
0.367816092,0.367816092,0.091954023,0.183908046,0.045977011,0.045977011,0.045977011,0.045977011,0.045977011,0.045977011,0.091954023,0.045977011,0.068965517,3.0,3.0,3.0,0.0,0.0,1047.9878787878788,1.3758064516129032,44.93939393939394,144.5,4.5,480.9090909090909,11.75,38.0,0.0
0.25,0.25,0.052631579,0.052631579,0.172711572,0.172711572,0.172711572,0.172711572,0.0,0.0,0.0,0.236842105,0.052631579,4.0,3.0,0.0,3.0,0.0,1413.7272727272727,1.0909090909090908,22.727272727272727,216.625,11.0,1300.0,0.0,64.66666666666667,86.25
