pre_village,Agriculture Value (USD),pre_district
Kagorogoro,290.4054054054054,Rukungiri
Kagorogoro,256.0810810810811,Rukungiri
Nyakatokye,908.1081081081081,Rukungiri
Rwemirongo,1668.918918918919,Rukungiri
Kahama,1752.7027027027027,Rukungiri
Kagorogoro,443.2432432432432,Rukungiri
Kafu-Kijubwe,721.3513513513514,Rukungiri
Kato-Rujoka,597.8378378378378,Rukungiri
Kafu-Nyabishaki,506.7567567567568,Rukungiri
Kafu-Kajubwe,738.2432432432432,Rukungiri
Kato-Mushunga,1174.3243243243244,Rukungiri
Nyakasharara,1563.6756756756756,Rukungiri
Kato-Nyakabare,366.2162162162162,Rukungiri
Torotoro,610.8108108108108,Rukungiri
Kafu-Nyakakizi,125.67567567567568,Rukungiri
Kafu-Nyamabare,770.2702702702703,Rukungiri
Rugarama_Burama,1027.027027027027,Rukungiri
Karuhara,1245.945945945946,Rukungiri
Kafu-Kagorogoro,1452.7027027027027,Rukungiri
Kafu-Kajubwe,1071.3513513513512,Rukungiri
Kato-Bugarama,170.27027027027026,Rukungiri
Kafu-Kafunjo Cell,404.05405405405406,Rukungiri
Rushinya,1391.8918918918919,Rukungiri
Kafu-Rutooma,94.5945945945946,Rukungiri
Kato-Rujoka,541.081081081081,Rukungiri
Kafu-Kajubwe,1285.945945945946,Rukungiri
Kato-Mukajagiro,300.0,Rukungiri
Kabeshekyere,1425.945945945946,Rukungiri
Rwemirongo,1473.2432432432433,Rukungiri
Kabeshekyere,1405.1351351351352,Rukungiri
Kabeshekyere,1443.5135135135135,Rukungiri
Kafu-Bugomora,1664.1891891891892,Rukungiri
Kafu-Nyamabare,1533.2432432432433,Rukungiri
Kato-Mushunga,91.89189189189189,Rukungiri
Kagati,145.94594594594594,Rukungiri
Nyakasharara,1284.7297297297298,Rukungiri
Kamira,1108.1756756756756,Rukungiri
Kafu-Kijubwe,756.2162162162163,Rukungiri
Rwemirongo,1297.027027027027,Rukungiri
Kato-Mugurante,1681.081081081081,Rukungiri
Rugarama_Katonya,1506.4864864864865,Rukungiri
Rugarama_Katonya,1506.4864864864865,Rukungiri
Kato-Kajumera,1073.7837837837837,Rukungiri
Torotoro,921.3513513513514,Rukungiri
Kamira,627.2972972972973,Rukungiri
Kikoni A,1511.3513513513512,Rukungiri
Kato-Nyakashenyi,1888.1081081081081,Rukungiri
Karuhara,1532.972972972973,Rukungiri
Kato-Bugarama,1437.5675675675675,Rukungiri
Kato-Nyakabungo,1031.7567567567567,Rukungiri
Kikoni A,1542.972972972973,Rukungiri
Kafu-Rugazi,97.29729729729729,Rukungiri
Kato-Nyarubira,813.5135135135135,Rukungiri
Kato-Nyakashenyi,1624.3243243243244,Rukungiri
Kikoni A,837.2972972972973,Rukungiri
Kafu-Nyaruziba,422.97297297297297,Rukungiri
Kitookye,1958.1081081081081,Rukungiri
Kafu-Rugandu,2032.162162162162,Rukungiri
Kibarama,998.6486486486486,Rukungiri
Kato-Mushunga,1509.4594594594594,Rukungiri
Nyakaju,888.6486486486486,Rukungiri
Kafu-Bugomora,622.4324324324324,Rukungiri
Kato-Kashenyi,890.0,Rukungiri
Kafu-Kijubwe,997.8378378378378,Rukungiri
Kafu-Kagorogoro,1383.7837837837837,Rukungiri
Kyanyamishwa,479.72972972972974,Rukungiri
Kahama,1616.2162162162163,Rukungiri
Nyakatokye,137.83783783783784,Rukungiri
Burebane_Katonya,1806.7567567567567,Rukungiri
Nyakasharara,783.6486486486486,Rukungiri
Kafu-Kabijaga,1760.0,Rukungiri
Kafu-Kagorogoro,1839.1891891891892,Rukungiri
Kato-Kajumera,1072.972972972973,Rukungiri
Kahama,1800.0,Rukungiri
Kafu-Kajubwe,1598.6486486486488,Rukungiri
Kafu-Kagasha,1348.6486486486488,Rukungiri
Kafu-Kijubwe,1398.6486486486488,Rukungiri
Kafu-Kajubwe,1851.3513513513512,Rukungiri
Kato-Ruhonwa,1269.1891891891892,Rukungiri
Burebane_Katonya,286.0810810810811,Rukungiri
Kyanika B,371.6216216216216,Rukungiri
Rugarama_Katonya,1738.3783783783783,Rukungiri
Rugarama_Katonya,1738.3783783783783,Rukungiri
Kabeshekyere,462.1621621621622,Rukungiri
Nyakasharara,40.54054054054054,Rukungiri
Kyanika A,2126.7567567567567,Rukungiri
Rwemirongo,1988.918918918919,Rukungiri
Kafu-Rutooma,2011.081081081081,Rukungiri
Kato-Nyakabungo,378.9189189189189,Rukungiri
Kahama,1853.2432432432433,Rukungiri
Kafu-Kabijaga,2121.0810810810813,Rukungiri
Kato-Nyarubira,1214.054054054054,Rukungiri
Kafu-Kajubwe,56.75675675675676,Rukungiri
Kikoni A,2242.7027027027025,Rukungiri
Kato-Nyakabungo,263.9189189189189,Rukungiri
Kafu-Kabijaga,1699.7297297297298,Rukungiri
Kafu-Kafunjo Cell,2030.0,Rukungiri
Kafu-Nyamabare,1850.5405405405406,Rukungiri
Kafu-Kabijaga,1977.837837837838,Rukungiri
Rukungiri,1850.5405405405406,Rukungiri
Kato-Rutooma,1251.3513513513512,Rukungiri
Kafu-Nyaruziba,771.4864864864865,Rukungiri
Kato-Mugurante,1555.1351351351352,Rukungiri
Kato-Rwangura,702.972972972973,Rukungiri
Nyakatokye,119.45945945945945,Rukungiri
Kato-Mushunga,1901.3513513513512,Rukungiri
Kafu-Kabijaga,929.0540540540541,Rukungiri
Kagorogoro,2229.7297297297296,Rukungiri
Kato-Nyakabare,2324.324324324324,Rukungiri
Nyakatokye,1248.6486486486488,Rukungiri
Kafu-Kabijaga,2196.7567567567567,Rukungiri
Kafu-Bugandaza,2172.4324324324325,Rukungiri
Kato-Bugarama,460.5405405405405,Rukungiri
Kato-Mushunga,1002.972972972973,Rukungiri
Kafu-Kagorogoro,1106.7567567567567,Rukungiri
Kafu-Kabijaga,2109.4594594594596,Rukungiri
Kyanika B,768.6486486486486,Rukungiri
Kikoni A,1620.8108108108108,Rukungiri
Rwemirongo,2033.5135135135135,Rukungiri
Kato-Rwangura,1459.4594594594594,Rukungiri
Kafu-Rugazi,2484.864864864865,Rukungiri
Kafu-Bugandaza,1365.6756756756756,Rukungiri
Rugarama_Katonya,1098.918918918919,Rukungiri
Rugarama_Katonya,1098.918918918919,Rukungiri
Kato-Kajumera,1515.4054054054054,Rukungiri
Kafu-Bugandaza,955.6756756756756,Rukungiri
Rugarama_Katonya,1077.027027027027,Rukungiri
Rugarama_Katonya,1077.027027027027,Rukungiri
Kafu-Nyaruziba,1147.972972972973,Rukungiri
Kafu-Kabijaga,2364.864864864865,Rukungiri
Kikoni A,346.4864864864865,Rukungiri
Kato-Nyakabare,917.5675675675676,Rukungiri
Kato-Nyakabungo,854.0540540540541,Rukungiri
Nyakaju,646.2162162162163,Rukungiri
Kato-Bugarama,418.2432432432432,Rukungiri
Kafu-Kabijaga,2247.027027027027,Rukungiri
Kahoro,2229.7297297297296,Rukungiri
Kafu-Nyakakizi,212.16216216216216,Rukungiri
Kabeshekyere,2720.2702702702704,Rukungiri
Kato-Rwangura,1350.0,Rukungiri
Kafu-Rugazi,22.972972972972972,Rukungiri
Kahama,2419.189189189189,Rukungiri
Kafu-Rutooma,2604.054054054054,Rukungiri
Kato-Kajumera,2654.7297297297296,Rukungiri
Nyakaju,441.8918918918919,Rukungiri
Kitookye,462.43243243243245,Rukungiri
Kafu-Kajubwe,305.4054054054054,Rukungiri
Kafu-Nyabishaki,612.1621621621622,Rukungiri
Kato-Rwangura,2740.5405405405404,Rukungiri
Kafu-Nyamabare,2350.0,Rukungiri
Kitookye,538.3783783783783,Rukungiri
Kato-Kashenyi,159.45945945945945,Rukungiri
Rugarama_Katonya,858.1081081081081,Rukungiri
Rugarama_Katonya,858.1081081081081,Rukungiri
Kafu-Nyaruziba,2725.0,Rukungiri
Kafu-Nyaruziba,283.7837837837838,Rukungiri
Kato-Mugurante,2661.3513513513512,Rukungiri
Kato-Mugurante,1597.2972972972973,Rukungiri
Kafu-Rugazi,2278.6486486486488,Rukungiri
Nyakasharara,648.1081081081081,Rukungiri
Kafu-Bugomora,1825.0,Rukungiri
Kato-Mugurante,2572.4324324324325,Rukungiri
Kabeshekyere,239.05405405405406,Rukungiri
Kitookye,1757.2972972972973,Rukungiri
Kafu-Rutooma,818.918918918919,Rukungiri
Kafu-Kafunjo Cell,907.2972972972973,Rukungiri
Nyakaju,1348.6486486486488,Rukungiri
Kafu-Nyamabare,2638.108108108108,Rukungiri
Kafu-Nyakakizi,419.05405405405406,Rukungiri
Burebane_Katonya,2348.2432432432433,Rukungiri
Kafu-Nyamabare,663.5135135135135,Rukungiri
Kafu-Kabijaga,371.35135135135135,Rukungiri
Kafu-Nyakakizi,432.43243243243245,Rukungiri
Kagati,1975.2432432432433,Rukungiri
Kato-Mugurante,404.05405405405406,Rukungiri
Nyakatokye,2708.108108108108,Rukungiri
Kafu-Kijubwe,1112.162162162162,Rukungiri
Kato-Bugarama,1024.054054054054,Rukungiri
Kafu-Rutooma,1080.2702702702702,Rukungiri
Nyakaju,280.27027027027026,Rukungiri
Kafu-Nyaruziba,609.1891891891892,Rukungiri
Kafu-Kajubwe,600.5405405405405,Rukungiri
Kafu-Rutooma,2262.162162162162,Rukungiri
Kafu-Kajubwe,3229.5945945945946,Rukungiri
Kikoni A,635.1351351351351,Rukungiri
Kato-Rwangura,3318.6486486486488,Rukungiri
Kyanika A,81.08108108108108,Rukungiri
Kafu-Kajubwe,1008.1081081081081,Rukungiri
Nyakaju,1183.5135135135135,Rukungiri
Kafu-Kabuzigye,435.13513513513516,Rukungiri
Nyakatokye,957.5675675675676,Rukungiri
Kahoro,1306.2162162162163,Rukungiri
Nyakaju,1012.1621621621622,Rukungiri
Burebane_Katonya,2488.5135135135133,Rukungiri
Kafu-Kajubwe,3206.7567567567567,Rukungiri
Rushinya,2953.2432432432433,Rukungiri
Kato-Nyakashenyi,2734.5945945945946,Rukungiri
Nyakasharara,2099.4594594594596,Rukungiri
Karuhara,3071.6216216216217,Rukungiri
Kato-Nyakabungo,575.1351351351351,Rukungiri
Karuhara,2951.3513513513512,Rukungiri
Kafu-Rutooma,3502.7027027027025,Rukungiri
Kato-Mugurante,1483.3783783783783,Rukungiri
Kitookye,814.8648648648649,Rukungiri
Kafu-Nyamabare,2824.864864864865,Rukungiri
Kafu-Rugazi,2156.4864864864867,Rukungiri
Rwerere A,105.4054054054054,Kanungu
Tukundane,24.56756756756757,Kanungu
Kyakatarangi,129.05405405405406,Kanungu
Kara-Bujengwe,108.10810810810811,Kanungu
Runyinya,41.891891891891895,Kanungu
Rwerere,53.78378378378378,Kanungu
Kara-Musheija,70.8108108108108,Kanungu
Bush-Mutojo,72.43243243243244,Kanungu
Kara-Rwamiyumbu,107.83783783783784,Kanungu
Kashojwa,111.62162162162163,Kanungu
Bush-Ahabutaare,145.94594594594594,Kanungu
Tukundane,89.1891891891892,Kanungu
Bush-Ahabutaare,133.78378378378378,Kanungu
Rubi-Kasoni,132.59459459459458,Kanungu
Nyarutembe A,95.67567567567568,Kanungu
Rwerere,56.486486486486484,Kanungu
Bush-Bugandaro,132.43243243243242,Kanungu
Rwerere B,147.64864864864865,Kanungu
Bush-Ahabutaare,127.02702702702703,Kanungu
Kibimbiri,118.91891891891892,Kanungu
Bush-Kajumo,135.67567567567568,Kanungu
Kara-Bujengwe,86.48648648648648,Kanungu
Bweramaana,24.56756756756757,Kanungu
Nyarutembe B,132.97297297297297,Kanungu
Kazuru,40.54054054054054,Kanungu
Kyakatarangi,170.27027027027026,Kanungu
Rwerere,75.91891891891892,Kanungu
Kara-Rutare,30.135135135135137,Kanungu
Bush-Kikondeka,218.1081081081081,Kanungu
Bush-Rwengwe,124.27027027027027,Kanungu
Rurama_Nkunda,218.9189189189189,Kanungu
Nyarutembe A,48.648648648648646,Kanungu
Tukundane,240.94594594594594,Kanungu
Kibimbiri,115.13513513513513,Kanungu
Kara-Nyakabingo,168.9189189189189,Kanungu
Bush-Kajumo,135.13513513513513,Kanungu
Rubi-Nyakabungo,167.56756756756758,Kanungu
Kara-Nyakabingo,191.8918918918919,Kanungu
Kara-Ntengyere,172.43243243243242,Kanungu
Nyebinga,71.35135135135135,Kanungu
Kyakatarangi,98.64864864864865,Kanungu
Rwerere A,105.67567567567568,Kanungu
Nyarutembe B,159.1891891891892,Kanungu
Yeruzaremu,194.45945945945945,Kanungu
Kara-Kagoma,160.8108108108108,Kanungu
Bush-Bugandaro,122.43243243243244,Kanungu
Rurama_Nkunda,139.72972972972974,Kanungu
Rwerere B,161.48648648648648,Kanungu
Kara-Rwamiyumbu,95.94594594594595,Kanungu
Bush-Rwengwe,215.64864864864865,Kanungu
Bush-Bushura,67.56756756756756,Kanungu
Kashojwa,118.78378378378379,Kanungu
Rurama_Nkunda,159.44594594594594,Kanungu
Bush-Mugongo,184.05405405405406,Kanungu
Rwerere A,208.1081081081081,Kanungu
Bush-Ahabutaare,189.45945945945945,Kanungu
Rubi-Nyakabungo,200.27027027027026,Kanungu
Tukundane,120.4054054054054,Kanungu
Rwerere,268.64864864864865,Kanungu
Rwerere B,279.72972972972974,Kanungu
Rubi-Bukono,113.51351351351352,Kanungu
Nyarutembe A,167.56756756756758,Kanungu
Nyebinga,235.13513513513513,Kanungu
Kara-Musheija,58.108108108108105,Kanungu
Bush-Ahabutaare,136.6216216216216,Kanungu
Kara-Nyamabare,207.2972972972973,Kanungu
Rurama_Nkunda,284.86486486486484,Kanungu
Kara-Rwemirama,89.72972972972973,Kanungu
Rurama_Nkunda,139.1891891891892,Kanungu
Rubi-Kitunga,194.59459459459458,Kanungu
Kara-Nyakahanga,259.86486486486484,Kanungu
Kara-Nyamabare,113.78378378378379,Kanungu
Kara-Rwemirama,240.97297297297297,Kanungu
Kibimbiri,213.78378378378378,Kanungu
Kara-Rwemirama,222.97297297297297,Kanungu
Yeruzaremu,215.67567567567568,Kanungu
Rubi-Kashaki,217.56756756756758,Kanungu
Kibimbiri,124.5945945945946,Kanungu
Yeruzaremu,302.7027027027027,Kanungu
Nyarutembe A,0.0,Kanungu
Kara-Rwemirama,296.7567567567568,Kanungu
Bush-Bugandaro,48.648648648648646,Kanungu
Nyarutembe A,121.62162162162163,Kanungu
Yeruzaremu,159.45945945945945,Kanungu
Runyinya,42.16216216216216,Kanungu
Kara-Rwemirama,307.64864864864865,Kanungu
Yeruzaremu,191.6216216216216,Kanungu
Rubi-Ruheza,168.64864864864865,Kanungu
Bush-Kikondeka,98.64864864864865,Kanungu
Nyarutembe A,145.94594594594594,Kanungu
Rurama_Nkunda,219.16216216216216,Kanungu
Rurama_Nkunda,273.2432432432432,Kanungu
Runyinya,250.40540540540542,Kanungu
Bush-Bugandaro,262.43243243243245,Kanungu
Bush-Ahabutaare,60.810810810810814,Kanungu
Bush-Bugandaro,314.86486486486484,Kanungu
Rurama_Nkunda,254.86486486486487,Kanungu
Rwerere B,294.05405405405406,Kanungu
Kara-Rwamiyumbu,144.59459459459458,Kanungu
Rubi-Bukono,90.27027027027027,Kanungu
Rurama_Nkunda,279.72972972972974,Kanungu
Bush-Ahabutaare,161.8918918918919,Kanungu
Rubi-Kajubwe,307.13513513513516,Kanungu
Kara-Nyamabare,137.56756756756758,Kanungu
Ibambiro,329.72972972972974,Kanungu
Rubi-Kajubwe,239.72972972972974,Kanungu
Kazuru,110.8108108108108,Kanungu
Bush-Kajumo,239.1891891891892,Kanungu
Rwerere B,217.2972972972973,Kanungu
Nyarutembe A,357.7027027027027,Kanungu
Kara-Musheija,272.2972972972973,Kanungu
Rwerere A,65.8108108108108,Kanungu
Kara-Musheija,58.78378378378378,Kanungu
Bush-Nyakabungo,144.72972972972974,Kanungu
Rwerere A,298.9189189189189,Kanungu
Rurama_Nkunda,342.43243243243245,Kanungu
Runyinya,313.5135135135135,Kanungu
Nyarutembe A,83.78378378378379,Kanungu
Bweramaana,43.24324324324324,Kanungu
Bush-Bugandaro,108.10810810810811,Kanungu
Rubi-Nyarwemarira,276.4864864864865,Kanungu
Kara-Kagoma,56.75675675675676,Kanungu
Kara-Rwemirama,177.16216216216216,Kanungu
Kara-Rutare,185.0,Kanungu
Rwerere B,198.3783783783784,Kanungu
Kara-Nyamabare,360.81081081081084,Kanungu
Kyakatarangi,313.7837837837838,Kanungu
Nyarutembe A,391.2162162162162,Kanungu
Kara-Ntengyere,418.3783783783784,Kanungu
Rubi-Nyakabungo,320.27027027027026,Kanungu
Kara-Musheija,370.27027027027026,Kanungu
Bush-Mugongo,232.43243243243242,Kanungu
Rubi-Ruheza,121.89189189189189,Kanungu
Runyinya,359.18918918918916,Kanungu
Kara-Ntengyere,391.8918918918919,Kanungu
Rwerere,426.7567567567568,Kanungu
Rubi-Kashaki,359.4594594594595,Kanungu
Kazuru,155.40540540540542,Kanungu
Rubi-Nyakabungo,196.21621621621622,Kanungu
Rurama_Nkunda,217.75675675675674,Kanungu
Bush-Ahabutaare,194.59459459459458,Kanungu
Kara-Rwemirama,251.59459459459458,Kanungu
Kibimbiri,254.05405405405406,Kanungu
Bush-Rwengwe,204.72972972972974,Kanungu
Nyarutembe B,433.5135135135135,Kanungu
Nyebinga,95.8108108108108,Kanungu
Kara-Nyamabare,132.43243243243242,Kanungu
Rurama_Nkunda,252.16216216216216,Kanungu
Bush-Kikondeka,40.54054054054054,Kanungu
Rwerere A,349.3243243243243,Kanungu
Kara-Ntengyere,210.54054054054055,Kanungu
Kyakatarangi,283.1081081081081,Kanungu
Nyarutembe A,112.16216216216216,Kanungu
Nyarutembe B,75.67567567567568,Kanungu
Rurama_Nkunda,134.0810810810811,Kanungu
Bweramaana,242.2972972972973,Kanungu
Rubi-Kajubwe,319.2567567567568,Kanungu
Kazinga,180.0810810810811,Kanungu
Bush-Mutojo,302.02702702702703,Kanungu
Nyarutembe A,187.83783783783784,Kanungu
Rubi-Nyakabungo,335.6756756756757,Kanungu
Kara-Kagoma,291.35135135135135,Kanungu
Bush-Katwa,178.3783783783784,Kanungu
Runyinya,199.59459459459458,Kanungu
Rubi-Kajubwe,146.82432432432432,Kanungu
Kashojwa,229.32432432432432,Kanungu
Kyakatarangi,244.59459459459458,Kanungu
Bush-Ahabutaare,180.8108108108108,Kanungu
Rubi-Bukono,320.27027027027026,Kanungu
Nyarutembe A,267.56756756756755,Kanungu
Nyarutembe B,65.10810810810811,Kanungu
Yeruzaremu,355.4594594594595,Kanungu
Rubi-Kitunga,168.3783783783784,Kanungu
Rwerere B,261.6216216216216,Kanungu
Kara-Rwamiyumbu,412.1621621621622,Kanungu
Nyarutembe A,172.16216216216216,Kanungu
Kara-Rwamiyumbu,239.45945945945945,Kanungu
Rubi-Kashaki,197.97297297297297,Kanungu
Bush-Rwengwe,111.08108108108108,Kanungu
Kara-Nshangi,314.86486486486484,Kanungu
Rubi-Kitunga,269.4594594594595,Kanungu
Rwerere,370.6216216216216,Kanungu
Kibimbiri,369.18918918918916,Kanungu
Tukundane,356.0810810810811,Kanungu
Rubi-Kajubwe,178.1081081081081,Kanungu
Kazinga,201.21621621621622,Kanungu
Kara-Rwamiyumbu,222.43243243243242,Kanungu
Kara-Kagoma,0.0,Kanungu
Rwerere,152.7027027027027,Kanungu
Kara-Bujengwe,395.6756756756757,Kanungu
Bush-Mugongo,312.1621621621622,Kanungu
Rubi-Bukono,301.6216216216216,Kanungu
Bush-Kirima,345.94594594594594,Kanungu
Bush-Katwa,371.35135135135135,Kanungu
Kashojwa,335.0810810810811,Kanungu
Kashojwa,397.5135135135135,Kanungu
Rubi-Bukono,201.35135135135135,Kanungu
Tukundane,390.5405405405405,Kanungu
Bush-Ahabutaare,120.27027027027027,Kanungu
Rwerere B,245.94594594594594,Kanungu
Bush-Bugandaro,472.97297297297297,Kanungu
Rwerere B,355.7027027027027,Kanungu
Rubi-Bukono,331.6216216216216,Kanungu
Rubi-Bukono,435.13513513513516,Kanungu
Bush-Kirima,411.8918918918919,Kanungu
Rubi-Ruheza,349.86486486486484,Kanungu
Rubi-Kajubwe,354.86486486486484,Kanungu
Yeruzaremu,482.43243243243245,Kanungu
Rubi-Nyarwemarira,511.35135135135135,Kanungu
Kara-Rutare,430.27027027027026,Kanungu
Bweramaana,189.72972972972974,Kanungu
Bush-Rwengwe,225.97297297297297,Kanungu
Kashojwa,146.21621621621622,Kanungu
Rubi-Nyakabungo,383.2432432432432,Kanungu
Bush-Kajumo,451.9189189189189,Kanungu
Bush-Bugandaro,359.4594594594595,Kanungu
Rurama_Nkunda,332.43243243243245,Kanungu
Bush-Ahabutaare,523.5135135135135,Kanungu
Rwerere B,109.72972972972973,Kanungu
Kara-Rwemirama,365.4054054054054,Kanungu
Tukundane,123.24324324324324,Kanungu
Kara-Nshangi,196.6216216216216,Kanungu
Kara-Rwamiyumbu,417.56756756756755,Kanungu
Rubi-Ruheza,271.6216216216216,Kanungu
Bush-Kajumo,428.64864864864865,Kanungu
Rubi-Kajubwe,110.8108108108108,Kanungu
Bush-Mutojo,445.4054054054054,Kanungu
Kibimbiri,329.72972972972974,Kanungu
Rubi-Kashaki,300.4054054054054,Kanungu
Rwerere B,511.8918918918919,Kanungu
Rurama_Nkunda,135.13513513513513,Kanungu
Rubi-Nyarwemarira,344.72972972972974,Kanungu
Kyakatarangi,295.56756756756755,Kanungu
Rurama_Nkunda,342.8378378378378,Kanungu
Bush-Kikondeka,408.9189189189189,Kanungu
Rubi-Kashaki,394.3243243243243,Kanungu
Bush-Ahabutaare,194.59459459459458,Kanungu
Yeruzaremu,348.3783783783784,Kanungu
Bush-Nyakabungo,0.0,Kanungu
Runyinya,436.7567567567568,Kanungu
Rubi-Nyakabungo,207.83783783783784,Kanungu
Kara-Ntengyere,0.0,Kanungu
Tukundane,517.5675675675676,Kanungu
Ibambiro,447.02702702702703,Kanungu
Rubi-Kasoni,315.13513513513516,Kanungu
Tukundane,421.8918918918919,Kanungu
Kara-Nyamabare,154.05405405405406,Kanungu
Kara-Rwamiyumbu,492.3783783783784,Kanungu
Nyarutembe A,144.59459459459458,Kanungu
Kara-Rwemirama,330.4864864864865,Kanungu
Kara-Nyakahanga,350.0810810810811,Kanungu
Runyinya,497.2972972972973,Kanungu
Kara-Nyamabare,412.43243243243245,Kanungu
Bush-Mugongo,360.81081081081084,Kanungu
Ibambiro,323.2432432432432,Kanungu
Kara-Nyakahanga,470.5405405405405,Kanungu
Kibimbiri,550.0,Kanungu
Kashojwa,404.86486486486484,Kanungu
Kara-Nyamabare,241.0810810810811,Kanungu
Kibimbiri,528.1081081081081,Kanungu
Kashojwa,416.6216216216216,Kanungu
Kara-Nyamabare,300.0,Kanungu
Rubi-Bukono,463.2432432432432,Kanungu
Kara-Ntengyere,439.18918918918916,Kanungu
Kazuru,485.5405405405405,Kanungu
Bush-Katwa,382.2432432432432,Kanungu
Kazinga,402.7027027027027,Kanungu
Kara-Rutare,355.4054054054054,Kanungu
Rubi-Bukono,421.0810810810811,Kanungu
Kibimbiri,386.4864864864865,Kanungu
Nyarutembe A,362.1621621621622,Kanungu
Bush-Rwengwe,457.2972972972973,Kanungu
Kara-Nyakahanga,398.1081081081081,Kanungu
Kara-Rutare,239.32432432432432,Kanungu
Ibambiro,390.0,Kanungu
Bush-Nyakabungo,243.3783783783784,Kanungu
Bush-Mutojo,371.0810810810811,Kanungu
Nyebinga,107.83783783783784,Kanungu
Yeruzaremu,224.86486486486487,Kanungu
Yeruzaremu,262.8378378378378,Kanungu
Nyarutembe B,487.8378378378378,Kanungu
Bush-Kikondeka,279.4594594594595,Kanungu
Kara-Rwemirama,319.0,Kanungu
Kara-Ntengyere,470.5405405405405,Kanungu
Rubi-Ruheza,471.35135135135135,Kanungu
Kara-Ntengyere,413.5135135135135,Kanungu
Rubi-Kasoni,305.3783783783784,Kanungu
Rwerere B,498.64864864864865,Kanungu
Rwerere,555.1351351351351,Kanungu
Bush-Ahabutaare,612.4324324324324,Kanungu
Kyakatarangi,52.027027027027025,Kanungu
Rubi-Ruheza,147.02702702702703,Kanungu
Tukundane,280.4054054054054,Kanungu
Yeruzaremu,169.59459459459458,Kanungu
Bush-Ahabutaare,188.1081081081081,Kanungu
Kara-Nyamabare,448.3783783783784,Kanungu
Kara-Nyakahanga,621.081081081081,Kanungu
Nyebinga,331.35135135135135,Kanungu
Kara-Nyakabingo,357.2972972972973,Kanungu
Bweramaana,302.7027027027027,Kanungu
Nyarutembe A,189.1891891891892,Kanungu
Rwerere A,532.7027027027027,Kanungu
Kara-Rwemirama,463.5135135135135,Kanungu
Nyebinga,40.54054054054054,Kanungu
Kara-Rwamiyumbu,390.81081081081084,Kanungu
Bush-Katwa,297.64864864864865,Kanungu
Kara-Kagoma,621.8918918918919,Kanungu
Rwerere,404.86486486486484,Kanungu
Rwerere,516.2162162162163,Kanungu
Rwerere B,344.86486486486484,Kanungu
Kara-Kagoma,18.243243243243242,Kanungu
Bush-Rwengwe,476.0,Kanungu
Kashojwa,271.0810810810811,Kanungu
Runyinya,520.2702702702703,Kanungu
Bweramaana,385.13513513513516,Kanungu
Nyebinga,462.43243243243245,Kanungu
Kara-Nyamabare,584.0540540540541,Kanungu
Tukundane,171.0810810810811,Kanungu
Yeruzaremu,294.3243243243243,Kanungu
Runyinya,491.8918918918919,Kanungu
Kashojwa,379.5945945945946,Kanungu
Runyinya,141.8918918918919,Kanungu
Kyakatarangi,240.54054054054055,Kanungu
Nyarutembe A,121.62162162162163,Kanungu
Bweramaana,374.86486486486484,Kanungu
Bush-Kirima,478.9189189189189,Kanungu
Nyarutembe B,154.05405405405406,Kanungu
Rubi-Nyarwemarira,269.72972972972974,Kanungu
Kara-Nshangi,511.8918918918919,Kanungu
Runyinya,585.1351351351351,Kanungu
Rubi-Kasoni,500.27027027027026,Kanungu
Bush-Katwa,545.4054054054054,Kanungu
Rubi-Ruheza,277.02702702702703,Kanungu
Bush-Mugongo,251.0810810810811,Kanungu
Rubi-Kasoni,444.5945945945946,Kanungu
Kara-Rwamiyumbu,105.4054054054054,Kanungu
Rubi-Bukono,182.43243243243242,Kanungu
Kashojwa,278.3783783783784,Kanungu
Nyebinga,62.16216216216216,Kanungu
Bush-Rwengwe,205.75675675675674,Kanungu
Rubi-Kajubwe,275.6756756756757,Kanungu
Kara-Bujengwe,469.5945945945946,Kanungu
Rwerere,313.9189189189189,Kanungu
Bush-Bugandaro,315.5405405405405,Kanungu
Kara-Bujengwe,528.3783783783783,Kanungu
Nkunda,406.7567567567568,Kanungu
Rubi-Ruheza,517.8378378378378,Kanungu
Bweramaana,100.02702702702703,Kanungu
Kara-Nyamabare,593.7837837837837,Kanungu
Kibimbiri,474.5945945945946,Kanungu
Bweramaana,567.027027027027,Kanungu
Kara-Kagoma,404.3243243243243,Kanungu
Bush-Ahabutaare,429.72972972972974,Kanungu
Rwerere A,571.6216216216217,Kanungu
Nyarutembe B,285.13513513513516,Kanungu
Kazuru,332.43243243243245,Kanungu
Bush-Katwa,273.5135135135135,Kanungu
Kara-Ntengyere,382.7027027027027,Kanungu
Ibambiro,710.8108108108108,Kanungu
Nyebinga,577.2972972972973,Kanungu
Bush-Kajumo,486.8918918918919,Kanungu
Rubi-Bukono,369.72972972972974,Kanungu
Bush-Mutojo,211.6216216216216,Kanungu
Kara-Nshangi,545.5405405405405,Kanungu
Kara-Rutare,279.72972972972974,Kanungu
Nkunda,118.37837837837837,Kanungu
Rubi-Nyakabungo,369.18918918918916,Kanungu
Bush-Mutojo,368.5135135135135,Kanungu
Rubi-Bukono,326.4864864864865,Kanungu
Runyinya,165.40540540540542,Kanungu
Bush-Rwengwe,569.7297297297297,Kanungu
Ibambiro,304.86486486486484,Kanungu
Bush-Kikondeka,506.4864864864865,Kanungu
Rwerere A,712.2972972972973,Kanungu
Runyinya,561.2162162162163,Kanungu
Tukundane,167.56756756756758,Kanungu
