pre_village,Agriculture Value (USD),pre_district
Kato-Ndyabihanga,531.081081081081,Rukungiri
Kitookye,625.4054054054054,Rukungiri
Nyakatokye,474.3243243243243,Rukungiri
Kyanika A,318.2432432432432,Rukungiri
Kato-Kajumera,275.6756756756757,Rukungiri
Kato-Nyakashenyi,256.7567567567568,Rukungiri
Kibarama,391.8918918918919,Rukungiri
Kato-Kashenyi,344.86486486486484,Rukungiri
Kabeshekyere,247.56756756756758,Rukungiri
Rugarama_Katonya,367.7027027027027,Rukungiri
Rugarama_Katonya,367.7027027027027,Rukungiri
Kitookye,370.81081081081084,Rukungiri
Kato-Nyakabungo,575.6756756756756,Rukungiri
Rukungiri,662.4324324324324,Rukungiri
Burebane_Katonya,244.59459459459458,Rukungiri
Kato-Kajumera,60.810810810810814,Rukungiri
Kato-Ndyabihanga,401.35135135135135,Rukungiri
Kafu-Bugandaza,502.0945945945946,Rukungiri
Kyanika B,332.43243243243245,Rukungiri
Kafu-Nyabishaki,537.972972972973,Rukungiri
Kikoni A,389.86486486486484,Rukungiri
Kafu-Kabuzigye,383.7837837837838,Rukungiri
Kato-Ndyabihanga,587.7027027027027,Rukungiri
Kafu-Kabijaga,372.97297297297297,Rukungiri
Kato-Nyakashenyi,440.5405405405405,Rukungiri
Kato-Mukajagiro,453.9189189189189,Rukungiri
Rushinya,710.8108108108108,Rukungiri
Kafu-Bugomora,35.4054054054054,Rukungiri
Kamira,486.4864864864865,Rukungiri
Kyanyamishwa,262.7027027027027,Rukungiri
Nyakasharara,689.1891891891892,Rukungiri
Kato-Ndyabihanga,558.7837837837837,Rukungiri
Torotoro,679.7297297297297,Rukungiri
Kafu-Nyabishaki,393.86486486486484,Rukungiri
Kafu-Bugomora,270.13513513513516,Rukungiri
Kafu-Rugazi,44.5945945945946,Rukungiri
Kahama,499.3243243243243,Rukungiri
Kato-Bugarama,529.7297297297297,Rukungiri
Karuhara,455.4054054054054,Rukungiri
Nyakatokye,251.35135135135135,Rukungiri
Kato-Ruhonwa,437.8378378378378,Rukungiri
Kato-Rujoka,529.7297297297297,Rukungiri
Kitookye,754.0540540540541,Rukungiri
Kikoni B,635.4054054054054,Rukungiri
Kyanika A,150.67567567567568,Rukungiri
Kato-Ndyabihanga,594.0540540540541,Rukungiri
Kato-Mugurante,724.3243243243244,Rukungiri
Kafu-Nyamabare,559.4594594594595,Rukungiri
Kafu-Kagasha,394.05405405405406,Rukungiri
Kafu-Rugazi,40.54054054054054,Rukungiri
Kato-Rwangura,684.0540540540541,Rukungiri
Rugarama_Burama,421.6216216216216,Rukungiri
Rugarama_Burama,358.1081081081081,Rukungiri
Kafu-Bugandaza,640.1351351351351,Rukungiri
Kahoro,478.3783783783784,Rukungiri
Nyakasharara,277.02702702702703,Rukungiri
Rwemirongo,472.1081081081081,Rukungiri
Burebane_Katonya,413.5135135135135,Rukungiri
Kato-Nyakabare,94.5945945945946,Rukungiri
Kahama,602.972972972973,Rukungiri
Kato-Ruhonwa,501.2162162162162,Rukungiri
Rwemirongo,582.4324324324324,Rukungiri
Kato-Nyakashenyi,437.43243243243245,Rukungiri
Burebane_Katonya,693.5135135135135,Rukungiri
Kagati,727.027027027027,Rukungiri
Nyakaju,629.7297297297297,Rukungiri
Kibarama,322.97297297297297,Rukungiri
Kibarama,141.0810810810811,Rukungiri
Kafu-Kagorogoro,425.0,Rukungiri
Kato-Kajumera,298.64864864864865,Rukungiri
Kafu-Bugomora,276.35135135135135,Rukungiri
Kafu-Nyamabare,365.81081081081084,Rukungiri
Kyanika A,734.7297297297297,Rukungiri
Rushinya,108.10810810810811,Rukungiri
Kato-Nyarubira,478.3783783783784,Rukungiri
Kato-Ndyabihanga,411.8918918918919,Rukungiri
Kato-Bugarama,429.72972972972974,Rukungiri
Kyanika B,432.43243243243245,Rukungiri
Kato-Kashenyi,391.35135135135135,Rukungiri
Kyanika A,297.4594594594595,Rukungiri
Burebane_Katonya,595.9459459459459,Rukungiri
Kahoro,607.4324324324324,Rukungiri
Karuhara,652.7027027027027,Rukungiri
Kitookye,583.1081081081081,Rukungiri
Nyakasharara,204.05405405405406,Rukungiri
Kabeshekyere,827.027027027027,Rukungiri
Kafu-Bugandaza,819.4594594594595,Rukungiri
Nyakasharara,116.75675675675676,Rukungiri
Rushinya,497.2972972972973,Rukungiri
Kato-Kajumera,124.32432432432432,Rukungiri
Kyanika B,421.6216216216216,Rukungiri
Kato-Ruhonwa,437.8378378378378,Rukungiri
Torotoro,612.972972972973,Rukungiri
Kabeshekyere,237.83783783783784,Rukungiri
Nyakaju,338.64864864864865,Rukungiri
Kahoro,512.1621621621622,Rukungiri
Kato-Rwangura,394.18918918918916,Rukungiri
Kafu-Kagasha,108.10810810810811,Rukungiri
Kibarama,835.6756756756756,Rukungiri
Kikoni B,457.56756756756755,Rukungiri
Rwemirongo,701.6216216216217,Rukungiri
Kafu-Rugandu,305.4054054054054,Rukungiri
Kato-Ruhonwa,583.7837837837837,Rukungiri
Kato-Mukajagiro,255.40540540540542,Rukungiri
Kibarama,202.7027027027027,Rukungiri
Kafu-Rugazi,127.02702702702703,Rukungiri
Kato-Rutooma,680.8108108108108,Rukungiri
Kafu-Kagorogoro,800.0,Rukungiri
Kafu-Rutooma,678.3783783783783,Rukungiri
Kagorogoro,539.1891891891892,Rukungiri
Kato-Kashenyi,21.135135135135137,Rukungiri
Kikoni A,336.4864864864865,Rukungiri
Kato-Ruhonwa,702.7027027027027,Rukungiri
Nyakaju,46.21621621621622,Rukungiri
Kato-Ndyabihanga,429.72972972972974,Rukungiri
Kato-Mushunga,612.1621621621622,Rukungiri
Kafu-Kabuzigye,340.5405405405405,Rukungiri
Kato-Nyakabungo,541.2162162162163,Rukungiri
Kyanyamishwa,312.43243243243245,Rukungiri
Kafu-Kafunjo Cell,856.081081081081,Rukungiri
Kato-Rujoka,867.5675675675676,Rukungiri
Kato-Nyakabungo,187.56756756756758,Rukungiri
Kafu-Kagorogoro,472.7027027027027,Rukungiri
Kato-Kashenyi,816.2162162162163,Rukungiri
Kato-Rutooma,519.4594594594595,Rukungiri
Kato-Kajumera,662.7027027027027,Rukungiri
Kyanyamishwa,368.7837837837838,Rukungiri
Kafu-Nyakakizi,736.4864864864865,Rukungiri
Kamira,201.35135135135135,Rukungiri
Kafu-Rutooma,158.1081081081081,Rukungiri
Kahoro,554.0540540540541,Rukungiri
Kato-Rutooma,636.4864864864865,Rukungiri
Kato-Ruhonwa,632.4324324324324,Rukungiri
Nyakasharara,309.18918918918916,Rukungiri
Kato-Mukajagiro,312.1621621621622,Rukungiri
Kitookye,758.3783783783783,Rukungiri
Kato-Kashenyi,232.43243243243242,Rukungiri
Kato-Ndyabihanga,290.5405405405405,Rukungiri
Kafu-Kagasha,205.40540540540542,Rukungiri
Kato-Mugurante,538.3783783783783,Rukungiri
Kato-Ruhonwa,609.5675675675676,Rukungiri
Kafu-Kabijaga,208.1081081081081,Rukungiri
Karuhara,487.8378378378378,Rukungiri
Kafu-Nyakakizi,612.1621621621622,Rukungiri
Kafu-Nyabishaki,702.7027027027027,Rukungiri
Kato-Mushunga,490.13513513513516,Rukungiri
Kafu-Rugandu,504.05405405405406,Rukungiri
Nyakasharara,114.86486486486487,Rukungiri
Kato-Ruhonwa,385.13513513513516,Rukungiri
Kafu-Kajubwe,570.2702702702703,Rukungiri
Kahoro,424.86486486486484,Rukungiri
Kamira,608.1081081081081,Rukungiri
Kafu-Kabijaga,293.2432432432432,Rukungiri
Karuhara,643.2432432432432,Rukungiri
Kato-Mukajagiro,531.7567567567568,Rukungiri
Kato-Kashenyi,691.8918918918919,Rukungiri
Kato-Ruhonwa,259.4594594594595,Rukungiri
Kato-Mugurante,357.8378378378378,Rukungiri
Kafu-Nyamabare,393.2432432432432,Rukungiri
Kato-Ruhonwa,395.94594594594594,Rukungiri
Burebane_Katonya,287.8378378378378,Rukungiri
Kafu-Kafunjo Cell,151.35135135135135,Rukungiri
Kafu-Kabuzigye,703.918918918919,Rukungiri
Kato-Rujoka,406.8918918918919,Rukungiri
Kitookye,618.6486486486486,Rukungiri
Kitookye,890.1351351351351,Rukungiri
Kafu-Bugandaza,330.81081081081084,Rukungiri
Kafu-Nyaruziba,193.51351351351352,Rukungiri
Burebane_Katonya,701.2162162162163,Rukungiri
Kato-Ndyabihanga,425.6756756756757,Rukungiri
Kato-Mukajagiro,906.7567567567568,Rukungiri
Kato-Kashenyi,319.18918918918916,Rukungiri
Kahama,485.94594594594594,Rukungiri
Kikoni B,563.1081081081081,Rukungiri
Rugarama_Burama,527.027027027027,Rukungiri
Rwemirongo,651.8918918918919,Rukungiri
Kamira,708.4054054054054,Rukungiri
Kikoni B,894.5945945945946,Rukungiri
Kafu-Bugomora,171.8918918918919,Rukungiri
Kibarama,816.2162162162163,Rukungiri
Kato-Rutooma,534.1216216216217,Rukungiri
Kafu-Nyabishaki,604.0540540540541,Rukungiri
Kafu-Kafunjo Cell,459.4594594594595,Rukungiri
Kafu-Kabijaga,621.6216216216217,Rukungiri
Nyakaju,133.9189189189189,Rukungiri
Kato-Nyakabare,558.3783783783783,Rukungiri
Kafu-Kafunjo Cell,387.02702702702703,Rukungiri
Kato-Ruhonwa,663.918918918919,Rukungiri
Kafu-Bugandaza,285.4054054054054,Rukungiri
Torotoro,724.3243243243244,Rukungiri
Kikoni A,154.05405405405406,Rukungiri
Kafu-Kabuzigye,377.1081081081081,Rukungiri
Kahoro,605.4054054054054,Rukungiri
Kato-Rutooma,324.3243243243243,Rukungiri
Kafu-Rugazi,791.8918918918919,Rukungiri
Kafu-Nyakakizi,385.13513513513516,Rukungiri
Kahama,804.0540540540541,Rukungiri
Kahoro,621.027027027027,Rukungiri
Kafu-Kabijaga,807.8378378378378,Rukungiri
Kato-Nyakashenyi,494.05405405405406,Rukungiri
Kafu-Kafunjo Cell,932.4324324324324,Rukungiri
Kahoro,112.56756756756756,Rukungiri
Kikoni B,888.1081081081081,Rukungiri
Kabeshekyere,252.7027027027027,Rukungiri
Kahoro,784.5945945945946,Rukungiri
Kato-Kashenyi,40.54054054054054,Rukungiri
Kato-Ndyabihanga,262.1621621621622,Rukungiri
Kato-Rutooma,650.4054054054054,Rukungiri
Kyanika B,816.2162162162163,Rukungiri
Nyakaju,343.5135135135135,Rukungiri
Kibarama,496.2162162162162,Rukungiri
Rwemirongo,513.5135135135135,Rukungiri
Kafu-Nyakakizi,865.4054054054054,Rukungiri
Kafu-Bugomora,344.5945945945946,Rukungiri
Kafu-Bugomora,640.8108108108108,Rukungiri
Kafu-Nyabishaki,364.18918918918916,Rukungiri
Kyanyamishwa,915.1351351351351,Rukungiri
Kato-Mushunga,901.6216216216217,Rukungiri
Kato-Nyarubira,431.14864864864865,Rukungiri
Kikoni A,651.3513513513514,Rukungiri
Kafu-Kabuzigye,655.5405405405405,Rukungiri
Kafu-Kagasha,53.37837837837838,Rukungiri
Kafu-Kajubwe,296.7567567567568,Rukungiri
Kato-Rutooma,637.027027027027,Rukungiri
Kafu-Nyakakizi,318.1081081081081,Rukungiri
Kagati,524.7297297297297,Rukungiri
Kato-Nyakabare,844.5945945945946,Rukungiri
Karuhara,372.43243243243245,Rukungiri
Kato-Mugurante,722.972972972973,Rukungiri
Kyanyamishwa,282.43243243243245,Rukungiri
Kyanika B,387.8378378378378,Rukungiri
Kafu-Kijubwe,894.5945945945946,Rukungiri
Kafu-Kabuzigye,862.1621621621622,Rukungiri
Kitookye,1000.0,Rukungiri
Kafu-Bugandaza,733.2432432432432,Rukungiri
Nyakatokye,754.3243243243244,Rukungiri
Rugarama_Katonya,743.2432432432432,Rukungiri
Kato-Nyarubira,479.72972972972974,Rukungiri
Kamira,733.7837837837837,Rukungiri
Kafu-Nyakakizi,871.6216216216217,Rukungiri
Kibarama,895.1351351351351,Rukungiri
Kikoni A,998.6486486486486,Rukungiri
Kikoni A,613.5135135135135,Rukungiri
Rugarama_Burama,118.91891891891892,Rukungiri
Kafu-Bugandaza,110.8108108108108,Rukungiri
Kato-Nyakabungo,380.81081081081084,Rukungiri
Kafu-Nyamabare,602.972972972973,Rukungiri
Kato-Kajumera,152.16216216216216,Rukungiri
Kato-Rwangura,760.8108108108108,Rukungiri
Kafu-Nyakakizi,78.37837837837837,Rukungiri
Kafu-Kafunjo Cell,627.027027027027,Rukungiri
Kafu-Bugandaza,430.4054054054054,Rukungiri
Kato-Mushunga,753.7837837837837,Rukungiri
Kamira,540.5405405405405,Rukungiri
Kato-Ruhonwa,462.1621621621622,Rukungiri
Karuhara,530.2702702702703,Rukungiri
Kikoni A,382.43243243243245,Rukungiri
Kato-Nyakashenyi,810.8108108108108,Rukungiri
Torotoro,388.6081081081081,Rukungiri
Kafu-Nyaruziba,406.7567567567568,Rukungiri
Kabeshekyere,977.8378378378378,Rukungiri
Rugarama_Katonya,468.3783783783784,Rukungiri
Rugarama_Katonya,468.3783783783784,Rukungiri
Kyanika B,618.918918918919,Rukungiri
Kato-Mugurante,345.94594594594594,Rukungiri
Nyakasharara,546.6216216216217,Rukungiri
Kamira,901.2162162162163,Rukungiri
Nyakaju,307.56756756756755,Rukungiri
Kagati,878.3783783783783,Rukungiri
Kahama,270.27027027027026,Rukungiri
Kato-Rujoka,649.7297297297297,Rukungiri
Rugarama_Burama,438.3783783783784,Rukungiri
Rushinya,1022.972972972973,Rukungiri
Kafu-Kagorogoro,763.5135135135135,Rukungiri
Kafu-Kajubwe,1027.2972972972973,Rukungiri
Kato-Mushunga,20.27027027027027,Rukungiri
Nyakaju,389.18918918918916,Rukungiri
Burebane_Katonya,768.5135135135135,Rukungiri
Kafu-Kabuzigye,752.7027027027027,Rukungiri
Kato-Kashenyi,541.8918918918919,Rukungiri
Kato-Ndyabihanga,760.8108108108108,Rukungiri
Kafu-Kijubwe,391.8918918918919,Rukungiri
Kafu-Kijubwe,554.0540540540541,Rukungiri
Kitookye,480.5405405405405,Rukungiri
Kato-Mugurante,678.3783783783783,Rukungiri
Kato-Mukajagiro,367.2972972972973,Rukungiri
Kato-Kashenyi,678.3783783783783,Rukungiri
Kagati,677.027027027027,Rukungiri
Kafu-Nyamabare,480.81081081081084,Rukungiri
Rugarama_Katonya,418.9189189189189,Rukungiri
Rugarama_Katonya,418.9189189189189,Rukungiri
Kahama,787.027027027027,Rukungiri
Kato-Mukajagiro,471.6216216216216,Rukungiri
Kafu-Rugandu,229.72972972972974,Rukungiri
Kafu-Nyabishaki,691.6216216216217,Rukungiri
Kafu-Nyaruziba,492.1621621621622,Rukungiri
Kato-Rutooma,648.6486486486486,Rukungiri
Kibarama,608.1081081081081,Rukungiri
Kato-Bugarama,914.972972972973,Rukungiri
Kato-Rwangura,949.3243243243244,Rukungiri
Kafu-Rugandu,64.1891891891892,Rukungiri
Kato-Ndyabihanga,472.97297297297297,Rukungiri
Kato-Rutooma,530.8648648648649,Rukungiri
Kafu-Kagasha,378.5405405405405,Rukungiri
Rugarama_Katonya,950.0,Rukungiri
Rugarama_Katonya,950.0,Rukungiri
Kikoni B,679.4594594594595,Rukungiri
Kafu-Kafunjo Cell,910.8108108108108,Rukungiri
Kafu-Bugandaza,771.6216216216217,Rukungiri
Kafu-Rugazi,778.6486486486486,Rukungiri
Kato-Nyakabare,871.6216216216217,Rukungiri
Kato-Mukajagiro,589.1891891891892,Rukungiri
Karuhara,589.7297297297297,Rukungiri
Kato-Nyakabungo,946.2162162162163,Rukungiri
Kyanyamishwa,328.3783783783784,Rukungiri
Kato-Nyarubira,557.5675675675676,Rukungiri
Burebane_Katonya,755.4054054054054,Rukungiri
Kafu-Nyakakizi,415.13513513513516,Rukungiri
Kato-Bugarama,320.81081081081084,Rukungiri
Kagati,768.3783783783783,Rukungiri
Karuhara,939.4594594594595,Rukungiri
Rushinya,254.05405405405406,Rukungiri
Kato-Nyakabungo,270.27027027027026,Rukungiri
Torotoro,952.972972972973,Rukungiri
Kafu-Kabuzigye,864.8648648648649,Rukungiri
Kafu-Bugomora,1020.2702702702703,Rukungiri
Torotoro,971.6216216216217,Rukungiri
Kato-Kajumera,161.0810810810811,Rukungiri
Karuhara,429.72972972972974,Rukungiri
Kagati,927.027027027027,Rukungiri
Kagorogoro,664.8648648648649,Rukungiri
Rugarama_Burama,504.05405405405406,Rukungiri
Kato-Ndyabihanga,590.8108108108108,Rukungiri
Nyakasharara,835.1351351351351,Rukungiri
Kato-Rutooma,694.5945945945946,Rukungiri
Kato-Nyakabungo,455.6756756756757,Rukungiri
Kato-Rujoka,318.1081081081081,Rukungiri
Kato-Kashenyi,391.35135135135135,Rukungiri
Kato-Mukajagiro,998.6486486486486,Rukungiri
Kahoro,776.8918918918919,Rukungiri
Kato-Kajumera,1148.3783783783783,Rukungiri
Kato-Nyarubira,499.3243243243243,Rukungiri
Rugarama_Katonya,748.3783783783783,Rukungiri
Rugarama_Katonya,748.3783783783783,Rukungiri
Kafu-Kabijaga,781.081081081081,Rukungiri
Kafu-Kafunjo Cell,859.7297297297297,Rukungiri
Kafu-Rugandu,493.2432432432432,Rukungiri
Kafu-Kagorogoro,783.8378378378378,Rukungiri
Kagati,218.9189189189189,Rukungiri
Kato-Nyakashenyi,399.4594594594595,Rukungiri
Kyanyamishwa,360.6756756756757,Rukungiri
Kato-Nyakabare,259.4594594594595,Rukungiri
Kafu-Kafunjo Cell,780.5405405405405,Rukungiri
Kafu-Nyamabare,739.1891891891892,Rukungiri
Kato-Nyakashenyi,674.3243243243244,Rukungiri
Kafu-Rugandu,963.5135135135135,Rukungiri
Kato-Mukajagiro,687.8378378378378,Rukungiri
Kyanyamishwa,210.8108108108108,Rukungiri
Rugarama_Burama,656.7567567567568,Rukungiri
Nyakaju,493.2432432432432,Rukungiri
Kato-Ruhonwa,362.1621621621622,Rukungiri
Kato-Nyakashenyi,850.0,Rukungiri
Kagati,472.97297297297297,Rukungiri
Rugarama_Burama,484.3243243243243,Rukungiri
Kabeshekyere,1145.5405405405406,Rukungiri
Kagorogoro,1051.3513513513512,Rukungiri
Kafu-Kafunjo Cell,441.2162162162162,Rukungiri
Kafu-Nyabishaki,695.9459459459459,Rukungiri
Kafu-Rutooma,168.9189189189189,Rukungiri
Karuhara,935.1351351351351,Rukungiri
Kagati,470.0,Rukungiri
Kagati,359.4594594594595,Rukungiri
Rushinya,1039.1891891891892,Rukungiri
Kafu-Rutooma,513.5135135135135,Rukungiri
Kato-Rujoka,809.7297297297297,Rukungiri
Kato-Nyarubira,404.05405405405406,Rukungiri
Rugarama_Katonya,528.3783783783783,Rukungiri
Rugarama_Katonya,528.3783783783783,Rukungiri
Kafu-Nyaruziba,550.8108108108108,Rukungiri
Kahama,565.6756756756756,Rukungiri
Kafu-Nyamabare,362.2972972972973,Rukungiri
Kafu-Rutooma,1032.7027027027027,Rukungiri
Kato-Rutooma,998.6486486486486,Rukungiri
Kato-Rwangura,890.8108108108108,Rukungiri
Kafu-Kabijaga,989.1891891891892,Rukungiri
Rugarama_Katonya,289.18918918918916,Rukungiri
Rugarama_Katonya,289.18918918918916,Rukungiri
Kato-Nyakabungo,719.7297297297297,Rukungiri
Rugarama_Katonya,109.72972972972973,Rukungiri
Rugarama_Katonya,109.72972972972973,Rukungiri
Kikoni B,1106.7567567567567,Rukungiri
Kato-Kajumera,985.4054054054054,Rukungiri
Kato-Kashenyi,419.6216216216216,Rukungiri
Kato-Ruhonwa,762.2702702702703,Rukungiri
Kato-Mugurante,728.3783783783783,Rukungiri
Kafu-Rugazi,1132.027027027027,Rukungiri
Kato-Mugurante,944.5945945945946,Rukungiri
Kagati,1229.7297297297298,Rukungiri
Kato-Nyarubira,481.0810810810811,Rukungiri
Karuhara,402.43243243243245,Rukungiri
Kato-Ruhonwa,658.7567567567568,Rukungiri
Kato-Bugarama,378.3783783783784,Rukungiri
Kato-Rujoka,701.081081081081,Rukungiri
Kato-Mugurante,435.13513513513516,Rukungiri
Kafu-Kagasha,402.7027027027027,Rukungiri
Kahoro,752.2972972972973,Rukungiri
Kafu-Kafunjo Cell,907.027027027027,Rukungiri
Kato-Kajumera,978.3783783783783,Rukungiri
Kahama,357.02702702702703,Rukungiri
Kyanika B,1160.8108108108108,Rukungiri
Rugarama_Katonya,1063.5135135135135,Rukungiri
Kikoni B,558.918918918919,Rukungiri
Kafu-Nyakakizi,536.2162162162163,Rukungiri
Nyakasharara,1050.2702702702702,Rukungiri
Kato-Nyakashenyi,558.1081081081081,Rukungiri
Kitookye,354.05405405405406,Rukungiri
Torotoro,802.7027027027027,Rukungiri
Kyanika A,244.59459459459458,Rukungiri
Kafu-Nyabishaki,314.86486486486484,Rukungiri
Kato-Nyakabungo,202.7027027027027,Rukungiri
Kato-Kashenyi,470.0,Rukungiri
Kafu-Kagorogoro,1217.0648648648648,Rukungiri
Kafu-Bugandaza,574.4594594594595,Rukungiri
Kato-Ndyabihanga,710.8108108108108,Rukungiri
Kafu-Kafunjo Cell,741.8918918918919,Rukungiri
Rugarama_Burama,297.2972972972973,Rukungiri
Kato-Kashenyi,193.24324324324326,Rukungiri
Kibarama,733.7837837837837,Rukungiri
Kato-Rujoka,955.4054054054054,Rukungiri
Kato-Kajumera,881.2837837837837,Rukungiri
Kato-Mushunga,1206.2162162162163,Rukungiri
Kato-Bugarama,831.081081081081,Rukungiri
Kafu-Kabuzigye,940.8108108108108,Rukungiri
Kagati,914.8648648648649,Rukungiri
Kafu-Kabuzigye,751.6216216216217,Rukungiri
Kikoni B,483.7837837837838,Rukungiri
Rugarama_Katonya,1080.8108108108108,Rukungiri
Kato-Mushunga,1069.7297297297298,Rukungiri
Rugarama_Katonya,1083.5135135135135,Rukungiri
Rushinya,1174.8648648648648,Rukungiri
Kato-Nyakashenyi,617.8378378378378,Rukungiri
Kafu-Nyakakizi,354.86486486486484,Rukungiri
Kato-Nyakabungo,821.8918918918919,Rukungiri
Kafu-Kajubwe,1276.3513513513512,Rukungiri
Kato-Kashenyi,191.8918918918919,Rukungiri
Kato-Nyakabare,858.1081081081081,Rukungiri
Rugarama_Katonya,870.0,Rukungiri
Rugarama_Katonya,870.0,Rukungiri
Kafu-Nyaruziba,839.1891891891892,Rukungiri
Kafu-Rugazi,746.2162162162163,Rukungiri
Kafu-Nyaruziba,535.1351351351351,Rukungiri
Kato-Nyakashenyi,546.7567567567568,Rukungiri
Nyakasharara,364.86486486486484,Rukungiri
Kato-Ruhonwa,502.7027027027027,Rukungiri
Kafu-Rugazi,840.8108108108108,Rukungiri
Rugarama_Katonya,875.6756756756756,Rukungiri
Rugarama_Katonya,875.6756756756756,Rukungiri
Kamira,905.4054054054054,Rukungiri
Kato-Ruhonwa,318.9189189189189,Rukungiri
Kyanika B,476.35135135135135,Rukungiri
Burebane_Katonya,929.4594594594595,Rukungiri
Nyakatokye,352.43243243243245,Rukungiri
Karuhara,795.9459459459459,Rukungiri
Nyakaju,506.35135135135135,Rukungiri
Kafu-Bugandaza,1080.0,Rukungiri
Burebane_Katonya,1091.8918918918919,Rukungiri
Kato-Nyarubira,1016.2162162162163,Rukungiri
Rwemirongo,575.4054054054054,Rukungiri
Kato-Mushunga,962.1621621621622,Rukungiri
Kato-Rwangura,1350.945945945946,Rukungiri
Kitookye,678.6486486486486,Rukungiri
Kibarama,774.3243243243244,Rukungiri
Kato-Mushunga,980.0,Rukungiri
Kato-Rujoka,454.86486486486484,Rukungiri
Kato-Mugurante,1310.0,Rukungiri
Kato-Nyakabare,534.0,Rukungiri
Kato-Mugurante,247.2972972972973,Rukungiri
Kafu-Kijubwe,414.86486486486484,Rukungiri
Kato-Rwangura,1281.8918918918919,Rukungiri
Kafu-Bugandaza,1177.027027027027,Rukungiri
Kahama,1314.3243243243244,Rukungiri
Kato-Nyarubira,1117.5675675675675,Rukungiri
Kato-Kashenyi,247.56756756756758,Rukungiri
Kafu-Kijubwe,745.9459459459459,Rukungiri
Rugarama_Katonya,1034.5945945945946,Rukungiri
Rugarama_Katonya,1034.5945945945946,Rukungiri
Kafu-Rutooma,840.8108108108108,Rukungiri
Kato-Ndyabihanga,237.83783783783784,Rukungiri
Kahoro,689.8648648648649,Rukungiri
Rushinya,883.7837837837837,Rukungiri
Kabeshekyere,148.9189189189189,Rukungiri
Nyakaju,520.5405405405405,Rukungiri
Kato-Mushunga,1162.162162162162,Rukungiri
Kahoro,467.43243243243245,Rukungiri
Kato-Nyakabungo,1122.7027027027027,Rukungiri
Nyakatokye,81.08108108108108,Rukungiri
Rwemirongo,1350.8108108108108,Rukungiri
Kato-Nyarubira,1192.4324324324325,Rukungiri
Rushinya,1462.7027027027027,Rukungiri
Rushinya,502.1621621621622,Rukungiri
Kitookye,1291.8918918918919,Rukungiri
Torotoro,1148.6486486486488,Rukungiri
Kafu-Bugomora,764.3243243243244,Rukungiri
Kahoro,676.6756756756756,Rukungiri
Kato-Nyakabungo,1138.3783783783783,Rukungiri
Kikoni A,516.2162162162163,Rukungiri
Kahoro,1285.0,Rukungiri
Kafu-Rugazi,1202.7027027027027,Rukungiri
Kato-Mugurante,1258.918918918919,Rukungiri
Rugarama_Katonya,1225.1351351351352,Rukungiri
Rugarama_Katonya,1225.1351351351352,Rukungiri
Burebane_Katonya,1331.081081081081,Rukungiri
Rushinya,1386.4864864864865,Rukungiri
Karuhara,1341.8918918918919,Rukungiri
Kato-Nyarubira,1232.4324324324325,Rukungiri
Kato-Rujoka,1414.8648648648648,Rukungiri
Kikoni B,657.4324324324324,Rukungiri
Kyanika A,1585.1351351351352,Rukungiri
Kato-Rwangura,227.56756756756758,Rukungiri
Burebane_Katonya,877.2972972972973,Rukungiri
Kato-Ruhonwa,828.6486486486486,Rukungiri
Kato-Bugarama,447.56756756756755,Rukungiri
Kafu-Bugandaza,948.1081081081081,Rukungiri
Kato-Rujoka,706.7567567567568,Rukungiri
Kato-Bugarama,292.1621621621622,Rukungiri
Kamira,273.2432432432432,Rukungiri
Kato-Mushunga,29.72972972972973,Rukungiri
Kafu-Kajubwe,1121.8918918918919,Rukungiri
Kato-Ruhonwa,243.24324324324326,Rukungiri
Kato-Ruhonwa,701.3513513513514,Rukungiri
Kato-Kajumera,975.9459459459459,Rukungiri
Kafu-Nyamabare,240.54054054054055,Rukungiri
Kagati,575.6756756756756,Rukungiri
Kato-Bugarama,546.2162162162163,Rukungiri
Rugarama_Katonya,1095.4054054054054,Rukungiri
Rugarama_Katonya,1095.4054054054054,Rukungiri
Rushinya,485.94594594594594,Rukungiri
Kagati,945.9459459459459,Rukungiri
Kikoni A,1003.2432432432432,Rukungiri
Kyanika A,678.3783783783783,Rukungiri
Kafu-Kijubwe,811.6216216216217,Rukungiri
Kafu-Nyabishaki,521.6216216216217,Rukungiri
Kabeshekyere,1241.081081081081,Rukungiri
Nyakatokye,917.027027027027,Rukungiri
Rwemirongo,1406.7567567567567,Rukungiri
Kato-Nyakabare,317.02702702702703,Rukungiri
Nyakaju,345.6756756756757,Rukungiri
Kahama,1510.5405405405406,Rukungiri
Kabeshekyere,1342.972972972973,Rukungiri
Kato-Mushunga,1255.4054054054054,Rukungiri
Kafu-Kafunjo Cell,1172.4324324324325,Rukungiri
Kato-Nyarubira,1227.027027027027,Rukungiri
Kikoni A,1494.5945945945946,Rukungiri
Kato-Ndyabihanga,1633.7837837837837,Rukungiri
Nyakatokye,708.1081081081081,Rukungiri
Kafu-Rutooma,1042.162162162162,Rukungiri
Kagorogoro,551.6216216216217,Rukungiri
Kafu-Kijubwe,931.8918918918919,Rukungiri
Kyanika B,589.1891891891892,Rukungiri
Kafu-Kagorogoro,1137.027027027027,Rukungiri
Kafu-Nyaruziba,717.5675675675676,Rukungiri
Nyakaju,1591.3513513513512,Rukungiri
Kato-Rutooma,857.4324324324324,Rukungiri
Rugarama_Burama,1071.6216216216217,Rukungiri
Kafu-Kabijaga,1263.5135135135135,Rukungiri
