pre_district,pre_village,pre_cluster,GPS-Altitude,hhh_age,Land_size_agriculture,Time_to_collect_Water_for_Household_use_Minutes,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield
Kagadi,Nyakasozi B,Nyakasozi,1220.7,55.0,0.25,55.0,,,,,,,,,,,
Kagadi,Nyakasozi B,Nyakasozi,1149.8,83.0,3.875,60.0,,,,,,,,,,,100.0
Kagadi,Rwabituju,Nyakasozi,1029.8,25.0,1.0,60.0,51.0,,,,,,,,,,
Kagadi,Rwabituju,Nyakasozi,1001.3,25.0,0.25,40.0,,,,,,,,,,0.0,
Kagadi,Nyaruhanga,Nyakasozi,1108.1,32.0,0.0,60.0,,,,,,,,,,,
Kagadi,Rwabituju,Nyakasozi,921.0,22.0,0.0,180.0,,,,,,,,,,,
Kagadi,Nyakasozi B,Nyakasozi,1221.7,50.0,1.0,60.0,,,,,,,,,,,
Kagadi,Rwabituju,Nyakasozi,980.4,46.0,0.0,180.0,,,,,,,,,,,
Kagadi,Kagarama A,Nyakasozi,1141.4,45.0,1.0,40.0,,,,,,,,,,,
Kagadi,Kagarama A,Nyakasozi,1121.0,76.0,1.7,50.0,2.5,,,,2.0,,,,,0.0,0.0
Kagadi,Nyakasozi B,Nyakasozi,1148.3,78.0,1.75,45.0,,,,,,,,,,,
Kagadi,Nyakasozi B,Nyakasozi,1220.6,36.0,0.5,180.0,,,,,,,,,,,4.0
Kagadi,Nyakasozi B,Nyakasozi,1220.5,36.0,0.5,60.0,,,,,,,,,,,
Kagadi,Galiboleka B,Nyakasozi,1147.1,30.0,0.0,40.0,206.0,,,,110.0,,,,,,
Kagadi,Galiboleka B,Nyakasozi,1153.7,75.0,0.0,24.0,230.0,,,,,,,,,0.0,
Kagadi,Kagarama A,Nyakasozi,1134.9,50.0,2.75,40.0,2.0,,,,3.0,,,,,8.0,
Kagadi,Rwabituju,Nyakasozi,1023.2,38.0,0.0,60.0,140.0,,,,,,,,,,
Kagadi,Nyakasozi B,Nyakasozi,1136.5,41.0,9.75,30.0,,,,,,,,,,,
Kagadi,Galiboleka B,Nyakasozi,1184.1,35.0,2.75,10.0,125.0,,,,,,,,,,0.0
Kagadi,Galiboleka A,Nyakasozi,1153.0,45.0,0.75,40.0,230.0,,7.0,,,,,,,,0.0
Kagadi,Nyakaina,Nyakasozi,1155.7,53.0,0.875,80.0,200.0,,,,75.0,,,,,30.0,
Kagadi,Rwabituju,Nyakasozi,1025.5,72.0,0.0,30.0,51.0,,,,7.0,,,,,,0.0
Kagadi,Rwabituju,Nyakasozi,993.1,60.0,9.0,20.0,140.0,,,,,,,,,,0.0
Kagadi,Galiboleka B,Nyakasozi,1164.9,30.0,0.65,40.0,125.0,,,,,,,,,0.0,
Kagadi,Rwabituju,Nyakasozi,1116.9,28.0,0.0,180.0,,,,,70.0,,,,,,
Kagadi,Kagarama  B,Nyakasozi,1140.0,53.0,1.2,30.0,100.0,,,,95.0,,,3.0,,8.0,10.0
Kagadi,Nyaruhanga,Nyakasozi,1167.2,35.0,0.35,60.0,,,,,,,,,,30.0,
Kagadi,Nyakaina,Nyakasozi,1150.5,68.0,0.75,50.0,220.0,,,,130.0,,,,,,
Kagadi,Galiboleka A,Nyakasozi,1140.2,45.0,1.75,15.0,280.0,,,,,,,,,,
Kagadi,Nyakaina,Nyakasozi,1163.7,35.0,0.25,20.0,150.0,3.0,,,,,,,,,
Kagadi,Galiboleka B,Nyakasozi,1152.3,36.0,0.0,30.0,110.0,,,,,,,,,,
Kagadi,Galiboleka A,Nyakasozi,1167.2,35.0,0.44999999999999996,30.0,265.0,,,,,,,,,,
Kagadi,Nyaruhanga,Nyakasozi,1104.3,60.0,1.0899999999999999,60.0,60.0,,,,,,,5.0,45.0,10.0,
Kagadi,Kagarama  B,Nyakasozi,1135.9,56.0,0.0,60.0,215.0,,,,,,,,,20.0,
Kagadi,Nyakasozi B,Nyakasozi,1151.5,47.0,0.0,60.0,,,,,,,,,,,
Kagadi,Galiboleka B,Nyakasozi,1171.8,37.0,0.0,60.0,125.0,,,,60.0,,,,,0.0,
Kagadi,Galiboleka B,Nyakasozi,1180.9,30.0,0.0,60.0,225.0,,,,,,,,,0.0,
Kagadi,Nyakaina,Nyakasozi,1163.0,60.0,0.75,120.0,110.0,,,,85.0,,,,,,
Kagadi,Galiboleka A,Nyakasozi,1111.7,84.0,0.75,30.0,175.0,,6.0,,,,,,,,
Kagadi,Nyakaina,Nyakasozi,1153.2,61.0,0.25,10.0,225.0,,,,75.0,,,,,,
Kagadi,Galiboleka A,Nyakasozi,1137.6,44.0,0.75,20.0,105.0,,,,160.0,,,,,0.0,
Kagadi,Nyakaina,Nyakasozi,1149.8,23.0,0.375,50.0,,,,,,,,,,60.0,
Kagadi,Galiboleka B,Nyakasozi,1155.6,51.0,1.25,50.0,85.0,3.0,,,,,,,,,
Kagadi,Rwabituju,Nyakasozi,1131.1,44.0,0.625,180.0,95.0,,,,,,,,,,
Kagadi,Kagarama  B,Nyakasozi,1139.3,66.0,0.0,60.0,,,,,,,,,,60.0,
Kagadi,Nyakaina,Nyakasozi,1160.8,31.0,0.0,30.0,220.0,,,,145.0,,,,,,
Kagadi,Kagarama A,Nyakasozi,1139.2,45.0,2.8,120.0,3.0,,,,87.0,,,3.0,,0.0,
Kagadi,Galiboleka B,Nyakasozi,1159.4,30.0,1.75,30.0,110.0,,,,,,,,,0.0,
Kagadi,Nyaruhanga,Nyakasozi,1114.6,80.0,0.5,60.0,80.0,,,,,,,,,20.0,50.0
Kagadi,Kagarama A,Nyakasozi,1065.9,46.0,0.75,15.0,6.5,10.0,,,,,,,,,
Kagadi,Galiboleka A,Nyakasozi,1154.5,47.0,1.75,20.0,175.0,,,,130.0,,,,,,
Kagadi,Kagarama A,Nyakasozi,1157.8,60.0,0.39999999999999997,90.0,90.0,,,,100.0,,,,,,
Kagadi,Nyaruhanga,Nyakasozi,1118.5,38.0,0.44999999999999996,60.0,,,,,,,,,,20.0,
Kagadi,Nyakasozi B,Nyakasozi,1134.8,59.0,5.0,30.0,,,,,,,,,,,
Kagadi,Galiboleka A,Nyakasozi,1169.9,30.0,1.375,60.0,110.0,,3.0,,,,,5.0,,40.0,
Kagadi,Nyaruhanga,Nyakasozi,1095.5,42.0,2.0900000000000003,60.0,120.0,,4.0,,,,,3.0,,30.0,0.0
Kagadi,Galiboleka B,Nyakasozi,1144.5,46.0,0.0,30.0,160.0,,,,115.0,,,,,0.0,0.0
Kagadi,Nyaruhanga,Nyakasozi,1076.9,44.0,0.19999999999999996,60.0,90.0,,,,,,,,,30.0,100.0
Kagadi,Nyaruhanga,Nyakasozi,1098.7,42.0,1.0,90.0,90.0,,,,110.0,,,,,30.0,100.0
Kagadi,Kagarama  B,Nyakasozi,1125.8,31.0,0.0,60.0,,,,,,,,,,90.0,
Kagadi,Kagarama  B,Nyakasozi,1088.2,28.0,0.0,30.0,210.0,,,,,,,,,,
Kagadi,Nyaruhanga,Nyakasozi,1087.9,60.0,2.88,50.0,140.0,,5.0,,,,,2.0,,30.0,
Kagadi,Kagarama A,Nyakasozi,1139.6,76.0,0.5,70.0,125.0,,,,,,,1.0,,10.0,100.0
Kagadi,Nyakaina,Nyakasozi,1097.5,46.0,0.75,20.0,110.0,2.0,,,,,,,,,
Kagadi,Nyakaina,Nyakasozi,1132.0,31.0,0.75,38.0,150.0,,,,85.0,,,,,50.0,
Kagadi,Kagarama  B,Nyakasozi,1154.2,56.0,1.05,30.0,110.0,,2.5,,120.0,,,2.0,,3.0,5.0
Kagadi,Kagarama  B,Nyakasozi,1149.3,54.0,0.0,60.0,,,,,,,,,,,
Kagadi,Galiboleka A,Nyakasozi,1167.3,50.0,0.875,30.0,140.0,,3.0,,,,,7.0,,20.0,50.0
Kagadi,Galiboleka B,Nyakasozi,1132.9,28.0,0.0,50.0,100.0,,,,,,,,,0.0,0.0
Kagadi,Nyakasozi B,Nyakasozi,1219.3,52.0,1.5,40.0,,,,,,,,,,,
Kagadi,Nyaruhanga,Nyakasozi,1095.9,31.0,0.88,60.0,180.0,,,,,,,4.0,140.0,20.0,
Kagadi,Kagarama  B,Nyakasozi,1077.1,41.0,2.4,15.0,190.0,,,,165.0,,,2.5,,6.0,
Kagadi,Galiboleka A,Nyakasozi,1149.2,43.0,0.125,20.0,165.0,,1.0,,120.0,,,,,30.0,
Kagadi,Nyakaina,Nyakasozi,1135.3,49.0,0.75,4.0,140.0,,,,90.0,,,,,,
Kagadi,Kagarama  B,Nyakasozi,1123.7,46.0,0.0,60.0,155.0,,,,,,,,,70.0,50.0
Kagadi,Kagarama A,Nyakasozi,1141.0,36.0,0.8,90.0,170.0,,,,110.0,,,1.6,,20.0,
Kagadi,Nyaruhanga,Nyakasozi,1081.6,62.0,3.47,60.0,130.0,,,,,,,3.0,130.0,50.0,
Kagadi,Nyakaina,Nyakasozi,1140.7,27.0,0.875,30.0,200.0,,,,,,,,,50.0,
Kagadi,Kagarama  B,Nyakasozi,1121.8,45.0,1.8,30.0,150.0,,3.5,,110.0,,,2.5,,6.0,0.0
Kagadi,Nyakaina,Nyakasozi,1157.3,39.0,0.375,40.0,,,,,,,,,,30.0,50.0
Kagadi,Kagarama A,Nyakasozi,1147.5,47.0,1.3,80.0,195.0,,2.2,,115.0,,,2.4,135.0,25.0,50.0
Kagadi,Nyaruhanga,Nyakasozi,1092.0,46.0,2.88,60.0,70.0,,2.0,,,,,5.0,,40.0,40.0
Kagadi,Kagarama A,Nyakasozi,1127.9,45.0,0.7,90.0,140.0,,3.0,,130.0,,,,,,
Kagadi,Galiboleka A,Nyakasozi,1159.2,46.0,9.375,30.0,110.0,,5.0,,130.0,,,,5.0,40.0,3.0
Kagadi,Kagarama A,Nyakasozi,1147.5,50.0,2.8,80.0,90.0,,5.0,,155.0,,,4.0,120.0,40.0,40.0
Kagadi,Kagarama  B,Nyakasozi,1139.8,62.0,3.1,45.0,170.0,,4.5,,70.0,,,4.5,70.0,10.0,30.0
Kagadi,Galiboleka A,Nyakasozi,1161.2,49.0,2.375,30.0,85.0,,2.0,,,,,2.0,,40.0,100.0
Kagadi,Kagarama A,Nyakasozi,1141.0,58.0,1.0,60.0,220.0,,2.6,,115.0,,,,,40.0,50.0
Kagadi,Nyakasozi B,Nyakasozi,1218.7,53.0,1.0,50.0,,,,,,,,,,,
Kagadi,Rwabituju,Nyakasozi,872.2,36.0,1.5,180.0,,,,,,,,,,,
Kagadi,Galiboleka A,Nyakasozi,1150.7,27.0,2.875,30.0,155.0,,4.0,,115.0,,,9.0,840.0,60.0,
Kagadi,Rwabituju,Nyakasozi,1028.1,45.0,2.5,40.0,4.0,,,,,,,,,,0.0
Kagadi,Rwabituju,Nyakasozi,1510.0,36.0,1.0,60.0,125.0,,,,,,,,,,
Kagadi,Kagarama  B,Nyakasozi,1197.8,32.0,3.5,60.0,145.0,,,,80.0,,,3.0,190.0,10.0,40.0
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
