pre_district,pre_village,pre_cluster,GPS-Altitude,hhh_age,Land_size_agriculture,Time_to_collect_Water_for_Household_use_Minutes,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield
Kagadi,Ndeeba_A,Ndeeba,1118.2,45.0,0.0,60.0,150.0,,,,125.0,,,,,,
Kagadi,Kibuga_A,Ndeeba,1100.3,48.0,0.5,20.0,240.0,,,,,,,,,,
Kagadi,Kibanda_A,Ndeeba,1083.9,50.0,0.0,5.0,,,,,,,,,,,
Kagadi,Kibanda_TC,Ndeeba,1040.9,52.0,0.5,15.0,150.0,,,,,,,,,,
Kagadi,Ndeeba_A,Ndeeba,1117.7,33.0,1.0,40.0,90.0,,,,,,,,,,0.0
Kagadi,Kinaaba_B,Ndeeba,1101.8,75.0,0.5,40.0,170.0,,,,133.0,,,,,20.0,0.0
Kagadi,Kinaaba_B,Ndeeba,1106.2,45.0,0.25,30.0,260.0,,,,105.0,,,,,,
Kagadi,Karama_Kinaaba,Ndeeba,1093.8,40.0,0.0,60.0,152.0,,,,205.0,,,,,,
Kagadi,Ndeeba_B,Ndeeba,1047.0,23.0,0.0,60.0,166.0,,,,,,,,,,
Kagadi,Ndeeba_A,Ndeeba,1111.1,24.0,0.5,120.0,70.0,,,,220.0,,,,,,
Kagadi,Karama_Kinaaba,Ndeeba,1104.2,70.0,0.0,60.0,95.0,,,,140.0,,,,,,
Kagadi,Kinaaba_B,Ndeeba,1092.5,71.0,0.25,30.0,185.0,,,,130.0,,,,,,0.0
Kagadi,Kasimbi,Ndeeba,1068.7,46.0,0.5,20.0,100.0,,,,,,,,,,30.0
Kagadi,Kinaaba_B,Ndeeba,1095.1,24.0,0.25,60.0,,,,,,,,,150.0,,0.0
Kagadi,Ndeeba_A,Ndeeba,1113.7,25.0,0.0,30.0,200.0,,,,140.0,,,,,,
Kagadi,Kibanda_B,Ndeeba,1053.7,47.0,1.75,30.0,290.0,,,,175.0,,,,,,
Kagadi,Kibuga_A,Ndeeba,1061.7,36.0,3.0,60.0,145.0,,,,110.0,,,,,25.0,0.0
Kagadi,Kinaaba_A,Ndeeba,1104.8,74.0,0.25,40.0,,,,,155.0,,,,,,60.0
Kagadi,Kibuga_B,Ndeeba,1110.8,28.0,0.0,30.0,,,,,,,,,,,
Kagadi,Kibanda_A,Ndeeba,1079.3,76.0,0.5,60.0,90.0,,,,85.0,,,,,5.0,
Kagadi,Ndeeba_B,Ndeeba,1098.3,42.0,1.5,25.0,105.0,,,,135.0,,,,,45.0,
Kagadi,Kanyinya_Rugashari,Ndeeba,1109.8,48.0,0.125,40.0,230.0,,,,140.0,,,,,,0.0
Kagadi,Kasimbi,Ndeeba,1069.8,40.0,0.75,40.0,,,,,,,,,,0.0,0.0
Kagadi,Kibanda_A,Ndeeba,1100.9,40.0,1.5,10.0,140.0,,,,,,,,,60.0,
Kagadi,Kinaaba_B,Ndeeba,1107.0,50.0,1.5,40.0,275.0,,,,180.0,,,,,5.0,
Kagadi,Ndeeba_B,Ndeeba,1084.8,28.0,0.25,60.0,79.0,,,,130.0,,,,,,
Kagadi,Kibanda_B,Ndeeba,1017.8,43.0,0.625,30.0,220.0,,,,,,,,,,100.0
Kagadi,Karama_Kinaaba,Ndeeba,1097.9,64.0,0.25,40.0,200.0,,,,175.0,,,6.0,,,
Kagadi,Kinaaba_B,Ndeeba,1099.7,49.0,1.5,60.0,,,,,110.0,,,,,,80.0
Kagadi,Kibanda_B,Ndeeba,1071.5,48.0,0.0,50.0,110.0,,,,130.0,,,,,,
Kagadi,Kibuga_A,Ndeeba,1106.2,43.0,0.25,30.0,162.0,,,,150.0,,,,,,
Kagadi,Ndeeba_B,Ndeeba,1061.1,35.0,0.25,60.0,145.0,,,,160.0,,,,,,
Kagadi,Kibuga_B,Ndeeba,1125.2,44.0,0.0,4.0,,,,,,,,,,,
Kagadi,Kanyinya_Rugashari,Ndeeba,1122.8,41.0,1.75,40.0,85.0,,,,120.0,,,,,,
Kagadi,Kibuga_B,Ndeeba,1109.0,22.0,0.0,30.0,,,,,,,,,,0.0,
Kagadi,Kibanda_A,Ndeeba,1073.6,39.0,0.25,60.0,95.0,,,,,,,,,,
Kagadi,Kibanda_A,Ndeeba,1089.5,40.0,1.25,60.0,100.0,,,,155.0,,,,45.0,10.0,10.0
Kagadi,Kibanda_B,Ndeeba,1053.7,70.0,0.25,40.0,,,,,,,,,,,
Kagadi,Karama_Kinaaba,Ndeeba,1098.9,33.0,0.5,40.0,175.0,,,,260.0,,,,,10.0,
Kagadi,Kibanda_TC,Ndeeba,1051.6,37.0,0.0,30.0,85.0,,,,125.0,,,,,,
Kagadi,Kinaaba_A,Ndeeba,1107.2,38.0,0.125,50.0,,,,,130.0,,,,,,
Kagadi,Kinaaba_A,Ndeeba,1073.9,67.0,2.0,15.0,112.0,,,,,,,,,,
Kagadi,Kanyinya_Rugashari,Ndeeba,1128.3,43.0,1.25,60.0,260.0,,,,120.0,,,,,,
Kagadi,Kibuga_B,Ndeeba,1109.6,30.0,0.25,60.0,,,,,,,,,,,
Kagadi,Kibanda_A,Ndeeba,1080.3,31.0,0.5,60.0,70.0,,,,,,,,,5.0,
Kagadi,Kibanda_A,Ndeeba,1119.5,67.0,0.0,1.0,70.0,,,,120.0,,,,,,
Kagadi,Kibuga_B,Ndeeba,1131.8,40.0,0.25,60.0,,,,,,,,,,,
Kagadi,Kibanda_B,Ndeeba,1051.5,30.0,0.0,40.0,100.0,,,,,,,,,,
Kagadi,Kinaaba_B,Ndeeba,1114.3,34.0,0.225,30.0,80.0,,,,230.0,,,,,,
Kagadi,Kibuga_B,Ndeeba,1120.2,42.0,0.25,60.0,175.0,,,,,,,,,,
Kagadi,Kanyinya_Rugashari,Ndeeba,1117.1,65.0,0.25,40.0,150.0,,,,155.0,,,,,,
Kagadi,Kibanda_TC,Ndeeba,1077.7,38.0,0.25,20.0,155.0,,,,,,,,,,20.0
Kagadi,Kibuga_A,Ndeeba,1218.8,35.0,0.25,30.0,110.0,,,,165.0,,,,,,0.0
Kagadi,Kibuga_A,Ndeeba,1098.2,63.0,0.75,60.0,210.0,,6.0,,,,,,160.0,30.0,
Kagadi,Kanyinya_Rugashari,Ndeeba,1113.0,45.0,1.25,60.0,,,,,180.0,,,,,,
Kagadi,Kibanda_A,Ndeeba,1070.5,26.0,0.25,30.0,90.0,,,,,,,,,80.0,20.0
Kagadi,Ndeeba_A,Ndeeba,1055.1,55.0,0.5,30.0,,,,,,,,,,,
Kagadi,Kinaaba_A,Ndeeba,1093.5,44.0,1.0,50.0,130.0,,,,145.0,,,,,,
Kagadi,Kanyinya_Rugashari,Ndeeba,1107.2,58.0,0.25,40.0,90.0,,,,120.0,,,,,15.0,0.0
Kagadi,Kanyinya_Rugashari,Ndeeba,1091.5,25.0,0.25,30.0,115.0,,,,90.0,,,,,5.0,
Kagadi,Kinaaba_A,Ndeeba,1105.3,56.0,0.25,30.0,,,,,,,,,,,
Kagadi,Kasimbi,Ndeeba,1077.4,60.0,1.75,20.0,165.0,,7.0,,115.0,,,4.0,,,70.0
Kagadi,Ndeeba_B,Ndeeba,1075.5,40.0,0.25,60.0,120.0,,,,140.0,,,,,,
Kagadi,Karama_Kinaaba,Ndeeba,1107.1,37.0,0.5,60.0,140.0,,,,,,,,,,
Kagadi,Kasimbi,Ndeeba,1068.7,38.0,0.375,120.0,150.0,,,,,,,,,,
Kagadi,Kibuga_A,Ndeeba,1105.4,56.0,0.75,55.0,,,,,220.0,,,,,25.0,
Kagadi,Kinaaba_B,Ndeeba,1107.5,50.0,0.25,10.0,80.0,,,,145.0,,,,290.0,,
Kagadi,Ndeeba_A,Ndeeba,1132.5,71.0,2.0,60.0,240.0,,,,200.0,,,,,,90.0
Kagadi,Ndeeba_B,Ndeeba,1109.1,53.0,0.25,30.0,130.0,,10.0,,130.0,,,,,,0.0
Kagadi,Kinaaba_A,Ndeeba,1111.1,62.0,1.0,50.0,170.0,,,,130.0,,,4.0,,,90.0
Kagadi,Kinaaba_B,Ndeeba,1107.8,50.0,0.75,40.0,265.0,,,,150.0,,,,,,
Kagadi,Ndeeba_B,Ndeeba,1060.0,65.0,1.25,10.0,135.0,,,,80.0,,,,,25.0,
Kagadi,Kasimbi,Ndeeba,1068.8,24.0,0.2,40.0,145.0,,,,145.0,,,,,,0.0
Kagadi,Kibanda_A,Ndeeba,1080.3,35.0,0.5,30.0,,,,,,,,,,60.0,
Kagadi,Kibanda_TC,Ndeeba,1058.2,56.0,0.75,10.0,240.0,,,,175.0,,,,,15.0,
Kagadi,Kinaaba_A,Ndeeba,1115.2,53.0,1.0,60.0,,,,,105.0,,,,,,
Kagadi,Kibuga_B,Ndeeba,1120.9,68.0,0.8,80.0,,,,,,,,,,,
Kagadi,Kanyinya_Rugashari,Ndeeba,1104.7,56.0,1.0,20.0,115.0,,,,140.0,,,,,,100.0
Kagadi,Kibanda_A,Ndeeba,1079.4,55.0,0.75,60.0,90.0,,,,115.0,,,,,10.0,
Kagadi,Karama_Kinaaba,Ndeeba,1122.2,73.0,0.5,40.0,190.0,,,,125.0,,,6.0,,,
Kagadi,Ndeeba_B,Ndeeba,1115.6,35.0,0.75,15.0,115.0,,,,175.0,,,,,20.0,
Kagadi,Kanyinya_Rugashari,Ndeeba,1112.9,45.0,1.75,120.0,,,,,,,,,,,
Kagadi,Karama_Kinaaba,Ndeeba,1093.8,48.0,0.25,60.0,188.0,,,,,,,1.5,,,
Kagadi,Kanyinya_Rugashari,Ndeeba,1100.1,22.0,0.0,40.0,,,,,170.0,,,,,0.0,
Kagadi,Karama_Kinaaba,Ndeeba,1107.9,40.0,0.75,50.0,135.0,8.0,,,135.0,,,,,0.0,
Kagadi,Karama_Kinaaba,Ndeeba,1205.8,28.0,0.75,40.0,165.0,,,,145.0,,,,,,
Kagadi,Ndeeba_B,Ndeeba,1062.2,55.0,1.5,85.0,125.0,,,,270.0,,,,,10.0,
Kagadi,Ndeeba_B,Ndeeba,1059.9,36.0,0.5,60.0,163.0,,,,95.0,,,,,,
Kagadi,Kibanda_B,Ndeeba,1051.9,39.0,1.0,40.0,170.0,,,,,,,,,,60.0
Kagadi,Kinaaba_A,Ndeeba,1114.9,37.0,1.0,40.0,,,,,100.0,,,,230.0,,20.0
Kagadi,Kibanda_TC,Ndeeba,1063.0,24.0,0.5,30.0,170.0,,,,130.0,,,,,15.0,
Kagadi,Kasimbi,Ndeeba,1072.3,70.0,0.9,40.0,120.0,,,,85.0,,,,,38.0,30.0
Kagadi,Ndeeba_A,Ndeeba,1113.5,50.0,0.25,120.0,160.0,,,,,,,,300.0,30.0,
Kagadi,Kibanda_TC,Ndeeba,1079.0,43.0,1.0,80.0,95.0,,,,105.0,,,,,60.0,
Kagadi,Kasimbi,Ndeeba,1075.4,23.0,0.25,50.0,120.0,,,,150.0,,,,,,40.0
Kagadi,Kibanda_B,Ndeeba,1059.5,28.0,0.125,30.0,180.0,,,,,,,,,,
Kagadi,Karama_Kinaaba,Ndeeba,1110.7,38.0,0.25,60.0,122.0,,,,180.0,,,,,,
Kagadi,Kibanda_TC,Ndeeba,1056.8,54.0,1.0,10.0,225.0,,,,95.0,,,,,35.0,
Kagadi,Kanyinya_Rugashari,Ndeeba,1091.2,64.0,1.5,20.0,130.0,,,,100.0,,,,,,
Kagadi,Kanyinya_Rugashari,Ndeeba,1120.7,61.0,1.0,40.0,235.0,,,,,,,,,,0.0
Kagadi,Kanyinya_Rugashari,Ndeeba,1097.6,52.0,1.0,60.0,150.0,,,,,,,,,60.0,50.0
Kagadi,Kibanda_TC,Ndeeba,1060.9,42.0,1.25,10.0,195.0,,,,,,,,,30.0,
Kagadi,Kibanda_A,Ndeeba,1092.1,59.0,1.25,60.0,105.0,,,,155.0,,,,,2.0,20.0
Kagadi,Kibuga_A,Ndeeba,1071.1,43.0,0.5,30.0,178.0,,,,,,,,,,50.0
Kagadi,Ndeeba_A,Ndeeba,1108.5,33.0,1.75,240.0,125.0,,,,,,,,,5.0,0.0
Kagadi,Ndeeba_A,Ndeeba,1029.7,35.0,1.0,20.0,85.0,,,,130.0,,,,,50.0,0.0
Kagadi,Kibuga_B,Ndeeba,1120.2,38.0,0.25,60.0,164.0,,,,,,,,,0.0,
Kagadi,Kibuga_A,Ndeeba,1105.8,55.0,0.5,70.0,105.0,,,,115.0,,,,,0.0,
Kagadi,Kibanda_TC,Ndeeba,1076.0,30.0,1.25,30.0,150.0,,,,,,,,,25.0,
Kagadi,Kasimbi,Ndeeba,1082.1,53.0,0.75,30.0,175.0,,9.0,,105.0,,,4.0,65.0,40.0,60.0
Kagadi,Kibanda_TC,Ndeeba,1066.6,22.0,0.75,30.0,180.0,,,,,,,,,,
Kagadi,Kanyinya_Rugashari,Ndeeba,1111.9,90.0,0.25,120.0,200.0,,,,,,,,,,60.0
Kagadi,Kibanda_B,Ndeeba,1048.9,27.0,0.125,40.0,210.0,,,,,,,,,20.0,
Kagadi,Kibanda_TC,Ndeeba,1063.4,26.0,0.5,30.0,70.0,,,,185.0,,,,,,
Kagadi,Karama_Kinaaba,Ndeeba,1099.9,36.0,0.5,50.0,220.0,,,,140.0,,,,170.0,,
Kagadi,Kibuga_B,Ndeeba,1114.3,65.0,4.0,90.0,275.0,,,,145.0,,,,,,
Kagadi,Kibuga_A,Ndeeba,1104.8,54.0,0.25,12.0,255.0,,,,170.0,,,,,,
Kagadi,Kibanda_A,Ndeeba,1075.1,75.0,0.75,30.0,115.0,,,,115.0,,,,,,
Kagadi,Kanyinya_Rugashari,Ndeeba,1110.8,58.0,0.8,45.0,65.0,,,,,,,,,50.0,50.0
Kagadi,Kibuga_A,Ndeeba,1093.7,60.0,0.25,20.0,125.0,,10.0,,95.0,,,8.0,115.0,,
Kagadi,Kinaaba_B,Ndeeba,1105.7,44.0,0.0,60.0,135.0,,,,110.0,,,,,,
Kagadi,Kibuga_A,Ndeeba,1104.3,52.0,1.25,60.0,205.0,,,,305.0,,,,,25.0,
Kagadi,Ndeeba_A,Ndeeba,1051.6,23.0,0.25,20.0,,,,,115.0,,,,,60.0,
Kagadi,Kibuga_A,Ndeeba,1081.3,50.0,1.5,60.0,110.0,,,,145.0,,,,,0.0,
Kagadi,Kinaaba_A,Ndeeba,1099.7,42.0,1.0,60.0,120.0,,,,,,,,,50.0,
Kagadi,Kibanda_A,Ndeeba,1084.5,28.0,1.0,60.0,140.0,,,,160.0,,,,70.0,12.0,60.0
Kagadi,Kibuga_B,Ndeeba,1131.6,38.0,0.5,60.0,60.0,,,,130.0,,,,110.0,,
Kagadi,Ndeeba_A,Ndeeba,1099.2,40.0,1.75,120.0,150.0,,,,80.0,,,,,10.0,
Kagadi,Ndeeba_B,Ndeeba,1072.8,22.0,0.5,30.0,265.0,,,,115.0,,,,,38.0,
Kagadi,Ndeeba_B,Ndeeba,1063.2,50.0,2.0,90.0,165.0,,,,270.0,,,,,25.0,50.0
Kagadi,Kibanda_A,Ndeeba,1103.3,57.0,0.75,12.0,130.0,,,,140.0,,,,,,
Kagadi,Kibanda_TC,Ndeeba,1040.9,24.0,0.375,20.0,260.0,,,,,,,,,,
Kagadi,Kibanda_TC,Ndeeba,1067.3,50.0,0.625,40.0,125.0,,,,,,,,240.0,,
Kagadi,Kibuga_A,Ndeeba,1090.0,55.0,0.25,45.0,,,,,130.0,,,,,25.0,
Kagadi,Kinaaba_B,Ndeeba,1101.7,40.0,0.25,60.0,190.0,,,,160.0,,,,,20.0,
Kagadi,Ndeeba_B,Ndeeba,1064.3,60.0,4.0,80.0,207.0,,,,130.0,,,,,30.0,
Kagadi,Karama_Kinaaba,Ndeeba,1100.3,39.0,0.75,30.0,170.0,,,,155.0,,,,,20.0,
Kagadi,Ndeeba_B,Ndeeba,1124.1,34.0,2.0,7.0,241.0,,,,150.0,,,,,10.0,
Kagadi,Kinaaba_B,Ndeeba,1124.4,51.0,0.0,60.0,110.0,,,,,,,,,,
Kagadi,Ndeeba_B,Ndeeba,1063.0,37.0,0.75,60.0,205.0,,,,235.0,,,,,,
Kagadi,Kinaaba_A,Ndeeba,1111.7,39.0,0.75,80.0,95.0,,,,150.0,,,,,,70.0
Kagadi,Kibanda_A,Ndeeba,1097.0,40.0,0.25,120.0,,,,,,,,,,80.0,100.0
Kagadi,Ndeeba_B,Ndeeba,1066.3,45.0,1.5,30.0,145.0,,,,160.0,,,,,35.0,
Kagadi,Kibanda_A,Ndeeba,1085.8,27.0,0.25,30.0,,,,,,,,,,100.0,
Kagadi,Karama_Kinaaba,Ndeeba,1093.4,56.0,0.5,45.0,145.0,,,,140.0,,,7.0,,,
Kagadi,Kibuga_B,Ndeeba,1133.8,38.0,0.3,80.0,80.0,,,,125.0,,,,,30.0,
Kagadi,Kibuga_A,Ndeeba,1104.8,50.0,0.5,15.0,110.0,,10.0,,85.0,,,,,15.0,
Kagadi,Kibanda_A,Ndeeba,1099.1,42.0,1.5,20.0,200.0,,,,,,,,,20.0,
Kagadi,Kanyinya_Rugashari,Ndeeba,1107.0,40.0,0.0,40.0,,,,,110.0,,,,,,
Kagadi,Kibanda_TC,Ndeeba,1073.8,36.0,0.5,30.0,140.0,,,,110.0,,,,45.0,10.0,
Kagadi,Kibuga_A,Ndeeba,1085.0,35.0,0.0,30.0,180.0,,,,170.0,,,,,,
Kagadi,Kibuga_A,Ndeeba,1111.4,44.0,4.0,75.0,95.0,,,,145.0,,,,,,
Kagadi,Kibanda_A,Ndeeba,1071.5,81.0,2.5,30.0,230.0,,,,,,,,,80.0,60.0
Kagadi,Kibanda_TC,Ndeeba,1069.4,62.0,0.0,40.0,190.0,,,,105.0,,,,,,
Kagadi,Ndeeba_B,Ndeeba,1057.1,53.0,0.75,20.0,130.0,,,,180.0,350.0,,,,,0.0
Kagadi,Ndeeba_B,Ndeeba,1114.1,37.0,3.0,70.0,185.0,,,,135.0,,,,,30.0,80.0
Kagadi,Kibuga_B,Ndeeba,1118.5,36.0,0.0,60.0,265.0,,,,130.0,,,,,,
Kagadi,Karama_Kinaaba,Ndeeba,1090.1,38.0,1.0,30.0,265.0,,,,140.0,,,,,,
Kagadi,Kibuga_A,Ndeeba,1115.4,40.0,0.0,30.0,210.0,,8.0,,125.0,,,5.0,140.0,28.0,
Kagadi,Kinaaba_A,Ndeeba,1063.1,43.0,0.0,40.0,,,,,180.0,,,,,,
Kagadi,Kinaaba_B,Ndeeba,1109.1,40.0,0.25,50.0,125.0,,,,135.0,,,,,7.0,
Kagadi,Kinaaba_B,Ndeeba,1071.9,40.0,0.25,30.0,135.0,,,,120.0,,,,,8.0,0.0
Kagadi,Kibuga_B,Ndeeba,1115.4,39.0,0.0,30.0,160.0,,,,130.0,,,,,20.0,
Kagadi,Kinaaba_B,Ndeeba,1114.9,62.0,2.0,45.0,265.0,,,,145.0,,,,,,100.0
Kagadi,Kibanda_TC,Ndeeba,1063.4,35.0,1.25,10.0,250.0,,,,225.0,,,,,20.0,
Kagadi,Kinaaba_A,Ndeeba,1103.9,56.0,0.5,40.0,110.0,,,,85.0,,,,,50.0,50.0
Kagadi,Kibuga_B,Ndeeba,1117.1,46.0,3.0,30.0,105.0,,5.0,,,,,3.0,120.0,30.0,
Kagadi,Karama_Kinaaba,Ndeeba,1088.3,60.0,3.0,75.0,210.0,,,,110.0,,,,,50.0,
Kagadi,Ndeeba_A,Ndeeba,1115.4,44.0,0.75,180.0,135.0,,,,130.0,,,,,10.0,80.0
Kagadi,Kasimbi,Ndeeba,1084.3,53.0,0.5,30.0,60.0,,6.5,,125.0,,,2.25,,30.0,50.0
Kagadi,Kanyinya_Rugashari,Ndeeba,1106.2,52.0,0.5,30.0,80.0,,,100.0,100.0,,,,,100.0,90.0
Kagadi,Kinaaba_A,Ndeeba,1084.5,45.0,0.5,50.0,120.0,,,,145.0,,,,,,
Kagadi,Kibuga_B,Ndeeba,1092.9,42.0,0.25,45.0,165.0,,,,90.0,,,,,5.0,
Kagadi,Kasimbi,Ndeeba,1075.2,30.0,2.75,20.0,150.0,,7.0,,140.0,,,3.0,,30.0,60.0
Kagadi,Karama_Kinaaba,Ndeeba,1089.6,60.0,3.0,80.0,100.0,,3.0,,155.0,,,,,25.0,100.0
Kagadi,Kibuga_A,Ndeeba,1111.6,55.0,1.5,40.0,215.0,,,,135.0,,,,,42.0,60.0
Kagadi,Kibuga_A,Ndeeba,1107.4,33.0,1.0,60.0,145.0,,,,175.0,,,,,40.0,
Kagadi,Kinaaba_A,Ndeeba,1079.9,35.0,1.0,40.0,120.0,,,,90.0,,,,,0.0,
Kagadi,Kibuga_A,Ndeeba,1109.4,35.0,0.5,2.0,140.0,,,,,,,,320.0,,
Kagadi,Ndeeba_A,Ndeeba,1099.7,40.0,1.25,120.0,180.0,,,,,,,3.0,,,15.0
Kagadi,Kibanda_TC,Ndeeba,1082.8,87.0,0.8,40.0,180.0,,,,130.0,,,,,10.0,90.0
Kagadi,Kibuga_A,Ndeeba,1111.3,42.0,1.5,60.0,140.0,,,,135.0,,,,,50.0,
Kagadi,Kibanda_TC,Ndeeba,1051.3,37.0,0.25,40.0,200.0,,,,100.0,,,,,50.0,60.0
Kagadi,Karama_Kinaaba,Ndeeba,1105.7,47.0,7.0,60.0,115.0,,,,145.0,,,,,150.0,100.0
Kagadi,Kibuga_A,Ndeeba,1105.2,35.0,3.0,80.0,255.0,,,,145.0,,,,130.0,22.0,0.0
Kagadi,Kasimbi,Ndeeba,1077.7,37.0,0.75,30.0,145.0,,7.0,,,,,3.0,,100.0,70.0
Kagadi,Karama_Kinaaba,Ndeeba,1102.4,19.0,0.5,30.0,125.0,,,,230.0,,,,,15.0,
Kagadi,Kanyinya_Rugashari,Ndeeba,1116.6,68.0,1.5,40.0,290.0,4.0,,,115.0,,,,,30.0,80.0
Kagadi,Kibanda_A,Ndeeba,1071.9,68.0,1.0,40.0,180.0,,,,,,,,170.0,150.0,50.0
Kagadi,Kasimbi,Ndeeba,1075.4,35.0,2.5,60.0,150.0,,,,150.0,,,,105.0,,
Kagadi,Kibuga_B,Ndeeba,1123.1,38.0,1.5,30.0,70.0,,4.0,,85.0,,,4.0,,20.0,
Kagadi,Kibuga_B,Ndeeba,1112.2,56.0,1.5,40.0,90.0,,6.0,,115.0,,,6.0,,20.0,
Kagadi,Ndeeba_A,Ndeeba,1112.3,62.0,0.25,60.0,70.0,,,,,,,,,,
Kagadi,Ndeeba_A,Ndeeba,1063.2,57.0,0.5,30.0,100.0,,,,,,,,,200.0,
Kagadi,Kasimbi,Ndeeba,1080.4,36.0,0.7,40.0,160.0,,,,120.0,,,,,40.0,100.0
Kagadi,Kibanda_B,Ndeeba,1031.1,51.0,1.25,40.0,115.0,,,,,,,,,,
Kagadi,Kibuga_A,Ndeeba,1099.0,36.0,0.25,30.0,120.0,,7.0,,120.0,,,7.0,450.0,,50.0
Kagadi,Karama_Kinaaba,Ndeeba,1099.5,37.0,4.0,80.0,150.0,,,,115.0,,,,,30.0,80.0
Kagadi,Kasimbi,Ndeeba,1061.9,50.0,10.0,40.0,,,,,,,,,,50.0,60.0
Kagadi,Kibanda_B,Ndeeba,1008.5,76.0,6.0,20.0,320.0,,,,,,,,,200.0,250.0
Kagadi,Kasimbi,Ndeeba,1082.1,35.0,0.25,20.0,130.0,,9.0,,90.0,,,2.75,180.0,50.0,30.0
Kagadi,Kibuga_A,Ndeeba,1096.3,37.0,4.0,70.0,135.0,,,,150.0,,,,,76.0,
Kagadi,Kibuga_A,Ndeeba,1099.6,59.0,3.0,30.0,121.0,,,,275.0,,,,,80.0,
Kagadi,Kibuga_B,Ndeeba,1109.6,38.0,0.5,60.0,,,,,110.0,,,,490.0,80.0,
Kagadi,Kinaaba_A,Ndeeba,1092.0,35.0,1.0,60.0,145.0,,,,105.0,,,,90.0,60.0,
Kagadi,Karama_Kinaaba,Ndeeba,1099.2,55.0,2.0,80.0,100.0,,,,160.0,,,,,39.0,77.0
Kagadi,Kasimbi,Ndeeba,1096.9,37.0,0.75,60.0,108.0,,4.5,,,,,3.5,270.0,60.0,30.0
Kagadi,Kinaaba_A,Ndeeba,1099.5,50.0,2.25,40.0,140.0,,,,170.0,,,,,,100.0
Kagadi,Karama_Kinaaba,Ndeeba,1110.8,51.0,2.0,60.0,135.0,,,,150.0,,,,,,
Kagadi,Kasimbi,Ndeeba,1070.6,45.0,3.0,40.0,110.0,,,,145.0,,,,,35.0,100.0
Kagadi,Kibuga_A,Ndeeba,1074.9,51.0,1.0,45.0,260.0,,,,100.0,,,,550.0,20.0,0.0
Kagadi,Kanyinya_Rugashari,Ndeeba,1111.4,43.0,5.0,60.0,,,,,,,,,,,
Kagadi,Kasimbi,Ndeeba,1075.4,80.0,3.5,25.0,65.0,,7.0,,110.0,,,5.0,,80.0,50.0
Kagadi,Kinaaba_A,Ndeeba,1121.1,40.0,0.8,50.0,100.0,,,,140.0,,,,,200.0,
Kagadi,Kanyinya_Rugashari,Ndeeba,1121.4,50.0,5.0,70.0,235.0,,,,110.0,,,,,150.0,70.0
Kagadi,Kibuga_A,Ndeeba,1088.7,32.0,4.0,80.0,105.0,,,,150.0,,,,,45.0,40.0
Kagadi,Kanyinya_Rugashari,Ndeeba,1121.4,50.0,5.0,70.0,245.0,,,,120.0,,,,,150.0,70.0
Kagadi,Ndeeba_B,Ndeeba,1071.9,52.0,4.0,75.0,260.0,,,,125.0,,,,,70.0,40.0
Kagadi,Kasimbi,Ndeeba,1081.4,54.0,2.6,40.0,150.0,,,,150.0,,,,,30.0,35.0
Kagadi,Kasimbi,Ndeeba,1082.0,65.0,0.75,30.0,200.0,,6.0,,,,,8.0,,40.0,150.0
Kagadi,Kibuga_B,Ndeeba,995.7,40.0,1.5,30.0,210.0,,,,170.0,,,4.0,,90.0,80.0
Kagadi,Kibuga_A,Ndeeba,1101.8,44.0,2.75,30.0,130.0,,8.0,,160.0,,,6.0,125.0,150.0,
Kagadi,Kinaaba_A,Ndeeba,1084.9,54.0,2.75,30.0,,,,,140.0,,,,,200.0,0.0
Kagadi,Ndeeba_A,Ndeeba,1112.3,55.0,6.0,60.0,320.0,,,,140.0,,,,,,70.0
Kagadi,Kanyinya_Rugashari,Ndeeba,1127.3,53.0,1.0,90.0,140.0,,,,125.0,,,,110.0,200.0,100.0
Kagadi,Kinaaba_B,Ndeeba,1096.7,60.0,2.0,50.0,140.0,,,,110.0,,,,,10.0,0.0
Kagadi,Kasimbi,Ndeeba,1082.0,38.0,0.75,20.0,110.0,,6.0,,,,,3.75,70.0,50.0,60.0
Kagadi,Karama_Kinaaba,Ndeeba,1105.8,44.0,3.0,80.0,110.0,,,,155.0,,,,750.0,47.0,95.0
Kagadi,Kanyinya_Rugashari,Ndeeba,1111.4,47.0,0.75,40.0,150.0,,,,130.0,,,,850.0,8.0,
Kagadi,Ndeeba_A,Ndeeba,1124.4,37.0,0.5,50.0,150.0,,,,135.0,,,,,,
Kagadi,Kanyinya_Rugashari,Ndeeba,1126.1,28.0,0.8,15.0,55.0,,,,155.0,,,,,,
Kagadi,Kibuga_A,Ndeeba,1116.3,36.0,4.0,30.0,100.0,,8.0,,100.0,,,7.0,115.0,80.0,80.0
Kagadi,Kibanda_A,Ndeeba,1088.0,50.0,1.0,20.0,80.0,,,,,,,,,100.0,120.0
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Kagadi,Nyakasozi B,Nyakasozi,1141.5,35.0,1.75,30.0,,,,,,,,,,,
Kagadi,Galiboleka B,Nyakasozi,1172.7,31.0,0.0,30.0,,,,,,,,,,,0.0
