pre_village,pre_parish,pre_district,GPS-Altitude,hhh_age,Time_to_collect_Water_for_Household_use_Minutes,Land_size_agriculture,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield,pre_cluster,Agriculture Value (USD)
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,66.86486486486487
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,168.27027027027026
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,414.18918918918916
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,310.81081081081084
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,120.1891891891892
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,87.83783783783784
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,94.05405405405405
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,416.2162162162162
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,584.0540540540541
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,470.27027027027026
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,435.94594594594594
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,324.05405405405406
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,228.32432432432432
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,564.4594594594595
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,214.59459459459458
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,668.918918918919
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,381.0810810810811
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,774.5945945945946
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,1800.4594594594594
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,295.13513513513516
Buhasha B3,RYENGYERERO,Mitooma,1582.0,31.0,30.0,0.325,40.0,,,,,,,,,20.0,,,113.51351351351352
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,55.13513513513514
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,0.0
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,66.86486486486487
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,168.27027027027026
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,414.18918918918916
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,310.81081081081084
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,120.1891891891892
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,87.83783783783784
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,94.05405405405405
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,416.2162162162162
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,584.0540540540541
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,470.27027027027026
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,435.94594594594594
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,324.05405405405406
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,228.32432432432432
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,564.4594594594595
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,214.59459459459458
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,668.918918918919
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,381.0810810810811
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,774.5945945945946
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,1800.4594594594594
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,295.13513513513516
Buhasha B3,RYENGYERERO,Mitooma,0.0,35.0,90.0,0.25,75.0,,3.5,,,,,8.5,,40.0,,,113.51351351351352
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,55.13513513513514
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,0.0
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,66.86486486486487
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,168.27027027027026
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,414.18918918918916
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,310.81081081081084
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,120.1891891891892
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,87.83783783783784
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,94.05405405405405
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,416.2162162162162
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,584.0540540540541
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,470.27027027027026
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,435.94594594594594
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,324.05405405405406
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,228.32432432432432
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,564.4594594594595
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,214.59459459459458
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,668.918918918919
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,381.0810810810811
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,774.5945945945946
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,1800.4594594594594
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,295.13513513513516
Buhasha B3,RYENGYERERO,Mitooma,1630.6,54.0,12.0,0.825,35.0,,,,15.0,,,,,100.0,100.0,,113.51351351351352
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,55.13513513513514
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,0.0
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,66.86486486486487
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,168.27027027027026
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,414.18918918918916
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,310.81081081081084
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,120.1891891891892
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,87.83783783783784
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,94.05405405405405
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,416.2162162162162
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,584.0540540540541
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,470.27027027027026
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,435.94594594594594
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,324.05405405405406
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,228.32432432432432
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,564.4594594594595
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,214.59459459459458
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,668.918918918919
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,381.0810810810811
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,774.5945945945946
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,1800.4594594594594
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,295.13513513513516
Buhasha B3,RYENGYERERO,Mitooma,0.0,50.0,80.0,2.5,120.0,,6.0,,,,,,,500.0,210.0,,113.51351351351352
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,55.13513513513514
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,0.0
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,66.86486486486487
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,168.27027027027026
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,414.18918918918916
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,310.81081081081084
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,120.1891891891892
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,87.83783783783784
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,94.05405405405405
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,416.2162162162162
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,584.0540540540541
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,470.27027027027026
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,435.94594594594594
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,324.05405405405406
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,228.32432432432432
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,564.4594594594595
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,214.59459459459458
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,668.918918918919
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,381.0810810810811
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,774.5945945945946
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,1800.4594594594594
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,295.13513513513516
Buhasha B3,RYENGYERERO,Mitooma,1622.5,43.0,60.0,1.825,105.0,,,,,,,4.5,,200.0,600.0,,113.51351351351352
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,55.13513513513514
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,0.0
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,66.86486486486487
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,168.27027027027026
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,414.18918918918916
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,310.81081081081084
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,120.1891891891892
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,87.83783783783784
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,94.05405405405405
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,416.2162162162162
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,584.0540540540541
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,470.27027027027026
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,435.94594594594594
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,324.05405405405406
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,228.32432432432432
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,564.4594594594595
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,214.59459459459458
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,668.918918918919
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,381.0810810810811
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,774.5945945945946
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,1800.4594594594594
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,295.13513513513516
Buhasha B3,RYENGYERERO,Mitooma,0.0,43.0,80.0,0.75,140.0,,3.0,,,,,7.0,,200.0,100.0,,113.51351351351352
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,55.13513513513514
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,0.0
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,66.86486486486487
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,168.27027027027026
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,414.18918918918916
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,310.81081081081084
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,120.1891891891892
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,87.83783783783784
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,94.05405405405405
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,416.2162162162162
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,584.0540540540541
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,470.27027027027026
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,435.94594594594594
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,324.05405405405406
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,228.32432432432432
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,564.4594594594595
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,214.59459459459458
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,668.918918918919
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,381.0810810810811
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,774.5945945945946
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,1800.4594594594594
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,295.13513513513516
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,60.0,0.75,70.0,,1.5,,,,,9.0,,150.0,90.0,,113.51351351351352
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,55.13513513513514
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,0.0
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,66.86486486486487
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,168.27027027027026
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,414.18918918918916
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,310.81081081081084
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,120.1891891891892
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,87.83783783783784
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,94.05405405405405
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,416.2162162162162
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,584.0540540540541
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,470.27027027027026
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,435.94594594594594
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,324.05405405405406
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,228.32432432432432
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,564.4594594594595
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,214.59459459459458
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,668.918918918919
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,381.0810810810811
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,774.5945945945946
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,1800.4594594594594
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,295.13513513513516
Buhasha B3,RYENGYERERO,Mitooma,0.0,80.0,120.0,3.5,140.0,,5.0,,,,,14.0,,300.0,600.0,,113.51351351351352
Buhasha B3,RYENGYERERO,Mitooma,0.0,66.0,120.0,2.5,180.0,,5.0,,90.0,,,12.0,,250.0,1000.0,,55.13513513513514
Buhasha B3,RYENGYERERO,Mitooma,0.0,66.0,120.0,2.5,180.0,,5.0,,90.0,,,12.0,,250.0,1000.0,,0.0
Buhasha B3,RYENGYERERO,Mitooma,0.0,66.0,120.0,2.5,180.0,,5.0,,90.0,,,12.0,,250.0,1000.0,,66.86486486486487
Buhasha B3,RYENGYERERO,Mitooma,0.0,66.0,120.0,2.5,180.0,,5.0,,90.0,,,12.0,,250.0,1000.0,,168.27027027027026
Buhasha B3,RYENGYERERO,Mitooma,0.0,66.0,120.0,2.5,180.0,,5.0,,90.0,,,12.0,,250.0,1000.0,,414.18918918918916
Buhasha B3,RYENGYERERO,Mitooma,0.0,66.0,120.0,2.5,180.0,,5.0,,90.0,,,12.0,,250.0,1000.0,,310.81081081081084
Buhasha B3,RYENGYERERO,Mitooma,0.0,66.0,120.0,2.5,180.0,,5.0,,90.0,,,12.0,,250.0,1000.0,,120.1891891891892
Buhasha B3,RYENGYERERO,Mitooma,0.0,66.0,120.0,2.5,180.0,,5.0,,90.0,,,12.0,,250.0,1000.0,,87.83783783783784
Buhasha B3,RYENGYERERO,Mitooma,0.0,66.0,120.0,2.5,180.0,,5.0,,90.0,,,12.0,,250.0,1000.0,,94.05405405405405
