pre_village,pre_parish,pre_district,GPS-Altitude,hhh_age,Time_to_collect_Water_for_Household_use_Minutes,Land_size_agriculture,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield,pre_cluster,Agriculture Value (USD)
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,145.94594594594594
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,133.78378378378378
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,127.02702702702703
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,189.45945945945945
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,136.6216216216216
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,60.810810810810814
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,161.8918918918919
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,194.59459459459458
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,180.8108108108108
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,120.27027027027027
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,523.5135135135135
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,194.59459459459458
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,612.4324324324324
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,188.1081081081081
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,429.72972972972974
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,389.18918918918916
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,664.8648648648649
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,534.5945945945946
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,481.7567567567568
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,78.37837837837837
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,866.2162162162163
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,1033.2432432432433
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,710.8108108108108
Ahabutaare,,Kanungu,1520.0,24.0,180.0,0.475,,,,,,,,,,,,KIRI-BUSHURA,1472.162162162162
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,145.94594594594594
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,133.78378378378378
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,127.02702702702703
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,189.45945945945945
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,136.6216216216216
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,60.810810810810814
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,161.8918918918919
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,194.59459459459458
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,180.8108108108108
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,120.27027027027027
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,523.5135135135135
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,194.59459459459458
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,612.4324324324324
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,188.1081081081081
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,429.72972972972974
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,389.18918918918916
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,664.8648648648649
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,534.5945945945946
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,481.7567567567568
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,78.37837837837837
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,866.2162162162163
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,1033.2432432432433
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,710.8108108108108
Ahabutaare,,Kanungu,1506.0,36.0,60.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,1472.162162162162
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,145.94594594594594
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,133.78378378378378
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,127.02702702702703
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,189.45945945945945
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,136.6216216216216
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,60.810810810810814
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,161.8918918918919
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,194.59459459459458
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,180.8108108108108
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,120.27027027027027
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,523.5135135135135
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,194.59459459459458
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,612.4324324324324
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,188.1081081081081
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,429.72972972972974
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,389.18918918918916
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,664.8648648648649
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,534.5945945945946
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,481.7567567567568
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,78.37837837837837
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,866.2162162162163
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,1033.2432432432433
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,710.8108108108108
Ahabutaare,,Kanungu,1442.0,50.0,5.0,1.475,30.0,,,,,,,,,,,KIRI-BUSHURA,1472.162162162162
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,145.94594594594594
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,133.78378378378378
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,127.02702702702703
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,189.45945945945945
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,136.6216216216216
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,60.810810810810814
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,161.8918918918919
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,194.59459459459458
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,180.8108108108108
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,120.27027027027027
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,523.5135135135135
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,194.59459459459458
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,612.4324324324324
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,188.1081081081081
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,429.72972972972974
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,389.18918918918916
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,664.8648648648649
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,534.5945945945946
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,481.7567567567568
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,78.37837837837837
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,866.2162162162163
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,1033.2432432432433
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,710.8108108108108
Ahabutaare,,Kanungu,1418.0,65.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,1472.162162162162
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,145.94594594594594
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,133.78378378378378
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,127.02702702702703
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,189.45945945945945
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,136.6216216216216
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,60.810810810810814
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,161.8918918918919
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,194.59459459459458
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,180.8108108108108
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,120.27027027027027
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,523.5135135135135
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,194.59459459459458
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,612.4324324324324
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,188.1081081081081
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,429.72972972972974
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,389.18918918918916
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,664.8648648648649
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,534.5945945945946
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,481.7567567567568
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,78.37837837837837
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,866.2162162162163
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,1033.2432432432433
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,710.8108108108108
Ahabutaare,,Kanungu,1431.0,32.0,2.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,1472.162162162162
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,145.94594594594594
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,133.78378378378378
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,127.02702702702703
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,189.45945945945945
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,136.6216216216216
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,60.810810810810814
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,161.8918918918919
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,194.59459459459458
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,180.8108108108108
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,120.27027027027027
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,523.5135135135135
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,194.59459459459458
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,612.4324324324324
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,188.1081081081081
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,429.72972972972974
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,389.18918918918916
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,664.8648648648649
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,534.5945945945946
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,481.7567567567568
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,78.37837837837837
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,866.2162162162163
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,1033.2432432432433
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,710.8108108108108
Ahabutaare,,Kanungu,1440.0,66.0,10.0,1.975,,,,,,,,,,,,KIRI-BUSHURA,1472.162162162162
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,145.94594594594594
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,133.78378378378378
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,127.02702702702703
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,189.45945945945945
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,136.6216216216216
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,60.810810810810814
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,161.8918918918919
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,194.59459459459458
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,180.8108108108108
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,120.27027027027027
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,523.5135135135135
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,194.59459459459458
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,612.4324324324324
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,188.1081081081081
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,429.72972972972974
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,389.18918918918916
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,664.8648648648649
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,534.5945945945946
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,481.7567567567568
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,78.37837837837837
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,866.2162162162163
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,1033.2432432432433
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,710.8108108108108
Ahabutaare,,Kanungu,1478.0,48.0,5.0,0.975,,,,,,,,,,,,KIRI-BUSHURA,1472.162162162162
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,145.94594594594594
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,133.78378378378378
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,127.02702702702703
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,189.45945945945945
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,136.6216216216216
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,60.810810810810814
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,161.8918918918919
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,194.59459459459458
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,180.8108108108108
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,120.27027027027027
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,523.5135135135135
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,194.59459459459458
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,612.4324324324324
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,188.1081081081081
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,429.72972972972974
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,389.18918918918916
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,664.8648648648649
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,534.5945945945946
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,481.7567567567568
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,78.37837837837837
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,866.2162162162163
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,1033.2432432432433
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,710.8108108108108
Ahabutaare,,Kanungu,1509.0,28.0,16.0,0.225,109.0,,,,,40.0,,,,3.0,40.0,KIRI-BUSHURA,1472.162162162162
Ahabutaare,,Kanungu,1482.0,45.0,5.0,0.475,,,,,,,,,,60.0,30.0,KIRI-BUSHURA,145.94594594594594
Ahabutaare,,Kanungu,1482.0,45.0,5.0,0.475,,,,,,,,,,60.0,30.0,KIRI-BUSHURA,133.78378378378378
Ahabutaare,,Kanungu,1482.0,45.0,5.0,0.475,,,,,,,,,,60.0,30.0,KIRI-BUSHURA,127.02702702702703
Ahabutaare,,Kanungu,1482.0,45.0,5.0,0.475,,,,,,,,,,60.0,30.0,KIRI-BUSHURA,189.45945945945945
Ahabutaare,,Kanungu,1482.0,45.0,5.0,0.475,,,,,,,,,,60.0,30.0,KIRI-BUSHURA,136.6216216216216
Ahabutaare,,Kanungu,1482.0,45.0,5.0,0.475,,,,,,,,,,60.0,30.0,KIRI-BUSHURA,60.810810810810814
Ahabutaare,,Kanungu,1482.0,45.0,5.0,0.475,,,,,,,,,,60.0,30.0,KIRI-BUSHURA,161.8918918918919
Ahabutaare,,Kanungu,1482.0,45.0,5.0,0.475,,,,,,,,,,60.0,30.0,KIRI-BUSHURA,194.59459459459458
Ahabutaare,,Kanungu,1482.0,45.0,5.0,0.475,,,,,,,,,,60.0,30.0,KIRI-BUSHURA,180.8108108108108
Ahabutaare,,Kanungu,1482.0,45.0,5.0,0.475,,,,,,,,,,60.0,30.0,KIRI-BUSHURA,120.27027027027027
Ahabutaare,,Kanungu,1482.0,45.0,5.0,0.475,,,,,,,,,,60.0,30.0,KIRI-BUSHURA,523.5135135135135
Ahabutaare,,Kanungu,1482.0,45.0,5.0,0.475,,,,,,,,,,60.0,30.0,KIRI-BUSHURA,194.59459459459458
Ahabutaare,,Kanungu,1482.0,45.0,5.0,0.475,,,,,,,,,,60.0,30.0,KIRI-BUSHURA,612.4324324324324
Ahabutaare,,Kanungu,1482.0,45.0,5.0,0.475,,,,,,,,,,60.0,30.0,KIRI-BUSHURA,188.1081081081081
Ahabutaare,,Kanungu,1482.0,45.0,5.0,0.475,,,,,,,,,,60.0,30.0,KIRI-BUSHURA,429.72972972972974
Ahabutaare,,Kanungu,1482.0,45.0,5.0,0.475,,,,,,,,,,60.0,30.0,KIRI-BUSHURA,389.18918918918916
Ahabutaare,,Kanungu,1482.0,45.0,5.0,0.475,,,,,,,,,,60.0,30.0,KIRI-BUSHURA,664.8648648648649
Ahabutaare,,Kanungu,1482.0,45.0,5.0,0.475,,,,,,,,,,60.0,30.0,KIRI-BUSHURA,534.5945945945946
Ahabutaare,,Kanungu,1482.0,45.0,5.0,0.475,,,,,,,,,,60.0,30.0,KIRI-BUSHURA,481.7567567567568
